Link,Địa chỉ,Mức giá,Diện tích,Số phòng ngủ,"Số phòng tắm, vệ sinh",Mặt tiền,Đường vào,Pháp lý,Nội thất,Số tầng,Hướng nhà,Hướng ban công
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-duong-van-be-phuong-vinh-tuy-prj-sunshine-garden/-ban-cat-lo-view-song-ng-h-time-city-s-140m2-shinshine-minh-anh-pr39603627,"Dự án Sunshine Garden, Đường Dương Văn Bé, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội","6,6 tỷ",130 m²,3 phòng,2 phòng,,,Sổ đỏ,"Full nội thất gồm. Điều hòa âm trần DaiKin. Bếp tủ Hafele. Full wc Kholer, hệ thống điện cảm ứng thông minh. Nhanh tay chốt lên những căn cuối cùng nguyên bản cđt.",,,
https://batdongsan.com.vn/ban-nha-rieng-duong-thanh-am-phuong-thuong-thanh-1/-vien-ngoc-dat-vang-57m2-8-6-ty-ngo-thong-o-to-tai-tuong-lai-mat-pho-thinh-vuong-pr42932320,"Đường Thanh Am, Phường Thượng Thanh, Long Biên, Hà Nội","8,6 tỷ",57 m²,1 phòng,1 phòng,4 m,5 m,Sổ đỏ/ Sổ hồng,Không nội thất,1 tầng,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-chi-thanh-phuong-lang-thuong/nh-chu-ban-so-122-42m2-4-tang-mt-4-5m-via-he-rong-14-2-ty-pr42947441,"Số 122, Đường Nguyễn Chí Thanh, Phường Láng Thượng, Đống Đa, Hà Nội","14,2 tỷ",38 m²,5 phòng,4 phòng,"4,5 m",,Sổ đỏ/ Sổ hồng,,4 tầng,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-le-trong-tan-phuong-duong-noi-prj-khu-do-thi-geleximco-le-trong-tan/chi-nhinh-23-ty-so-huu-can-4-tang-dang-cho-thue-25tr-th-pr42825539,"Dự án Geleximco Lê Trọng Tấn, Đường Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội",Thỏa thuận,123 m²,,,7 m,,,,4 tầng,Tây - Bắc,
https://batdongsan.com.vn/ban-nha-rieng-duong-bang-b-phuong-dai-kim/-5-tang-xay-moi-thang-may-6-8-ty-hoang-mai-pr43129540,"Đường Bằng B, Phường Đại Kim, Hoàng Mai, Hà Nội","6,8 tỷ",35 m²,3 phòng,4 phòng,4 m,5 m,Sổ đỏ/ Sổ hồng,Đầy đủ,5 tầng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-minh-khai-phuong-vinh-tuy-prj-sunshine-garden/ban-ch-cao-cap-4ngu-130m2-goc-6-5-ty-h-time-city-e-anh-pr41473902,"Dự án Sunshine Garden, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội","6,5 tỷ",140 m²,4 phòng,3 phòng,,,Sổ đỏ/ Sổ hồng,Cơ bản,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-lac-long-quan-phuong-phu-thuong-1/chinh-chu-ban-building-10-noi-2-ham-view-tron-ho-tay-hang-xom-lotte-500m2-pr42926144,"Vườn Đào, Đường Lạc Long Quân, Phường Phú Thượng, Tây Hồ, Hà Nội",Thỏa thuận,500 m²,,,17 m,,Sổ đỏ,,12 tầng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-duong-van-be-phuong-vinh-tuy-prj-sunshine-garden/ban-2-ngu-trung-tam-ha-noi-4-2-ty-dt-80m2-pho-minh-khai-e-minh-anh-pr39503850,"Dự án Sunshine Garden, Đường Dương Văn Bé, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội","3,8 tỷ",50 m²,2 phòng,1 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-yen-so-prj-galia-hanoi/chu-nhuong-08-suat-ngoai-giao-gelia-ck-dac-biet-quy-view-50tr-pr43129490,"Dự án Galia Hanoi, Phường Yên Sở, Hoàng Mai, Hà Nội",67 triệu/m²,70 m²,2 phòng,2 phòng,,,Hợp đồng mua bán,Đầy đủ,,Nam,Bắc
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-mai-phuong-hoang-van-thu-4/-dt-61m-x-4-tang-mt-9m-gia-11-5-ty-lo-goc-gan-o-to-pr43130853,"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội","11,5 tỷ",61 m²,4 phòng,4 phòng,9 m,,Sổ đỏ/ Sổ hồng,Đầy đủ,4 tầng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-duong-van-be-phuong-vinh-tuy-prj-sunshine-garden/ban-3ngu-trung-tam-ha-noi-4-8-ty-dt100-m2-pho-minh-khai-e-minh-anh-pr39409633,"Dự án Sunshine Garden, Đường Dương Văn Bé, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội.","6,5 tỷ",100 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Cơ bản,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-yen-quan-xa-hung-dao_1/chu-ngop-ban-gap-tan-phu-quoc-oai-100m-ra-cho-truong-ngay-vang-dai-4-pr43130851,"Đường Yên Quán, Xã Hưng Đạo, Quốc Oai, Hà Nội","2,92 tỷ",44 m²,4 phòng,3 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,4 tầng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-hung-phuong-my-dinh-1-prj-vinhomes-skylake/ban-4pn-3vs-gia-18-ty-pr43128292,"Vinhomes Skylake, Phạm Hùng, Mỹ Đình 1, Nam Từ Liêm, Hà Nội",17 tỷ,143 m²,4 phòng,3 phòng,,,Sổ đỏ/ Sổ hồng,Cơ bản,,Đông - Nam,Tây - Bắc
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-duong-van-be-phuong-vinh-tuy-prj-sunshine-garden/chinh-chu-ban-goc-100-m2-gia-4-ty480-trung-tam-ha-noi-lh-e-minh-anh-pr39080175,"Dự án Sunshine Garden, Đường Dương Văn Bé, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội","5,4 tỷ",85 m²,2 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Full nội thất.,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-phung-hung-1-phuong-phuc-la-prj-khu-do-thi-moi-xa-la/-ban-gap-ch-1-ngu-54m-toa-ct4-ha-dong-du-noi-that-gia-chi-2-6x-ty-pr43128392,"Khu đô thị mới Xa La, Phùng Hưng, Phúc La, Hà Đông, Hà Nội",Thỏa thuận,54 m²,1 phòng,1 phòng,,,Sổ đỏ/ Sổ hồng,Cơ bản,,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-nha-rieng-duong-ha-yen-quyet-phuong-yen-hoa-2/ban-33-m2-5-tang-xay-moi-gia-8-2-ty-pr43130768,"Đường Hạ Yên Quyết, Phường Yên Hòa, Cầu Giấy, Hà Nội","8,2 tỷ",33 m²,3 phòng,3 phòng,"5,4 m","2,5 m",Sổ đỏ/ Sổ hồng,Đầy đủ,5 tầng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-la-khe-prj-anland-complex/nhuong-lai-3pn-2wc-tai-noi-gia-5-xx-ty-pr43128607,"Dự án Anland Complex, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",Thỏa thuận,85 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-song-nhue-phuong-duc-thang/ban-49m2-tien-4-2m-gia-11-3-ty-pr42605922,"Đường Sông Nhuệ, Phường Đức Thắng, Bắc Từ Liêm, Hà Nội","10,3 tỷ",49 m²,6 phòng,3 phòng,"4,2 m",7 m,Sổ đỏ/ Sổ hồng,Đầy đủ,5 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-pho-quan-nhan-phuong-trung-hoa-4/sieu-pham-60m2-6-tang-mat-tien-5-5m-gia-24-ty-pr43030574,"Ngõ 52, Phố Quan Nhân, Phường Trung Hòa, Cầu Giấy, Hà Nội",24 tỷ,60 m²,6 phòng,6 phòng,"5,5 m",8 m,Sổ đỏ/ Sổ hồng,Nội thất cao cấp.,6 tầng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-hung-phuong-my-dinh-1-prj-vinhomes-skylake/ban-4pn-3vs-gia-18-ty-pr43129354,"Vinhomes Skylake, Phạm Hùng, Mỹ Đình 1, Nam Từ Liêm, Hà Nội",17 tỷ,143 m²,4 phòng,3 phòng,,,Sổ đỏ/ Sổ hồng,Cơ bản,,Đông - Nam,Tây - Bắc
https://batdongsan.com.vn/ban-nha-rieng-duong-truong-dinh-phuong-thinh-liet/-dep-lo-goc-mat-tien-rong-full-noi-that-dtsd-46m2-x-chi-9-5-ty-pr43129426,"Đường Trương Định, Phường Thịnh Liệt, Hoàng Mai, Hà Nội","9,5 tỷ",46 m²,5 phòng,3 phòng,"6,2 m","3,5 m",Sổ đỏ/ Sổ hồng,,5 tầng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-dich-vong-hau-prj-ha-noi-paragon/quy-doc-quyen-2-3pn-ch-08-83m2-05-90m2-01-107m2-06-140m2-07-156m2-pr40864055,"Dự án Hà Nội Paragon, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",Thỏa thuận,83 m²,,,,,,Bàn giao nội thất cơ bản hoặc full nội thất đẹp lung linh tuỳ từng căn.,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-thang-long-phuong-tay-mo-prj-lumi-elite/dia-dao-ha-noi-du-an-chuan-det-net-cang-de-dau-tu-dong-tien-cho-thue-pr42907782,"Lumi Elite, Đại lộ Thăng Long, Tây Mỗ, Nam Từ Liêm, Hà Nội",Thỏa thuận,74 m²,2 phòng,2 phòng,,,Hợp đồng mua bán,Cơ bản,,Đông - Nam,Tây - Bắc
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-duong-van-be-phuong-vinh-tuy-prj-sunshine-garden/ban-cat-lo-trung-tam-ha-noi-s-140-m2-gia-5ty5-lh-e-minh-anh-pr39071896,"Dự án Sunshine Garden, Đường Dương Văn Bé, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội","6,6 tỷ",100 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Cơ bản,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-thuy-phuong-phuong-thuy-phuong_2/-dep-37m2-5-tang-thang-may-kinh-doanh-dinh-gia-7-6-ty-pr42731505,"Đường Thụy Phương, Phường Thụy Phương, Bắc Từ Liêm, Hà Nội","7,6 tỷ",37 m²,3 phòng,4 phòng,"4,5 m","4,5 m",Sổ đỏ/ Sổ hồng,Đầy đủ,5 tầng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-hung-phuong-my-dinh-1-prj-vinhomes-skylake/ban-3pn-2vs-view-11-ty-vinmes-skylake-pr43129416,"Vinhomes Skylake, Phạm Hùng, Mỹ Đình 1, Nam Từ Liêm, Hà Nội",11 tỷ,100 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,Đông - Nam,Tây - Bắc
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-lumiere-evergreen/ban-gap-2pn-2wc-65m-gia-4-45-ty-tai-lh-pr42939298,"Dự án Lumiere EverGreen Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","5,14 tỷ",62 m²,2 phòng,2 phòng,,,Hợp đồng mua bán,"Bàn giao tiêu chuẩn cao cấp điều hòa âm trần, thiết bị vệ sinh Kohler, sàn gỗ, tủ bếp cao cấp.",,Đông - Bắc,Đông - Bắc
https://batdongsan.com.vn/ban-nha-rieng-duong-my-dinh-phuong-my-dinh-2/-dep-30m2-6-tang-xay-moi-gia-6-5-ty-pr43030514,"đường Mỹ Đình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội","6,5 tỷ",30 m²,3 phòng,4 phòng,"3,6 m","2,5 m",Sổ đỏ/ Sổ hồng,Đầy đủ,5 tầng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-thang-long-phuong-tay-mo-prj-lumi-hanoi/ban-gap-ch-3pn-2wc-gia-5-986-ty-bao-phi-o-lh-pr43037259,"Dự án Lumi Hanoi, Đường Đại lộ Thăng Long, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","5,99 tỷ",84 m²,3 phòng,2 phòng,,,Hợp đồng mua bán,Nội thất bàn giao cao cấp.,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-hung-phuong-my-dinh-1-prj-vinhomes-skylake/ban-3pn-2vs-view-12-ty-vinmes-skylake-pr43129512,"Vinhomes Skylake, Phạm Hùng, Mỹ Đình 1, Nam Từ Liêm, Hà Nội",12 tỷ,106 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-nghia-tan-phuong-nghia-tan-3/ban-nha-tt-g-1-khu-kinh-doanh-dinh-48-100m2-mat-tien-6-8m-gia-7-5-ty-pr42174990,"Phố Nghĩa Tân, Phường Nghĩa Tân, Cầu Giấy, Hà Nội","7,2 tỷ",48 m²,2 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Cơ bản,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-thuy-khue-phuong-buoi/-lo-goc-dinh-chop-pho-dt-60m-mt6m-ngo-3-gac-20m-ra-mat-5-phut-ra-ho-tay-pr42972015,"Đường Thụy Khuê, Phường Bưởi, Tây Hồ, Hà Nội","11,9 tỷ",60 m²,3 phòng,5 phòng,6 m,20 m,Sổ đỏ/ Sổ hồng,Đầy đủ,5 tầng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-den-lu-phuong-hoang-van-thu-4/ban-gap-nha-tap-the-ngay-so-to-41m-2-ngu-2-wc-full-do-o-ngay-pr43130835,"Đường Đền Lừ, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội","3,25 tỷ",60 m²,2 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-sakura-vinhomes-smart-city/hang-hiem-ban-gap-3pn-2wc-82m2-gia-5-4-ty-tai-lh-pr43044882,"The Sakura - Vinhomes Smart City, Tây Mỗ, Nam Từ Liêm, Hà Nội","3,9 tỷ",55 m²,2 phòng,2 phòng,,,Hợp đồng mua bán,,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoang-van-thai-phuong-khuong-mai/ban-toa-ng-dien-tich-145m2-9-tang-thang-may-chi-45-ty-pr42417294,"Đường Hoàng Văn Thái, Phường Khương Mai, Thanh Xuân, Hà Nội",45 tỷ,145 m²,,,,,Sổ đỏ/sổ hồng.,"Nhà lắp điều hòa riêng biệt từng sàn, khu vệ sinh và công tơ riêng từng tầng.",9 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-pho-viet-hung-phuong-duc-giang-2/-cuc-hiem-hot-sieu-pham-gia-tot-noi-that-chat-lu-san-vuon-be-ca-pr42841373,"Phố Việt Hưng, Phường Đức Giang, Long Biên, Hà Nội","15,3 tỷ",106 m²,4 phòng,4 phòng,"5,1 m",,,Đầy đủ,4 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-le-quang-dao-phuong-duong-noi/ban-gap-canh-tttm-aeon-mall-lo-goc-ngay-kdt-ha-dong-50m2-kinh-doanh-chi-15-ty-pr43130831,"Đường Lê Quang Đạo, Phường Dương Nội, Hà Đông, Hà Nội",15 tỷ,50 m²,4 phòng,3 phòng,,10 m,Sổ đỏ/ Sổ hồng,Đầy đủ,5 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-tam-trinh-phuong-linh-nam/ban-pho-gan-cau-mai-dong-so-no-hau-4-ngu-gia-tot-pr43129202,"Đường Tam Trinh, Phường Lĩnh Nam, Hoàng Mai, Hà Nội","7,6 tỷ",36 m²,4 phòng,,,,Sổ đỏ/ Sổ hồng,,4 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-bang-b-phuong-hoang-liet/an-mai-o-to-do-cong-hang-xom-kdt-tay-nam-linh-dam-32m2-6-85ty-ctl-pr43130825,"Đường Bằng B, Phường Hoàng Liệt, Hoàng Mai, Hà Nội","6,85 tỷ",32 m²,3 phòng,4 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,5 tầng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dong-du-1-thi-tran-trau-quy-prj-the-zenpark/-ban-gap-cao-cap-vinmes-ocean-park-r103-1t03-dien-tich-53m-gia-3-180ty-pr43129158,"Dự án The Zenpark, Đường Đông Dư, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội","3,18 tỷ",53 m²,1 phòng,1 phòng,,,Sổ đỏ/ Sổ hồng,Full nội thất,,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-vinhomes-smart-city/khu-vuc-my-dinh-vinmes-studio-1-2ty-va-1pn-1-43m2-1-8ty-o-hay-dau-tu-deu-lai-pr36574602,"Dự án Vinhomes Smart City , Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","2,72 tỷ",43 m²,1 phòng,1 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ.,,,
https://batdongsan.com.vn/ban-nha-rieng-phuong-phu-dien/ban-ho-tung-mau-tich-35m-ngo-nong-gan-pho-gia-6-75-ty-tl-pr43076883,"Phường Phú Diễn, Bắc Từ Liêm, Hà Nội","6,75 tỷ",35 m²,3 phòng,4 phòng,"3,8 m",,,,5 tầng,,
https://batdongsan.com.vn/ban-dat-xa-tan-lap-24/rat-hiem-ban-tang-nha-58m-chi-4-ty-ngo-thong-oto-do-cua-tien-ich-vo-van-pr43101713,"Xã Tân Lập, Đan Phượng, Hà Nội",4 tỷ,58 m²,,,,3 m,Sổ đỏ/ Sổ hồng,,,Tây - Bắc,
https://batdongsan.com.vn/ban-nha-rieng-phuong-cu-khoi/ban-pho-bat-long-bien-oto-do-cong-5-tang-mt-5-2m-30m-4-8-ty-pr42985325,"Phường Cự Khối, Long Biên, Hà Nội","4,8 tỷ",30 m²,3 phòng,4 phòng,,,Sổ đỏ/ Sổ hồng,,5 tầng,,
https://batdongsan.com.vn/ban-nha-mat-pho-phuong-tran-phu-7/ban-q-hoang-mai-hang-xom-gamuda-view-cong-vien-90m2-x-mt-5-5m-via-he-24-5-ty-pr43129006,"Phường Trần Phú, Hoàng Mai, Hà Nội","24,5 tỷ",90 m²,3 phòng,2 phòng,"5,5 m",,Sổ đỏ/ Sổ hồng,Cơ bản,4 tầng,,
https://batdongsan.com.vn/ban-dat-duong-le-trong-tan-phuong-duong-noi/cuc-re-ban-gap-phan-lo-kdt-ha-dong-50m2-x-5m-gan-aeon-mall-gia-dau-tu-chi-9-9-ty-pr43130814,"Đường Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội","9,9 tỷ",50 m²,,,5 m,10 m,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-co-linh-phuong-long-bien/chinh-chu-ban-40m-6-tang-mt4-5m-thang-may-gan-pho-gia-9-5-ty-pr43088596,"Đường Cổ Linh, Phường Long Biên, Long Biên, Hà Nội","9,5 tỷ",40 m²,3 phòng,5 phòng,"4,5 m",3 m,Sổ đỏ/ Sổ hồng.,Đầy đủ.,6 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-yen-hoa-phuong-yen-hoa-2/-dep-tt-cau-giay-moi-tinh-thang-may-xin-ngo-rong-thong-tu-tung-pr43130812,"Đường Yên Hòa, Phường Yên Hòa, Cầu Giấy, Hà Nội","9,55 tỷ",36 m²,3 phòng,4 phòng,"6,7 m",,,,6 tầng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ngoc-hoi-phuong-hoang-liet-prj-south-tower/ban-cc-mai-hn-55-trieu-m2-83-m2-3-ngu-2wc-full-do-pr43128974,"Dự án South Tower Hoàng Liệt, Đường Ngọc Hồi, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",55 triệu/m²,83 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-huy-tuong-phuong-thanh-xuan-trung-prj-imperia-garden/quy-3pn-2vc-tai-du-an-203-dang-gui-ban-lh-pr39885421,"Imperia Garden, 203, Đường Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội","6,5 tỷ",71 m²,2 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Full nội thất.,,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-dat-duong-luong-khanh-thien-phuong-tan-mai-2/ban-pho-o-to-tranh-kinh-doanh-gan-ho-den-lu-pr43128961,"Đường Lương Khánh Thiện, Phường Tân Mai, Hoàng Mai, Hà Nội",7 tỷ,68 m²,,,,,Hợp đồng mua bán,,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-tay-son-phuong-thinh-quang/ban-gap-28m2-11-ty-tai-dong-da-ha-noi-pr43130776,"Đường Tây Sơn, Phường Thịnh Quang, Đống Đa, Hà Nội",11 tỷ,28 m²,2 phòng,,"2,4 m",,Sổ đỏ/ Sổ hồng,Cơ bản,4 tầng,Đông - Nam,Đông - Nam
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-mai-phuong-linh-nam/gia-sieu-re-ban-gap-dat-tang-c4-oto-tranh-lo-goc-kinh-doanh-phu-hop-moi-loai-hinh-pr43128954,"Đường Hoàng Mai, Phường Lĩnh Nam, Hoàng Mai, Hà Nội","19,8 tỷ",197 m²,1 phòng,1 phòng,"7,1 m",8 m,Sổ đỏ/ Sổ hồng,Cơ bản,1 tầng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-hoang-liet-prj-hh2-linh-dam/nhanh-tay-co-ngay-gia-tot-chi-nhinh-1-9-ty-2-png-ngu-1-nha-ve-sinh-pr43128886,"Dự án HH2 Linh Đàm, Phường Hoàng Liệt, Hoàng Mai, Hà Nội","1,99 tỷ",46 m²,2 phòng,1 phòng,,,Hợp đồng mua bán,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-ao-sen-phuong-mo-lao/ban-pho-kinh-doanh-dinh-gan-dh-kien-truc-bigc-ha-dong-50m2-5-55m-ngay-nguyen-van-loc-pr43130805,"Đường Ao Sen, Phường Mỗ Lao, Hà Đông, Hà Nội",16 tỷ,50 m²,,,"5,55 m",10 m,Sổ đỏ/ Sổ hồng,,4 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-phuong-vinh-hung-2/-dep-full-noi-that-dien-tich-rong-vi-tri-dac-dia-gan-truong-cho-gia-chi-6-6-ty-pr43130804,"Phường Vĩnh Hưng, Hoàng Mai, Hà Nội","6,6 tỷ","41,4 m²",4 phòng,,4 m,,Có sổ đỏ/ sổ hồng,,4 tầng,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-sai-son-prj-sunny-garden-city/ban-quoc-oai-ha-noi-gia-thoa-an-400m2-pr43130727,"Sunny Garden City, Xã Sài Sơn, Quốc Oai, Hà Nội",Thỏa thuận,400 m²,,,,,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-tuan-phuong-nhan-chinh-prj-toa-nha-cowaelmic/-198-chu-gui-ban-goc-3pn-2vc-dt-106m2-ban-cong-dn-6-2ty-pr43130799,"Cowaelmic 198 Nguyễn Tuân, 198, Đường Nguyễn Tuân, Phường Nhân Chính, Thanh Xuân, Hà Nội","6,2 tỷ",106 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vinh-hung-phuong-vinh-hung-2-prj-dong-phat-park-view-tower/chi-voi-3-55-ty-so-huu-ngay-chcc-parkview-76m2-3-ngu-tang-cao-thoang-mat-lh-pr40735681,"Dự án Đồng Phát Park View Tower, Đường Vĩnh Hưng, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội","4,5 tỷ",79 m²,2 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Cơ bản.,,Nam,Bắc
https://batdongsan.com.vn/ban-nha-rieng-phuong-ha-cau/toi-can-ban-5-tang-xay-moi-gan-sieu-thi-metro-dong-o-to-do-cua-vi-tri-tot-trong-tam-gia-pr28763635,"Phường Hà Cầu, Hà Đông, Hà Nội","3,5 tỷ",30 m²,,,"4,15 m",,Sổ đỏ.,Mới đẹp.,4 tầng,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-van-troi-phuong-mo-lao/ban-gap-ha-dong-kinh-doanh-tot-view-dep-ca-chi-co-1-ban-pr36359756,"Số 25, Đường Nguyễn Văn Trỗi, Phường Mỗ Lao, Hà Đông, Hà Nội","11,5 tỷ",50 m²,,,,,Sổ đỏ/ Sổ hồng,,6 tầng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nghiem-xuan-yem-phuong-dai-kim-prj-khu-do-thi-kim-van-kim-lu-golden-silk/ban-cc-3-ty-75m2-view-dep-3pn-2wc-day-du-noi-that-hoang-mai-hn-pr42943405,"Dự án Kim Văn Kim Lũ, Đường Nghiêm Xuân Yêm, Phường Đại Kim, Hoàng Mai, Hà Nội",3 tỷ,75 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-mat-pho-pho-mai-anh-tuan-phuong-thanh-cong/ban-70m2-6tang-thang-may-oto-tr-via-he-vie-ho-hoang-cau-gia-dau-tu-pr43031935,"Phố Mai Anh Tuấn, Phường Thành Công, Ba Đình, Hà Nội",36 tỷ,70 m²,6 phòng,6 phòng,5 m,18 m,Sổ đỏ/ Sổ hồng,Đầy đủ,6 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-de-la-thanh_1-phuong-phuong-lien/mat-ngo-thanh-ngo-thong-o-to-tranh-thong-san-57m-7t-thang-may-cho-thue-25tr-thang-pr43130787,"Đường Đê La Thành, Phường Phương Liên, Đống Đa, Hà Nội","16,5 tỷ",57 m²,,,,5 m,Sổ đỏ,,7 tầng,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-van-khe-phuong-la-khe-prj-khu-do-thi-van-khe/-pho-50m2-kdt-nhieu-tai-loc-da-giup-toi-lam-an-kham-kha-nen-gio-doi-len-thu-pr26381113,"Dự án Văn Khê, Đường Văn Khê, Phường La Khê, Hà Đông, Hà Nội","9,8 tỷ",50 m²,4 phòng,,4 m,10 m,Sổ đỏ chính chủ.,Đẹp.,5 tầng,Đông - Nam,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-trong-tan-phuong-la-khe-prj-khu-do-thi-moi-la-khe/ban-gap-5-g-lk-kinh-doanh-tot-13m-can-ban-gap-thang-pr36359611,"Dự án KĐT La Khê, Đường Lê Trọng Tấn, Phường La Khê, Hà Đông, Hà Nội",8 tỷ,50 m²,6 phòng,3 phòng,,13 m,Sổ đỏ/ Sổ hồng,,5 tầng,,
