Link,Địa chỉ,Mức giá,Diện tích,Số phòng ngủ,"Số phòng tắm, vệ sinh",Số tầng,Hướng nhà,Hướng ban công,Mặt tiền,Đường vào,Pháp lý,Nội thất
https://batdongsan.com.vn/ban-nha-rieng-duong-doi-can-phuong-lieu-giai/tin-chuan-pho-47m2x-6t-thang-may-chu-xay-tam-huyet-tang-noi-that-ngo-thong-gia-10-8-ty-pr42558502,"Đường Đội Cấn, Phường Liễu Giai, Ba Đình, Hà Nội","10,8 tỷ",47 m²,3 phòng,5 phòng,6 tầng,,,"4,3 m",,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-nha-rieng-pho-hao-nam-phuong-cat-linh/tuyet-tac-2-thoang-30m-o-to-do-50m-ra-ngo-to-45m2-5t-nhinh-6-ty-pr39808520,"Phố Hào Nam, Phường Cát Linh, Đống Đa, Hà Nội","7,7 tỷ",56 m²,,,5 tầng,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-phuong-xuan-la/so-hong-rieng-ban-cc-1n-2n-vo-chi-cong-dt-36-55m-gia-1-28ty-pr42813840,"Phường Xuân La, Tây Hồ, Hà Nội","1,68 tỷ",52 m²,2 phòng,1 phòng,,Đông - Bắc,Đông - Nam,,,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-nha-rieng-phuong-duong-noi/ban-dau-gia-ha-dong-via-he-gan-sieu-thi-aeon-mall-dt50x5t-lh-0987765656-pr37908095,"Phường Dương Nội, Hà Đông, Hà Nội",11 tỷ,50 m²,5 phòng,3 phòng,5 tầng,,,,,Sổ đỏ,
https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-thuy-phuong-bo-de/-hiem-gia-tot-con-sot-can-hon-5-ty-no-hau-don-tai-loc-mt-4-2m-pr43081155,"Đường Ngọc Thụy, Phường Bồ Đề, Long Biên, Hà Nội",Thỏa thuận,30 m²,2 phòng,3 phòng,4 tầng,,,"4,2 m",,Sổ đỏ.,Full đồ.
https://batdongsan.com.vn/ban-nha-rieng-duong-yen-lang-phuong-lang-thuong/ha-chao-nua-ty-2-thoang-o-to-thiet-ke-hien-dai-dan-tri-cao-70m2-5t-cuc-re-14-5-ty-pr42981817,"Đường Yên Lãng, Phường Láng Thượng, Đống Đa, Hà Nội","14,5 tỷ",70 m²,5 phòng,,5 tầng,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-tran-quy-kien-phuong-dich-vong/ban-n03-cau-giay-76m-3pn-2wc-full-noi-that-sua-dep-vao-o-ngay-anh-pr43082200,"Phố Trần Quý Kiên, Phường Dịch Vọng, Cầu Giấy, Hà Nội","5,75 tỷ",76 m²,3 phòng,2 phòng,,Tây - Nam,Đông - Bắc,,,,Full nội thất.
https://batdongsan.com.vn/ban-nha-rieng-duong-dang-tien-dong-phuong-trung-liet/shock-toa-chdv-18pkk-10m-o-to-tranh-2-thoang-7t-thang-may-dt-1-5-ty-n-pccc-gpxd-pr42140663,"Đường Đặng Tiến Đông, Phường Trung Liệt, Đống Đa, Hà Nội","16,8 tỷ",95 m²,18 phòng,19 phòng,7 tầng,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-nha-rieng-duong-yen-lang-phuong-thinh-quang/dang-cap-ngo-oto-truoc-thoang-mat-tien-rong-thiet-ke-hien-dai-39m2-4t-pr39814620,"Đường Yên Lãng, Phường Thịnh Quang, Đống Đa, Hà Nội.","14,3 tỷ",72 m²,6 phòng,4 phòng,5 tầng,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ.
https://batdongsan.com.vn/ban-nha-rieng-pho-thai-ha-phuong-trung-liet/ban-chdv-dong-tien-tt-dong-da-9-phong-khep-kin-day-du-noi-that-thiet-bi-pccc-dt-800-trieu-pr42826934,"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội","17,5 tỷ",80 m²,9 phòng,,5 tầng,,,,,Sổ đỏ/ Sổ hồng,Full nội thất.
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-lo-32-thi-tran-tram-troi-prj-khu-do-thi-moi-lideco-bac-quoc-lo-32/chinh-chu-ban-da-hoan-thien-co-san-dong-tien-kinh-doanh-pr41431568,"Khu đô thị mới Lideco - Bắc Quốc lộ 32, Quốc lộ 32, Trạm Trôi, Hoài Đức, Hà Nội",Thỏa thuận,144 m²,5 phòng,5 phòng,5 tầng,,,9 m,12 m,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-nha-rieng-pho-nghia-do-phuong-mai-dich/ban-25-3-ty-56-m2-6-tang-thang-may-phan-lo-kinh-anh-vf9-cua-pr42947191,"Phố Nghĩa Đô, Phường Mai Dịch, Cầu Giấy, Hà Nội","25,3 tỷ",56 m²,,,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-nha-rieng-pho-phao-dai-lang-phuong-lang-thuong/that-100-ngo-157-phan-lo-via-he-2-5m-o-to-tranh-dung-do-6t-thang-may-kinh-doanh-pr42826167,"Phố Pháo Đài Láng, Phường Láng Thượng, Đống Đa, Hà Nội",21 tỷ,71 m²,8 phòng,6 phòng,6 tầng,,,5 m,,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-nha-rieng-duong-phu-dien-phuong-phu-dien/toa-dong-tien-sieu-khung-120m-7-tang-mat-tien-10m-gia-41-ty-pr42715287,"Đường Phú Diễn, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",41 tỷ,120 m²,40 phòng,40 phòng,7 tầng,,,10 m,,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-nha-rieng-duong-dong-quan-phuong-quan-hoa/lo-goc-3-mat-thoang-2-khoi-doc-lap-218m-gia-47-ty-pr42715336,"Đường Đông Quan, Phường Quan Hoa, Cầu Giấy, Hà Nội",47 tỷ,218 m²,10 phòng,8 phòng,9 tầng,,,,,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-trung-van-prj-tay-ha-tower/ban-wer-19-nam-tu-liem-114m2-3pn-full-do-gia-7-3-ty-pr43082273,"Tây Hà Tower, Tố Hữu, Trung Văn, Nam Từ Liêm, Hà Nội","7,3 tỷ",114 m²,3 phòng,2 phòng,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-70-2-phuong-dai-mo-prj-louis-city-dai-mo/ban-gap-lo-goc-sat-vuon-hoa-thang-may-165m-x-5t-40-ty-pr43082271,"Dự án Louis City Đại Mỗ, Đường 70, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",40 tỷ,165 m²,,,5 tầng,,,,15 m,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-nha-rieng-duong-xuan-dinh-phuong-xuan-dinh/ban-dan-61m-lo-goc-ngo-nong-o-to-do-full-noi-that-gia-15-ty-htl1520685-pr42949590,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",15 tỷ,61 m²,6 phòng,4 phòng,6 tầng,,,,,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-nha-rieng-pho-trung-kinh-phuong-yen-hoa-2/vip-ban-phan-lo-76m-5tang-cau-giay-doanh-dinh-co-hoi-dau-tu-hiem-co-pr43078331,"Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội","32,5 tỷ",76 m²,,,5 tầng,,,"4,2 m",,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dong-du-1-thi-tran-trau-quy-prj-the-zenpark/-ban-68-4m2-2pn-gia-goc-full-do-san-so-gia-bao-phi-4-38-ty-pr43082260,"Dự án The Zenpark, Đường Đông Dư, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội","4,38 tỷ","68,4 m²",2 phòng,2 phòng,,Tây - Bắc,,,,Sẵn sổ,Full
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-ly-thuong-kiet-phuong-tran-hung-dao-prj-pacific-place/-ban-ha-noi-gia-tu-58-trieu-m-pr40458593,"Dự án Pacific Place, Phố Lý Thường Kiệt, Phường Trần Hưng Đạo, Hoàn Kiếm, Hà Nội",58 triệu/m²,71 m²,1 phòng,1 phòng,,Đông,Nam,,,Hợp đồng mua bán,Cơ bản
https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-thuy-phuong-ngoc-thuy/ban-6-tang-dt-52m2-mat-tien-4-7m2-ngo-thong-cac-nga-o-to-vao-tan-lh-pr43081009,"604.53.28, Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội","13,8 tỷ",52 m²,,,6 tầng,,,"4,7 m",,,"Nội thất bao gồm điều hòa, tủ lạnh, giường, tủ quần áo..."
https://batdongsan.com.vn/ban-nha-rieng-pho-trung-kinh-phuong-yen-hoa-2/ban-sieu-pham-phan-lo-cau-giay-23-9-ty-78m2-mt-5-9m-ngo-6m-o-to-ngu-trong-nha-pr43077436,"Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội","23,9 tỷ",78 m²,4 phòng,4 phòng,5 tầng,,,"5,9 m",6 m,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-nha-rieng-duong-phu-kieu-phuong-phu-dien/toa-ccmn-12-phong-kk-51m-thang-may-dong-tien-full-do-pccc-gia-12-5-ty-pr42963870,"Đường Phú Kiều, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội","12,5 tỷ",51 m²,12 phòng,12 phòng,7 tầng,,,,"2,6 m",Sổ đỏ/ Sổ hồng,Full nội thất.
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-lo-32-xa-di-trach-prj-hinode-royal-park/chinh-chu-ban-can-o-khu-pho-bo-pr39313653,"Dự án Hinode Royal Park, Đường Quốc lộ 32, Xã Di Trạch, Hoài Đức, Hà Nội",16 tỷ,90 m²,5 phòng,5 phòng,5 tầng,,,5 m,17 m,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-nha-mat-pho-pho-dich-vong-hau-phuong-dich-vong-hau/toa-buillding-8-tang-lo-goc-3-thoang-noi-that-nhap-khau-du-pccc-xpxd-hstk-pr43074853,"Phố Dịch Vọng Hậu, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",150 tỷ,186 m²,8 phòng,,8 tầng,,,15 m,,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-nha-rieng-pho-trung-kinh-phuong-yen-hoa-2/phan-lo-doi-75m2-5-tang-dep-via-he-2-ben-o-doanh-50tr-th-gia-35-ty-pr43073798,"Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội",35 tỷ,75 m²,5 phòng,6 phòng,5 tầng,,,6 m,,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-nha-mat-pho-duong-trinh-cong-son-phuong-quang-an-2/ban-tay-ho-160m2-mt8m-o-to-tranh-view-ho-tay-dong-tien-10-chi-hon-95-ty-pr43073106,"Đường Trịnh Công Sơn, Phường Quảng An, Tây Hồ, Hà Nội","95,5 tỷ",160 m²,,,,,,8 m,,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-hung-phuong-my-dinh-1-prj-khu-do-thi-my-dinh-song-da-sudico/ban-kdt-nam-tu-liem-87m2-2pn-2vs-full-gia-5-35-ty-pr43082238,"Dự án Sudico Mỹ Đình, Đường Phạm Hùng, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội","5,35 tỷ",87 m²,2 phòng,2 phòng,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-nha-rieng-phuong-cu-khoi/-4-tang-moi-kinh-koong-tai-khoi-pr43081581,"Phường Cự Khối, Long Biên, Hà Nội","4,5 tỷ","30,5 m²",3 phòng,4 phòng,4 tầng,,,"3,8 m",4 m,Sổ đỏ/ Sổ hồng.,Nội thất cơ bản.
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-cu-khe/ban-cc-79-96m2-2pn-2wc-tai-thanh-ha-muong-thanh-kien-hung-ha-dong-2-98-ty-thu-ve-pr43081888,"Xã Cự Khê, Thanh Oai, Hà Nội","2,98 tỷ","79,96 m²",2 phòng,2 phòng,,Đông,Tây,,,Hợp đồng mua bán,Đầy đủ
https://batdongsan.com.vn/ban-dat-xa-xuy-xa/86-7m-full-tho-cu-ngay-ho-dieu-hoa-to-vat-va-cach-nha-may-truc-met-kinh-doanh-duoc-ngay-pr42232900,"Xã Xuy Xá, Mỹ Đức, Hà Nội","1,46 tỷ","86,7 m²",,,,,,5 m,4 m,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-ly-thuong-kiet-phuong-hang-bai-prj-t-place/ban-quan-ban-1-va-2-ngu-30-a-ha-noi-pr41522257,"T-Place, 30A, Phố Lý Thường Kiệt, Phường Hàng Bài, Hoàn Kiếm, Hà Nội","10,8 tỷ",52 m²,1 phòng,1 phòng,,Nam,,,,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-dat-xa-hong-son-3/-dien-tich-60m-full-tho-cu-gan-ho-du-lich-vo-cung-thoang-mat-dau-tu-xay-nha-nghi-duong-pr42316891,"Xã Hồng Sơn, Mỹ Đức, Hà Nội",940 triệu,60 m²,,,,,,"4,86 m",4 m,,
https://batdongsan.com.vn/ban-nha-rieng-xa-van-ha-1/luot-cung-co-lai-chu-can-tien-ban-gap-lo-dat-tang-3-tang-o-thiet-binh-dong-anh-pr43075084,"Thiết Bình, Xã Vân Hà, Đông Anh, Hà Nội",72 triệu/m²,120 m²,,,3 tầng,,,10 m,"3,2 m",Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-nha-rieng-phuong-me-tri/ban-moi-thang-may-nam-tu-liem-39m2-5-tang-o-to-mt-5m-gia-8x-ty-pr43082215,"Phường Mễ Trì, Nam Từ Liêm, Hà Nội",Thỏa thuận,39 m²,3 phòng,4 phòng,5 tầng,Đông - Nam,,5 m,,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-dat-phuong-thach-ban-1/-hiem-phan-lo-o-to-tranh-via-he-duong-trai-nhua-ngo-thong-kinh-doanh-33m2-3-7ty-pr43059926,"Phường Thạch Bàn, Long Biên, Hà Nội","3,7 tỷ",33 m²,,,,,,,8 m,Sổ đỏ/ Sổ hồng.,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoang-ngan-phuong-trung-hoa-4/ban-6-tang-thang-may-thong-san-kd-dt-90m2-gia-36-ty-pr43082086,"Đường Hoàng Ngân, Phường Trung Hòa, Cầu Giấy, Hà Nội",36 tỷ,90 m²,10 phòng,10 phòng,6 tầng,,,5 m,15 m,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-cong-chat-phuong-minh-khai_1/ban-khai-bac-tu-liem-32m-nhinh-6ty-ngo-nong-full-noi-that-gia-dep-t-khu-vuc-pr43062373,"Đường Hoàng Công Chất, Phường Minh Khai, Bắc Từ Liêm, Hà Nội",Thỏa thuận,32 m²,,,6 tầng,,,,3 m,Sổ đỏ/ Sổ hồng,Full nội thất.
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-da-ton-prj-the-sapphire-2-vinhomes-ocean-park/co-i-hiem-co-3pn-75m2-full-noi-that-gia-chi-3-95-ty-pr43082207,"Dự án The Sapphire 2 - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội","3,95 tỷ",75 m²,3 phòng,,,Tây - Bắc,Tây - Nam,,,Sổ đỏ,Full
https://batdongsan.com.vn/ban-nha-rieng-phuong-dich-vong/ban-nr-72m2-9-5-ty-6pn-3wc-tai-cau-giay-ha-noi-gia-tot-pr43081974,"Phường Dịch Vọng, Cầu Giấy, Hà Nội","11,9 tỷ",42 m²,6 phòng,3 phòng,6 tầng,Đông,Đông - Nam,6 m,10 m,Sổ đỏ/ Sổ hồng,Cơ bản
https://batdongsan.com.vn/ban-nha-rieng-pho-tran-dai-nghia-phuong-bach-khoa/ban-hbt-phan-lo-o-to-h-gan-cac-truong-hoc-kinh-xay-pr43082095,"Phố Trần Đại Nghĩa, Phường Bách Khoa, Hai Bà Trưng, Hà Nội","15,2 tỷ",55 m²,6 phòng,6 phòng,5 tầng,,,"3,5 m",4 m,Sổ đỏ/ Sổ hồng,Không nội thất
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vu-trong-khanh-phuong-mo-lao-prj-thap-doi-kepler-land/-cao-cap-noi-do-ha-dong-cao-cap-2n-2vs-2-view-ban-cong-pr43081727,"Dự án Tháp đôi Kepler Land, Đường Vũ Trọng Khánh, Phường Mỗ Lao, Hà Đông, Hà Nội","6,33 tỷ","78,5 m²",2 phòng,2 phòng,,Đông,,,,Sổ đỏ/ Sổ hồng,Cơ bản
https://batdongsan.com.vn/ban-dat-nen-du-an-phuong-kien-hung-prj-khu-do-thi-thanh-ha-muong-thanh/chinh-chu-can-tien-ban-gap-a2-7-lk3-gia-re-nhat-truong-pr42809143,"Dự án Thanh Hà Mường Thanh, Phường Kiến Hưng, Hà Đông, Hà Nội",10 tỷ,90 m²,,,,,,5 m,14 m,Hợp đồng mua bán,
https://batdongsan.com.vn/ban-dat-xa-quang-tien-1/ban-lo-goc-mat-rong-104m-full-tai-xuan-bach-soc-son-pr43082021,"Xã Quang Tiến, Huyện Sóc Sơn, Hà Nội","4,2 tỷ",104 m²,,,,Đông - Nam,,"8,4 m",4 m,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-dat-duong-21a-thi-tran-xuan-mai-1/co-hoi-dau-tu-nen-vung-ven-ha-noi-gia-chi-1-8ty-pr43082191,"Đường 21A, Thị trấn Xuân Mai, Chương Mỹ, Hà Nội","1,8 tỷ",82 m²,,,,,,6 m,8 m,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-quoc-viet-phuong-nghia-tan-3/-lo-goc-3-mat-t-o-to-tranh-2-gara-65m2-pr43082186,"Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Cầu Giấy, Hà Nội","22,45 tỷ",65 m²,5 phòng,4 phòng,5 tầng,,,16 m,"6,5 m",Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-nha-mat-pho-duong-tran-vy-phuong-mai-dich/ban-toa-lo-goc-view-ho-ham-thang-may-via-he-kd-tap-nap-gia-50-95-ty-pr43082184,"Đường Trần Vỹ, Phường Mai Dịch, Cầu Giấy, Hà Nội","50,95 tỷ",60 m²,8 phòng,8 phòng,8 tầng,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-dat-xa-tan-dan-11/ban-giap-cho-giap-vanh-dai-4-giap-kcn-sach-pr43081979,"Tân Dân, Sóc Sơn, Hà Nội","2,18 tỷ",88 m²,,,,,,,"4,5 m",Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dong-du-1-thi-tran-trau-quy-prj-the-zenpark/-dep-65m-full-noi-that-nhu-hinh-chi-4-3-ty-thu-net-pr43082177,"Dự án The Zenpark, Đường Đông Dư, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội","4,3 tỷ",65 m²,2 phòng,2 phòng,,Đông - Bắc,,,,,Full
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-phung-hung-1-phuong-phuc-la-prj-khu-do-thi-moi-xa-la/ban-gap-ch-66m2-2pn-noi-that-co-ban-da-co-so-toa-ct6-xala-gia-2-7x-ty-co-tl-pr43081575,"Dự án KĐT Xa La, Phố Phùng Hưng, Phường Phúc La, Hà Đông, Hà Nội","2,79 tỷ",66 m²,2 phòng,2 phòng,,Đông - Bắc,Tây - Nam,,,Sổ đỏ/ Sổ hồng,Cơ bản
https://batdongsan.com.vn/ban-dat-xa-tam-xa/ban-tai-dong-anh-ha-noi-10-2-ty-90m2-chi-voi-uy-tin-pr43081971,"Xã Tàm Xá, Đông Anh, Hà Nội","10,2 tỷ",90 m²,,,,,,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-xuan-phuong-phuong-phuong-canh/ban-s-43m2-gia-5-9-ty-pr43081552,"Đường Xuân Phương, Phường Phương Canh, Nam Từ Liêm, Hà Nội","5,9 tỷ",43 m²,3 phòng,4 phòng,5 tầng,,,4 m,"3,5 m",Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-nha-rieng-pho-xa-dan-phuong-o-cho-dua/ccmn-50m-ra-20pn-full-do-thang-may-pccc-dt-100tr-th-60m2-8tang-pr43077459,"Phố Xã Đàn, Phường Ô Chợ Dừa, Đống Đa, Hà Nội","13,8 tỷ",60 m²,20 phòng,20 phòng,8 tầng,,,8 m,6 m,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-la-khe/ban-gap-ha-dong-vi-tri-dep-noi-that-day-du-dien-tich-160m-gia-7-2-ty-pr43080900,"Phường La Khê, Hà Đông, Hà Nội","7,2 tỷ",160 m²,4 phòng,3 phòng,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ nội thất cao cấp.
https://batdongsan.com.vn/ban-dat-duong-lai-xa-xa-kim-chung-1/ban-dich-vu-46-7mw-mat-tien-rong-3-45m-oto-tranh-khu-dong-dan-gan-vanh-dai-3-5-pr43082167,"Đường Lai Xá, Xã Kim Chung, Hoài Đức, Hà Nội",180 triệu/m²,"46,7 m²",,,,Đông - Bắc,,"3,45 m",10 m,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-co-linh-phuong-long-bien/cap-nhap-tien-do-platinum-dien-tich-tu-47m2-170m2-tang-trung-view-vip-ck-cao-pr43070558,"Đường Cổ Linh, Phường Long Biên, Long Biên, Hà Nội",Thỏa thuận,42 m²,,,,,,,,Hợp đồng mua bán,Cơ bản
https://batdongsan.com.vn/ban-dat-duong-ngoc-lam-phuong-ngoc-lam-2/ban-7-6-ty-42-m2-mat-tien-3-4m-phap-ly-day-du-pr42883741,"Đường Ngọc Lâm, Phường Ngọc Lâm, Long Biên, Hà Nội","7,6 tỷ",42 m²,,,,,,"3,4 m",,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-dat-duong-21a-xa-nam-phuong-tien/ban-nen-82m2-8m-chuong-my-gia-1-9ty-pr43082160,"Đường 21A, Xã Nam Phương Tiến, Chương Mỹ, Hà Nội","1,9 tỷ",83 m²,,,,,,6 m,8 m,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-dat-xa-xuan-non/ban-65-2m2-tai-thon-dinh-trung-dong-anh-ha-noi-gia-thoa-thuan-pr43082157,"Xã Xuân Nộn, Đông Anh, Hà Nội",Thỏa thuận,"65,2 m²",,,,Nam,,"4,1 m",4 m,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-dat-duong-nhan-xa-xuan-non/ban-tai-dong-anh-ha-noi-gia-thoa-thuan-50-5m2-uy-tin-hot-pr43082096,"Đường Nhạn, Xã Xuân Nộn, Đông Anh, Hà Nội",Thỏa thuận,"50,5 m²",,,,,,,4 m,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-da-ton-prj-the-sapphire-2-vinhomes-ocean-park/-2pn1vs-view-san-truong-brighton-full-noi-that-san-so-pr43082158,"Dự án The Sapphire 2 - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội","2,99 tỷ",55 m²,2 phòng,1 phòng,,Tây - Bắc,,,,,Full.
https://batdongsan.com.vn/ban-nha-mat-pho-duong-xa-la-phuong-phuc-la/ha-chao-5-ty-can-thanh-khoan-gap-la-pr43079223,"Đường Xa La, Phường Phúc La, Hà Đông, Hà Nội",43 tỷ,150 m²,6 phòng,6 phòng,4 tầng,,,8 m,40 m,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-tu-phuong-dai-kim-prj-lidaco-vinaconex-7/ban-chcc-19-toa-7-view-linh-dam-dt-83m2-cuc-tang-pr41285475,"Lidaco-Vinaconex 7, số 19, Đường Đại Từ, Phường Đại Kim, Hoàng Mai, Hà Nội","6,88 tỷ",130 m²,4 phòng,2 phòng,,,,,,Sổ đỏ/ Sổ hồng.,Full nội thất.
https://batdongsan.com.vn/ban-dat-phuong-dich-vong/can-ban-manh-trung-tam-cau-giay-dt-90m2-mt-5-5m-tiem-nang-sinh-loi-cao-mr-an-pr42979575,"Phường Dịch Vọng, Cầu Giấy, Hà Nội",36 tỷ,90 m²,,,,,,"5,5 m",7 m,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-dat-xa-bach-ha-1/sieu-pham-gan-cho-bai-duong-rong-4m-dan-giau-tiem-nang-tang-gia-cao-pr43080374,"Xã Bạch Hạ, Phú Xuyên, Hà Nội","1,48 tỷ",84 m²,,,,,,7 m,4 m,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-den-lu-phuong-hoang-van-thu-4-prj-khu-do-thi-den-lu-ii/chinh-chu-ban-chcc-66m2-2pn-2vs-vuc-2-mai-ha-noi-pr43081486,"Đền Lừ II, Đường Đền Lừ, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội","4,2 tỷ",68 m²,2 phòng,2 phòng,,,Nam,,,Sổ đỏ/ Sổ hồng,Cơ bản
https://batdongsan.com.vn/ban-nha-rieng-duong-doi-can-phuong-doi-can/ban-moi-tinh-ngo-to-pho-buoi-pr43082043,"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội","9,9 tỷ",35 m²,4 phòng,5 phòng,6 tầng,Nam,Nam,"3,3 m",2 m,Sổ đỏ/ Sổ hồng,Cơ bản
https://batdongsan.com.vn/ban-dat-xa-co-bi-1/ban-30m2-lo-goc-duong-2-2m-phan-khuc-hiem-dien-tich-nho-n-sot-lai-pr43082145,"Thôn Hội, Xã Cổ Bi, Gia Lâm, Hà Nội","2,5 tỷ",30 m²,,,,,,"4,4 m","2,2 m",Có sổ.,
https://batdongsan.com.vn/ban-dat-duong-tien-kha-xa-tien-duong/sieu-pham-hai-mat-ngo-o-to-vao-dt-70m-gia-4-35-ty-pr43077737,"Đường Tiên Kha, Xã Tiên Dương, Đông Anh, Hà Nội","4,35 tỷ",69 m²,,,,,,"4,3 m",,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-quang-dao-phuong-me-tri-prj-the-matrix-one/-gd2-mo-ban-cao-cap-view-cong-vien-gia-tu-90trieu-m2-pr43077287,"The Matrix One, Lê Quang Đạo, Mễ Trì, Nam Từ Liêm, Hà Nội",Thỏa thuận,86 m²,2 phòng,2 phòng,,Tây - Nam,Đông - Bắc,,,,Đầy đủ
https://batdongsan.com.vn/ban-dat-duong-phu-man-1-xa-phu-man/ban-124m-full-tho-cu-tai-quoc-oai-hn-pr43082033,"Đường Phú Mãn, Xã Phú Mãn, Quốc Oai, Hà Nội","3,9 tỷ",124 m²,,,,,,26 m,6 m,Sổ đỏ/ Sổ hồng,
