Link,Địa chỉ,Mức giá,Diện tích,Số phòng ngủ,"Số phòng tắm, vệ sinh",Số tầng,Pháp lý,Nội thất,Mặt tiền,Đường vào,Hướng nhà,Hướng ban công
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-xuan-tao-prj-n01-t5-ngoai-giao-doan/ban-goc-3pn2wc-101-5m2-em-duc-pr42934671,"N01-T5 Ngoại Giao Đoàn, Xuân Tảo, Bắc Từ Liêm, Hà Nội",95 triệu/m²,"101,5 m²",3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-ngo-quyen-phuong-la-khe/ban-gap-6-tang-50m2-van-p-ha-dong-8pn-oto-vao-tan-cua-full-noi-that-gia-15-75-ty-pr43077467,"KĐT La Khê, Phường La Khê, Hà Đông, Hà Nội","15,75 tỷ",50 m²,8 phòng,4 phòng,6 tầng,Sổ đỏ sẵn sàng giao dịch.,Đầy đủ.,4 m,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-le-quang-dao-phuong-phu-do/ban-ccmn-ngo-rong-thoang-101m-8t-tong-26p-khep-kin-doanh-thu-120tr-thg-pr42340356,"Đường Lê Quang Đạo, Phường Phú Đô, Nam Từ Liêm, Hà Nội","23,4 tỷ",101 m²,26 phòng,,8 tầng,Sổ đỏ,,"5,5 m",,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-tran-dang-ninh-phuong-quang-trung-17/ban-gap-ha-dong-phan-lo-via-he-kinh-doanh-dep-full-do-45m2-nhinh-14ty-pr42980707,"Đường Trần Đăng Ninh, Phường Quang Trung, Hà Đông, Hà Nội",Thỏa thuận,45 m²,4 phòng,4 phòng,5 tầng,Sổ đỏ,Full đầy đủ nội thất cao cấp,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-phu-my-phuong-my-dinh-1-prj-to-hop-nha-cao-tang-phu-my/can-ccmn-ngo-rong-gan-pho-103m-7t-mt-6m-20p-thiet-ke-2n-1k-cho-thue-7-2-nam-pr42529802,"Phú Mỹ, Đường Phú Mỹ, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",25 tỷ,103 m²,,,7 tầng,Sổ đỏ/ Sổ hồng,,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-yen-hoa-2-prj-khu-do-thi-trung-yen/bac-hue-nho-ban-mat-pho-vip-dep-nhat-cau-giay-245m2-mt-13m-vi-tri-dep-view-thoang-pr43126699,"KĐT Trung Yên, Phường Yên Hòa, Cầu Giấy, Hà Nội",129 tỷ,245 m²,,,4 tầng,,,13 m,,,
https://batdongsan.com.vn/ban-nha-rieng-pho-thai-ha-phuong-trung-liet/-oto-dau-cua-dt-45m2-14-gia-sieu-hiem-pr43126622,"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",14 tỷ,45 m²,,,,,,,,,
https://batdongsan.com.vn/ban-nha-mat-pho-pho-thai-ha-phuong-trung-liet/ban-toa-khu-vuc-lo-goc-8-tang-m-265m2-tien-8m-pr42974360,"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",145 tỷ,265 m²,,,8 tầng,Sổ đỏ/ Sổ hồng,,8 m,,,
https://batdongsan.com.vn/ban-nha-mat-pho-pho-nghia-do-phuong-nghia-do-1/ban-hoang-quoc-viet-cau-giay-80m2-tien-6-5m-xay-duoc-len-9-tang-pr42972885,"Phố Nghĩa Đô, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",37 tỷ,80 m²,,,3 tầng,Sổ đỏ/ Sổ hồng,Cơ bản,"6,5 m",,,
https://batdongsan.com.vn/ban-nha-rieng-duong-vinh-hung-phuong-vinh-hung-2/ban-pho-hoang-mai-o-to-do-cua-xay-kien-co-5-tang-2-mat-thoang-35m2-gia-6-18-ty-pr43126690,"Đường Vĩnh Hưng, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội","6,18 tỷ",35 m²,,,5 tầng,Sổ đỏ/ Sổ hồng,Cơ bản,,,,
https://batdongsan.com.vn/ban-nha-mat-pho-pho-ha-dinh-phuong-ha-dinh/sieu-de-tnh-xuan-kinh-doanh-o-to-tranh-71m-5-tang-gia-14-5-ty-pr43084172,"Phố Hạ Đình, Phường Hạ Đình, Thanh Xuân, Hà Nội","14,5 tỷ",71 m²,,,5 tầng,Sổ đỏ/ Sổ hồng,,"3,5 m",,,
https://batdongsan.com.vn/ban-nha-rieng-pho-nguyen-dong-chi-phuong-cau-dien/ban-42-3m-5t-o-to-vao-gan-cho-kd-tot-cach-2-ra-13-8-ty-pr43126679,"Phố Nguyễn Đổng Chi, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội","13,98 tỷ","42,3 m²",4 phòng,4 phòng,5 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,
https://batdongsan.com.vn/ban-dat-duong-phuc-loi-phuong-phuc-loi/47m2-4-1-ty-ngon-bo-re-trung-tam-sat-ho-dieu-hoa-thong-so-vang-pr43020705,"Đường Phúc Lợi, Phường Phúc Lợi, Long Biên, Hà Nội","4,1 tỷ",47 m²,,,,Sổ đỏ/ Sổ hồng.,,"3,8 m","2,5 m",,
https://batdongsan.com.vn/ban-nha-mat-pho-pho-thai-ha-phuong-trung-liet/ban-toa-sieu-hiem-dep-140m-8-tang-co-m-full-giay-phep-pr43126674,"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",133 tỷ,140 m²,8 phòng,8 phòng,8 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,7 m,40 m,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-minh-khai-phuong-minh-khai-prj-hinode-city/chinh-chu-ban-gap-2pn-full-noi-that-dep-gia-7-2-ty-re-nhat-tt-lh-pr43109615,"Hinode City, Minh Khai, Minh Khai, Hai Bà Trưng, Hà Nội","7,2 tỷ",82 m²,2 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-to-ngoc-van-phuong-quang-an-2/b-khu-tay-ho-lo-goc-2-tien-11-3m-xay-toa-10-tg-gia-91-ty-pr42904078,"Đường Tô Ngọc Vân, Phường Quảng An, Tây Hồ, Hà Nội",91 tỷ,126 m²,4 phòng,4 phòng,4 tầng,Sổ đỏ/ Sổ hồng,Không nội thất,"11,3 m",15 m,,
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-quoc-viet-phuong-nghia-tan-3/hiem-hon-20-ty-phan-lo-mat-ngo-kinh-doanh-lo-goc-view-ho-55m2-5-tang-thang-may-gara-o-to-mt-5-5-pr42939834,"Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",21 tỷ,55 m²,5 phòng,5 phòng,5 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,"5,5 m",5 m,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-doan-khue-1-phuong-viet-hung-2/-dang-cap-can-duy-nhat-con-sot-lai-gia-chi-38-5-ty-dang-cap-gioi-ong-luu-pr43126657,"Đường Đoàn Khuê, Phường Việt Hưng, Long Biên, Hà Nội","38,5 tỷ",150 m²,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,8 m,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-xien-phuong-ha-dinh/ban-mat-pho-thanh-xuan-lo-goc-via-he-rong-oto-tranh-kinh-doanh-dt60m2-14-x-ty-pr43094357,"Đường Nguyễn Xiển, Phường Hạ Đình, Thanh Xuân, Hà Nội","14,4 tỷ",60 m²,,,3 tầng,,,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-lac-long-quan-phuong-xuan-la/gap-sau-uy-tay-ho-98m2-4-tang-mt-8m-gara-o-to-tranh-an-ninh-tot-pr42922052,"Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội","42,99 tỷ",98 m²,5 phòng,5 phòng,4 tầng,Sổ đỏ/ Sổ hồng,Không nội thất,8 m,8 m,,
https://batdongsan.com.vn/ban-nha-rieng-pho-vu-huu-phuong-thanh-xuan-bac/ban-phan-lo-oto-tranh-kinh-doanh-58m-5tang-dep-o-ngay-19-xty-pr41678254,"Vũ Hữu, Thanh Xuân Bắc, Thanh Xuân, Hà Nội","18,3 tỷ",58 m²,,,5 tầng,,,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-xien-phuong-ha-dinh/ban-thanh-xuan-gan-pho-phan-lo-oto-tranh-kinh-doanh-vp-dt53m2-nhinh-18-ty-pr43117484,"Đường Nguyễn Xiển, Phường Hạ Đình, Thanh Xuân, Hà Nội","18,4 tỷ",53 m²,,,3 tầng,,,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-pho-vu-mien-phuong-quang-an-2/cuc-re-tay-ho-168m2-4-tg-mt-11-3-o-to-vao-vuong-khi-ho-tay-gia-50-ty-pr42942471,"Phố Vũ Miên, Phường Quảng An, Tây Hồ, Hà Nội","49,8 tỷ",168 m²,5 phòng,5 phòng,4 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,"11,3 m","4,6 m",,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-khuat-duy-tien-phuong-thanh-xuan-trung/ban-via-he-kinh-doanh-sam-uat-dt-108m2-mt-4-5m-gia-44-x-ty-pr41926151,"Đường Khuất Duy Tiến, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội","44,8 tỷ",110 m²,,,,,,"4,5 m",,,
https://batdongsan.com.vn/ban-nha-rieng-pho-vu-huu-phuong-thanh-xuan-bac/ban-phan-lo-oto-kinh-doanh-lo-goc-3-thoang-68m-mat-tien-5m-gia-18-x-ty-pr41672566,"Phố Vũ Hữu, Phường Thanh Xuân Bắc, Thanh Xuân, Hà Nội","16,9 tỷ",70 m²,,,3 tầng,"Pháp lý đầy đủ rõ ràng, sẵn sàng giao dịch.",,5 m,,,
https://batdongsan.com.vn/ban-dat-xa-tien-xuan/hon-20tr-m2-so-huu-ngay-lo-nen-hoa-hau-nam-doi-dien-ga-metro-so-5-gan-cong-chinh-dhqg-hn-pr42466646,"Xã Tiến Xuân, Thạch Thất, Hà Nội","2,7 tỷ",75 m²,,,,Sổ đỏ/ Sổ hồng,,,7 m,Đông,
https://batdongsan.com.vn/ban-dat-phuong-thuong-cat/lo-o-to-do-cua-cach-pho-50m-dien-tich-54m2-gia-4-25-ty-pr43087991,"Phường Thượng Cát, Bắc Từ Liêm, Hà Nội","4,25 tỷ",54 m²,,,,Sổ đỏ/ Sổ hồng,,"3,6 m","2,5 m",,
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-huyen-phuong-nghia-do-1/ban-sieu-dep-phan-lo-oto-dt-48m2x7t-thang-may-lh-gap-pr42581885,"Đường Nguyễn Văn Huyên, Phường Nghĩa Đô, Cầu Giấy, Hà Nội","19,5 tỷ",50 m²,6 phòng,6 phòng,6 tầng,Sổ đỏ/ Sổ hồng,Cơ bản,,,,
https://batdongsan.com.vn/ban-nha-rieng-phuong-trung-hoa-4/ban-toa-10-tang-thang-may-thong-san-tran-duy-hung-1-ra-pho-lon-dt-79m2x10-tang-pr43001177,"Phường Trung Hòa, Cầu Giấy, Hà Nội","27,5 tỷ",79 m²,10 phòng,10 phòng,10 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,7 m,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-den-lu-phuong-hoang-van-thu-4/ban-tan-mai-tam-trinh-kinh-doanh-o-to-tranh-via-he-pr42981231,"Đường Đền Lừ, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội","41,5 tỷ",90 m²,,,,Sổ đỏ/ Sổ hồng,,"6,5 m",15 m,,
https://batdongsan.com.vn/ban-nha-rieng-duong-doi-can-phuong-cong-vi/-rat-dep-chi-10-8-ty-pho-46m2x-6-tang-thang-may-xay-moi-gpxd-nam-2023-gan-o-to-pr43126635,"Đường Đội Cấn, Phường Cống Vị, Ba Đình, Hà Nội","10,8 tỷ","46,3 m²",3 phòng,5 phòng,6 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,
https://batdongsan.com.vn/ban-dat-duong-21b-phuong-phu-luong-3/ban-tai-man-boi-goc-gang-ba-la-ha-dong-ha-noi-10-8-ty-50m2-pr43126634,"Đường 21B, mãn Bồi gốc găng Hà Đông, Hà Nội","10,8 tỷ",50 m²,,,,Sổ đỏ/ Sổ hồng,,5 m,10 m,Đông - Nam,
https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-truc-phuong-dai-mo/ban-dan-xay-o-to-cach-20m-2-thoang-o-cho-thang-may-45m-x-4t-hon-7-ty-pr43030805,"Đường Ngọc Trục, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội","7,5 tỷ",45 m²,5 phòng,5 phòng,4 tầng,Sổ đỏ/ Sổ hồng,Full nội thất.,4 m,3 m,,
https://batdongsan.com.vn/ban-nha-rieng-pho-lac-trung-phuong-quynh-mai/ban-hai-ba-kim-nguu-thanh-n-vo-thi-sau-kinh-doanh-o-to-80m-thang-may-19t-pr42987627,"Phố Lạc Trung, Phường Quỳnh Mai, Hai Bà Trưng, Hà Nội",19 tỷ,80 m²,,,6 tầng,Sổ đỏ/ Sổ hồng,Full đồ,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-quoc-viet-phuong-nghia-do-1/sieu-pham-cau-giay-56m2-6-tang-thang-may-o-to-kinh-doanh-qh-on-dinh-25-5-ty-tl-pr43126628,"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội","24,9 tỷ",56 m²,,,,Sổ đỏ/ Sổ hồng,,"4,5 m",6 m,,
https://batdongsan.com.vn/ban-nha-rieng-phuong-dai-mo/ban-lo-goc-o-to-do-cua-thang-may-xin-full-nt-41m-x-6t-7-99-ty-pr43030582,"Phường Đại Mỗ, Nam Từ Liêm, Hà Nội","7,99 tỷ",41 m²,4 phòng,,6 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,4 m,3 m,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-quan-thanh-1-phuong-quan-thanh/-dt120m2-lo-goc-kinh-doanh-via-he-da-bong-gia-78-ty-pr42860095,"Đường Quán Thánh, Phường Quán Thánh, Ba Đình, Hà Nội",78 tỷ,120 m²,,,,,,,,,
https://batdongsan.com.vn/ban-dat-duong-14-1-xa-minh-phu-1/mo-ban-7-lo-sieu-pham-gia-f0-mat-container-do-cua-tai-thinh-soc-son-pr42938992,"Đường 14, Xã Minh Phú, Sóc Sơn, Hà Nội","2,2 tỷ",101 m²,,,,Sổ đỏ/ Sổ hồng,,5 m,6 m,Nam,
https://batdongsan.com.vn/ban-dat-duong-35-xa-hien-ninh-1/da-hoan-t-mat-bang-moc-gioi-mo-ban-f0-lan-chua-dt-100m-full-tho-cu-mat-t-pr41541287,"Đường 35, Xã Hiền Ninh, Sóc Sơn, Hà Nội","2,35 tỷ",100 m²,,,,Sổ đỏ/ Sổ hồng,,"5,6 m",5 m,Nam,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-dai-mo-phuong-dai-mo-prj-khu-do-thi-dai-mo-ha-noi/ban-phan-lo-via-he-oto-tranh-view-vuon-hoa-full-nt-91m-x-4t-18-8-ty-pr43025145,"Đại Mỗ, Đường Đại Mỗ, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội","18,8 tỷ",91 m²,6 phòng,,4 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,6 m,15 m,,
https://batdongsan.com.vn/ban-nha-rieng-duong-phuc-la-van-phu-phuong-phu-la/sieu-pham-nho-xinh-vua-tien-vua-mieng-huong-tron-tien-ich-dinh-cao-cua-do-thi-ha-dong-pr43126620,"Đường Phúc La - Văn Phú, Phường Phú La, Hà Đông, Hà Nội","10,5 tỷ",38 m²,4 phòng,,6 tầng,Sổ đỏ/ Sổ hồng,,,,,
https://batdongsan.com.vn/ban-dat-duong-418-xa-tan-minh-4/e-ban-80m2-full-tho-cu-4m-ngo-coc-gia-nhinh-1ty-la-len-cach-trung-tam-thi-pr42975862,"Đường 418, Xã Tân Minh, Sóc Sơn, Hà Nội","1,4 tỷ",80 m²,,,,Sổ đỏ/ Sổ hồng,,"5,78 m",4 m,Tây - Nam,
https://batdongsan.com.vn/ban-dat-xa-minh-phu-1/-thinh-soc-son-ha-noi-em-co-17-lo-va-bat-dau-nhan-coc-nhung-lo-dau-pr42975897,"Xã Minh Phú, Sóc Sơn, Hà Nội","2,25 tỷ",133 m²,,,,Sổ đỏ/ Sổ hồng,,10 m,5 m,Đông - Nam,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-linh-nam-phuong-mai-dong-1-prj-new-horizon-city-87-linh-nam/ban-tai-rizon-87-5-35-ty-80m2-full-noi-that-do-dien-tu-pr43126615,"New Horizon City - 87 Lĩnh Nam, Đường Lĩnh Nam, Phường Mai Động, Hoàng Mai, Hà Nội","5,35 tỷ",80 m²,2 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,Đông - Nam
https://batdongsan.com.vn/ban-dat-xa-minh-tri/mo-ban-10-lo-tho-cu-100-moi-tinh-gia-f0-tai-thanh-phu-soc-son-hn-dien-pr42975842,"Xã Minh Trí, Sóc Sơn, Hà Nội","2,3 tỷ",100 m²,,,,Sổ đỏ/ Sổ hồng,,"5,83 m",5 m,Tây - Nam,
https://batdongsan.com.vn/ban-dat-duong-3-8-xa-trung-gia/hang-f0-moi-toanh-cach-tam-thi-tran-ny-truong-hoc-benh-vien-sieu-thi-quoc-pr42939094,"Đường 3, Xã Trung Giã, Sóc Sơn, Hà Nội","1,37 tỷ",81 m²,,,,Sổ đỏ/ Sổ hồng,,"5,75 m",5 m,Tây - Bắc,
https://batdongsan.com.vn/ban-dat-xa-hong-ky-1/sieu-pham-full-tan-yen-sat-ngay-nha-van-hoa-thoin-view-canh-dong-cuc-thoang-dc-th-pr42939035,"Xã Hồng Kỳ, Sóc Sơn, Hà Nội","2,2 tỷ",118 m²,,,,Sổ đỏ/ Sổ hồng,,"7,12 m",8 m,Đông - Bắc,
https://batdongsan.com.vn/ban-dat-duong-3-8-xa-tan-minh-4/sieu-pham-11-lo-f0-cach-truc-chinh-30m-tai-son-doai-soc-son-ha-noi-so-luong-con-la-pr42938961,"Đường 3, Xã Tân Minh, Sóc Sơn, Hà Nội","1,8 tỷ",80 m²,,,,Sổ đỏ/ Sổ hồng,,7 m,5 m,Nam,
https://batdongsan.com.vn/ban-nha-rieng-duong-truong-dinh-phuong-truong-dinh/ban-dat-tang-3-tang-cu-pho-cach-mat-pho-chi-30m-dien-tich-rong-181m2-chi-20-5-ty-pr43126605,"Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội","20,5 tỷ",181 m²,,,3 tầng,Sổ đỏ/ Sổ hồng,,4 m,4 m,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-quang-dao-phuong-me-tri/-cao-cap-the-matrix-one-gia-chi-tu-130tr-m-ck-15-khi-thanh-toan-som-pr43064280,"Đường Lê Quang Đạo, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",130 triệu,86 m²,,,,Sổ đỏ/ Sổ hồng,,,,,
https://batdongsan.com.vn/ban-nha-rieng-pho-chua-boc-phuong-quang-trung/gap-toa-chdv-87m2x8t-tm-mat-tien-6m-20pkk-pccc-30m-ra-oto-dt-100tr-th-chi-17ty-pr43126600,"Phố Chùa Bộc, Phường Quang Trung, Đống Đa, Hà Nội",17 tỷ,87 m²,20 phòng,20 phòng,8 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,6 m,,,
https://batdongsan.com.vn/ban-nha-rieng-phuong-phuong-canh/o-to-vao-ban-sieu-pham-nam-tu-liem-40m2-5-tang-8-5-ty-pr43076658,"Phường Phương Canh, Nam Từ Liêm, Hà Nội","8,5 tỷ",40 m²,4 phòng,4 phòng,5 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-vuong-thua-vu-phuong-khuong-mai/chinh-chu-ban-toa-quan-thanh-xuan-xay-moi-thang-may-gia-tot-pr42774517,"Đường Vương Thừa Vũ, Phường Khương Mai, Thanh Xuân, Hà Nội",Thỏa thuận,190 m²,,,,,,,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-van-cao-phuong-lieu-giai/-lo-goc-xay-toa-buiding-cuc-dinh-dien-tich-120m2-gia-chi-79-ty-pr43126525,"Đường Văn Cao, Phường Liễu Giai, Ba Đình, Hà Nội",79 tỷ,120 m²,,,,Sổ đỏ/ Sổ hồng,,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-my-dinh-phuong-my-dinh-1/ban-gap-sieu-pham-nam-tu-liem-40m2-4-tang-7ty-pr42940610,"đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",7 tỷ,40 m²,4 phòng,,4 tầng,Sổ đỏ/ Sổ hồng,,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-luu-huu-phuoc-phuong-my-dinh-2/ban-nhanh-lo-goc-o-cho-thang-may-kinh-doanh-cuc-co-1-0-2-pr43126514,"Đường Lưu Hữu Phước, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",60 tỷ,130 m²,,,,Sổ đỏ/ Sổ hồng,,18 m,,,
https://batdongsan.com.vn/ban-nha-rieng-pho-kham-thien-phuong-kham-thien/sieu-pham-dong-da-dep-nhu-khach-san-nhieu-sao-chu-tang-full-noi-that-xin-xo-pr42550937,"Phố Khâm Thiên, Phường Khâm Thiên, Đống Đa, Hà Nội","6,85 tỷ",50 m²,4 phòng,,4 tầng,Sổ đỏ/ Sổ hồng,,"3,8 m",2 m,,
https://batdongsan.com.vn/ban-nha-rieng-duong-23b-xa-tien-duong/ban-dat-tang-cap-4-41m-dong-anh-gan-truong-quoc-te-chi-3-ty-siu-nhi-pr42953686,"Đường 23B, Xã Tiên Dương, Đông Anh, Hà Nội","3,2 tỷ",41 m²,,,1 tầng,Sổ đỏ/ Sổ hồng,,,2 m,Tây,
https://batdongsan.com.vn/ban-dat-duong-70-2-phuong-xuan-dinh/chinh-chu-ban-gap-lo-gia-dau-tu-234m-so-do-gia-nhinh-35ty-o-to-phi-tai-dinh-pr42787121,"Đường 70, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",35 tỷ,234 m²,,,,Sổ đỏ/ Sổ hồng,,5 m,3 m,,
https://batdongsan.com.vn/ban-nha-rieng-phuong-me-tri/ban-gap-sieu-pham-nam-tu-liem-40m2-5-tang-o-to-do-cua-8-ty-pr42939357,"Phường Mễ Trì, Nam Từ Liêm, Hà Nội",8 tỷ,40 m²,4 phòng,,5 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,,4 m,,
https://batdongsan.com.vn/ban-nha-rieng-pho-hong-mai-phuong-bach-mai/ban-tu-tam-hongmai-58m-thang-may-ban-cong-dep-t-10-x-ty-tl-pr43126571,"Phố Hồng Mai, Phường Bạch Mai, Hai Bà Trưng, Hà Nội","10,6 tỷ",58 m²,4 phòng,4 phòng,5 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,4 m,3 m,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-thi-thap-phuong-trung-hoa-4/ban-cuc-hiem-cuc-hot-ca-nam-khong-co-ban-kd-dinh-pr43126497,"Đường Nguyễn Thị Thập, Phường Trung Hòa, Cầu Giấy, Hà Nội",125 tỷ,211 m²,,,,Sổ đỏ/ Sổ hồng,,15 m,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-kim-dong-phuong-giap-bat/-pho-110m2-x-5t-mt-5m-3-4-o-to-tranh-van-phong-kd-sam-uat-21-5-ty-pr43072266,"Ngõ 24, Đường Kim Đồng, Phường Giáp Bát, Hoàng Mai, Hà Nội","21,5 tỷ",110 m²,,,5 tầng,Sổ đỏ.,,5 m,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-van-cao-phuong-lieu-giai/toa-dien-tich-100m2-x-10-tang-thang-may-dong-tien-khung-gia-chi-94-5-ty-pr43126491,"Đường Văn Cao, Phường Liễu Giai, Ba Đình, Hà Nội",95 tỷ,101 m²,,,,Sổ đỏ/ Sổ hồng,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-duc-tho-phuong-my-dinh-2-prj-flc-landmark-tower/5-450-ty-chinh-chu-ban-ch-dt-159m2-4pn-3wc-full-nt-dep-sdcc-o966769078-pr41908262,"Dự án FLC Landmark Tower, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",6 tỷ,159 m²,3 phòng,3 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ.,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-cu-chinh-lan-phuong-khuong-trung/ban-34m2-ngo-thong-gan-o-to-xay-c-chac-chan-chi-6-48-ty-pr42866255,"Đường Cù Chính Lan, Phường Khương Trung, Thanh Xuân, Hà Nội","6,48 tỷ",34 m²,,,5 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-pho-quan-nhan-phuong-nhan-chinh/-via-he-o-to-tranh-do-o-kinh-doanh-dinh-80m2-chi-23-ty-pr42870357,"Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội",23 tỷ,80 m²,6 phòng,5 phòng,5 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,7 m,10 m,,
https://batdongsan.com.vn/ban-nha-rieng-duong-luong-khanh-thien-phuong-tuong-mai/thu-7-cuoi-tuan-luongkhanhthien-40m-phanlo-gan-oto-7-x-ty-tl-pr43126561,"Đường Lương Khánh Thiện, Phường Tương Mai, Hoàng Mai, Hà Nội","7,85 tỷ",40 m²,4 phòng,4 phòng,5 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,4 m,3 m,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-tran-binh-phuong-my-dinh-2-prj-an-binh-plaza/-84m-3n2vs-4-9-ty-cc-99-full-noi-that-dep-tg-dep-o966769078-pr42984068,"An Bình Plaza, Trần Bình, Mỹ Đình 2, Nam Từ Liêm, Hà Nội","4,9 tỷ",84 m²,3 phòng,2 phòng,,,,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-be-van-dan-phuong-quang-trung-17/-5-tang-pho-o-to-do-cua-tam-ha-dong-pr43126484,"Đường Bế Văn Đàn, Phường Quang Trung, Hà Đông, Hà Nội","8,6 tỷ",35 m²,4 phòng,4 phòng,5 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,"4,5 m",6 m,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-xuan-la-prj-kdt-tay-ho-tay-starlake-ha-noi/-2n2vs-96m-14-ty-full-that-thiet-ke-tre-trung-so-chinh-chu-pr42378894,"Dự án KĐT Tây Hồ Tây - Starlake Hà Nội, Phường Xuân La, Tây Hồ, Hà Nội",12 tỷ,96 m²,3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ nội thất thiết kế đẹp - sang - xịn.,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-khuong-trung-phuong-khuong-trung/ban-31m-gan-o-to-ngo-dep-moi-gia-chi-5-75-ty-pr42725840,"Đường Khương Trung, Phường Khương Trung, Thanh Xuân, Hà Nội","5,75 tỷ",31 m²,,,5 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,
