Link,Địa chỉ,Mức giá,Diện tích,Số phòng ngủ,"Số phòng tắm, vệ sinh",Hướng nhà,Hướng ban công,Pháp lý,Nội thất,Số tầng,Mặt tiền,Đường vào
https://batdongsan.com.vn/ban-nha-mat-pho-duong-me-tri-thuong-phuong-me-tri/ban-7-tang-thang-may-oto-tranh-kinh-doanh-sam-uat-31-ty-pr43106109,"Đường Mễ Trì Thượng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",31 tỷ,69 m²,4 phòng,7 phòng,,,Sổ đỏ/ Sổ hồng,Cơ bản,7 tầng,5 m,10 m
https://batdongsan.com.vn/ban-nha-rieng-duong-cau-giay-phuong-quan-hoa/ban-4pn-4wc-60m2-14-5-ty-tai-ha-noi-view-dep-pr43105195,"Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội","14,5 tỷ",60 m²,4 phòng,4 phòng,,,Sổ đỏ/ Sổ hồng,,5 tầng,4 m,4 m
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nghiem-xuan-yem-phuong-dai-kim-prj-the-manor-central-park/ban-28-ty-vnd-75-m2-mat-tien-5m-nguyen-xien-hoang-mai-ha-noi-pr43107558,"The Manor Central Park, Đường Nghiêm Xuân Yêm, Phường Đại Kim, Hoàng Mai, Hà Nội",28 tỷ,75 m²,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,5 tầng,5 m,15 m
https://batdongsan.com.vn/ban-nha-mat-pho-pho-thai-ha-phuong-trung-liet/-tien-7-2m-8-tang-lung-vi-tri-dac-dia-kd-sam-uat-110m2-so-vuong-dep-a4-pr43107690,"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội","87,5 tỷ",110 m²,,,,,Sổ đỏ,,8 tầng,"7,2 m",30 m
https://batdongsan.com.vn/ban-nha-rieng-duong-tam-trinh-phuong-yen-so/ban-lo-goc-ngo-o-to-mat-tien-khung-pr43086942,"Đường Tam Trinh, Phường Yên Sở, Hoàng Mai, Hà Nội","10,9 tỷ",63 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,3 tầng,"5,2 m","3,5 m"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-le-trong-tan-xa-an-khanh-4-prj-khu-biet-thu-hoa-phuong/ban-bt-lo-goc-2-mat-tien-tai-kdt-i-duc-120-trieu-m2-bt-rong-302m2-pr42856193,"Hoa Phượng, Đường Lê Trọng Tấn, Xã An Khánh, Hoài Đức, Hà Nội",115 triệu/m²,302 m²,,,Đông,Bắc,Sổ đỏ/ Sổ hồng,Không nội thất,3 tầng,"14,55 m",15 m
https://batdongsan.com.vn/ban-nha-rieng-pho-quan-nhan-phuong-nhan-chinh/toa-8-tang-chdv-full-noi-that-cao-cap-lo-goc-3-mat-o-to-gan-dt-150m-mt-9m-pr42895160,"Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội","44,5 tỷ",150 m²,,,,,Sổ đỏ/ Sổ hồng,,8 tầng,9 m,5 m
https://batdongsan.com.vn/ban-nha-rieng-duong-dai-co-viet-phuong-pho-hue/ban-3-tang-160m2-mt8m-gia-giat-minh-46-5-ty-8m-kinh-doanh-tap-nap-q-hai-ba-trung-hn-pr43106628,"Đường Đại Cồ Việt, Phường Phố Huế, Hai Bà Trưng, Hà Nội","46,5 tỷ",160 m²,4 phòng,3 phòng,,,Sổ đỏ/ Sổ hồng,Cơ bản,3 tầng,8 m,8 m
https://batdongsan.com.vn/ban-nha-rieng-duong-dinh-cong-phuong-dinh-cong/-dt-50m2-x-5t-ngo-nong-rong-5m-gia-8-38-ty-o-luon-pr42940350,"Đường Định Công, Phường Định Công, Hoàng Mai, Hà Nội","7,88 tỷ",46 m²,4 phòng,4 phòng,,,,Đầy đủ,5 tầng,,4 m
https://batdongsan.com.vn/ban-nha-rieng-duong-kim-giang-phuong-dai-kim/-dt-50m2-x-5t-gia-8-36-ty-o-luon-ngo-to-dep-sdcc-pr42940373,"Đường Kim Giang, Phường Đại Kim, Hoàng Mai, Hà Nội","7,85 tỷ",46 m²,4 phòng,3 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,5 tầng,4 m,5 m
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-le-duc-tho-phuong-my-dinh-2-prj-khu-do-thi-my-dinh-ii/ban-bt-2-bt-1-day-b-dien-tich-200m2-xay-tho-pr9112275,"Dự án Mỹ Đình II, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",Thỏa thuận,200 m²,,,Tây,,,Xây thô.,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-viet-hung-xa-viet-hung-2/dau-gia-dong-anh-vi-tri-sieu-dep-sat-d-vanh-dai-3-5-gan-du-an-t-t-group-pr43107680,"Đường Việt Hùng, Xã Việt Hùng, Đông Anh, Hà Nội","7,7 tỷ",82 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Cơ bản,2 tầng,5 m,12 m
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-xuan-tao-prj-h10-starlake/-154m-60-ty-dinh-cao-tinh-hoa-co-hoi-khong-the-bo-lo-pr42409684,"Dự án H10 Starlake , Phường Xuân Tảo, Bắc Từ Liêm, Hà Nội",60 tỷ,154 m²,5 phòng,4 phòng,,,Sổ đỏ/ Sổ hồng,Cơ bản,4 tầng,7 m,12 m
https://batdongsan.com.vn/ban-dat-duong-hau-duong-xa-kim-chung/dt-52m2-mat-tien-4met-6-dong-anh-ha-noi-pr43106775,"Đường Hậu Dưỡng, Xã Kim Chung, Đông Anh, Hà Nội","3,35 tỷ",52 m²,,,Tây - Bắc,,Sổ đỏ/ Sổ hồng,,,"4,6 m",3 m
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-linh-dam-phuong-hoang-liet/-ban-dao-254m-4-mat-thoang-o-suong-view-ho-khu-danh-cho-gioi-ong-luu-pr42529959,"Đường Linh Đàm, Phường Hoàng Liệt, Hoàng Mai, Hà Nội","66,8 tỷ",254 m²,,,,,Sổ đỏ/ Sổ hồng,,4 tầng,"12,3 m",
https://batdongsan.com.vn/ban-nha-rieng-pho-doan-ke-thien-phuong-mai-dich/toa-lo-hai-mat-tien-dt-80m-x-7-tang-mat-tien-7-5m-32-ty-pr42815606,"Phố Doãn Kế Thiện, Phường Mai Dịch, Cầu Giấy, Hà Nội",32 tỷ,80 m²,6 phòng,6 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,7 tầng,"7,5 m",7 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-yen-nghia-1-prj-xuan-mai-complex/ban-62m-tang-trung-gia-dep-pr43106102,"Dự án Xuân Mai Complex, Đường Tố Hữu, Phường Yên Nghĩa, Hà Đông, Hà Nội",Thỏa thuận,62 m²,2 phòng,2 phòng,Tây - Nam,Đông - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-le-duc-tho-phuong-my-dinh-2-prj-khu-do-thi-my-dinh-ii/can-ban-can-bt-don-lap-190m-vi-tri-dep-tai-kdt-2-lh-pr39873826,"Dự án Mỹ Đình II, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",Thỏa thuận,190 m²,,,,,Sổ đỏ,,3 tầng,12 m,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-xuan-tao-prj-h10-starlake/ban-200m-chi-80-ty-sat-ho-dieu-hoa-dang-cap-ong-luu-dinh-nghia-rieng-ban-pr42360196,"Dự án H10 Starlake , Phường Xuân Tảo, Bắc Từ Liêm, Hà Nội",80 tỷ,200 m²,4 phòng,4 phòng,,,Sổ đỏ/ Sổ hồng,Cơ bản,4 tầng,9 m,15 m
https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-binh-khiem-phuong-le-dai-hanh/-hai-ba-trung-dt-160m-tien-7-2m-nhinh-90-ty-pr42777944,"Đường Nguyễn Bỉnh Khiêm, Phường Lê Đại Hành, Hai Bà Trưng, Hà Nội",Thỏa thuận,160 m²,,,,,Sổ đỏ/ Sổ hồng,,,"7,2 m",
https://batdongsan.com.vn/ban-dat-duong-3-8-xa-tien-duong/ban-tang-nha-cap-4-o-to-chay-thong-chi-4-ty-siu-nhi-pr43106675,"Đường 3, Xã Tiên Dương, Đông Anh, Hà Nội","4,1 tỷ",51 m²,,,Bắc,,Sổ đỏ/ Sổ hồng,,,10 m,3 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-thang-long-phuong-me-tri-prj-khu-do-thi-me-tri-thuong/chinh-chu-ban-96m2-ct3a-da-lam-noi-that-co-ban-kng-mo-gioi-pr43105962,"Mễ Trì Thượng, Ngõ 10, Đường Đại lộ Thăng Long, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",45 triệu/m²,96 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Full nội thất cơ bản.,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-hau-lan_1-phuong-xuan-la-prj-6th-element/-six-elements-110m2-so-huu-dia-vi-khang-dinh-dang-cap-pr42385246,"Dự án 6th Element, Đường Hậu Lân, Phường Xuân La, Tây Hồ, Hà Nội",39 tỷ,110 m²,6 phòng,5 phòng,,,Sổ đỏ/ Sổ hồng,Cơ bản,5 tầng,8 m,12 m
https://batdongsan.com.vn/ban-dat-xa-mai-lam/ban-le-lo-goc-3-mat-thoang-vai-buoc-chan-ra-bia-lang-o-to-tranh-56m2-hon-4-ty-pr43106450,"Thôn Lê Xá, Xã Mai Lâm, Đông Anh, Hà Nội","4,6 tỷ",56 m²,,,,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-nha-rieng-pho-tran-dai-nghia-phuong-tuong-mai/ban-lo-goc-o-to-do-cua-tang-full-noi-that-o-ket-hop-kinh-doanh-pr41995043,"Phố Trần Đại Nghĩa, Phường Tương Mai, Hoàng Mai, Hà Nội","10,8 tỷ",40 m²,3 phòng,4 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ.,5 tầng,"4,1 m",
https://batdongsan.com.vn/ban-nha-rieng-duong-kim-giang-phuong-dai-kim/-dep-dan-xay-phan-lo-quan-doi-oto-do-cua-2-thoang-vinh-vien-tien-ich-ngap-tran-pr42931326,"Đường Kim Giang, Phường Đại Kim, Hoàng Mai, Hà Nội","8,88 tỷ",45 m²,5 phòng,3 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,4 tầng,4 m,2 m
https://batdongsan.com.vn/ban-nha-mat-pho-pho-xa-dan-phuong-nam-dong/-toa-8-noi-1-ham-thang-may-thoang-truoc-sau-so-do-chinh-chu-pr43105813,"Phố Xã Đàn, Phường Nam Đồng, Đống Đa, Hà Nội",170 tỷ,147 m²,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,8 tầng,"6,4 m",20 m
https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-thuc-khang-phuong-lang-thuong/-nguyen-chi-thanh-7-tang-thang-may-2-mat-thoang-gara-o-to-pr42894517,"Đường Huỳnh Thúc Kháng, Phường Láng Thượng, Đống Đa, Hà Nội","23,5 tỷ",60 m²,4 phòng,4 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,7 tầng,8 m,5 m
https://batdongsan.com.vn/ban-nha-rieng-duong-van-lung-xa-an-khanh-4/6t-thg-may-gara-ngay-ubnd-khh-ch-vinhomes-thg-long-nhinh-9ty-pr43106391,"Đường Vân Lũng, Xã An Khánh, Hoài Đức, Hà Nội","9,3 tỷ",48 m²,6 phòng,6 phòng,,,Sổ đỏ/ Sổ hồng,Cơ bản,6 tầng,"4,5 m",3 m
https://batdongsan.com.vn/ban-nha-rieng-xa-co-loa/ban-4-tang-dep-lung-linh-thiet-ke-sang-xin-o-ngay-chi-hon-4-ty-pr43106396,"Xã Cổ Loa, Huyện Đông Anh, Hà Nội","4,5 tỷ",40 m²,3 phòng,3 phòng,,,Sổ đỏ/ Sổ hồng,,4 tầng,4 m,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-linh-nam-phuong-mai-dong-1-prj-vinhomes-times-city-park-hill/ban-cao-cap-tai-2-15-ty-128m2-4pn-full-thiet-ke-luxury-pr43097081,"Dự án Times City - Park Hill, Đường Lĩnh Nam, Phường Mai Động, Hoàng Mai, Hà Nội",15 tỷ,128 m²,4 phòng,2 phòng,Đông - Nam,Tây - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-dat-xa-hop-tien-2/mon-dau-tu-tot-xay-nha-o-cung-tuyet-pr42703909,"Xã Hợp Tiến, Mỹ Đức, Hà Nội","1,05 tỷ","52,8 m²",,,Bắc,,Sổ đỏ/ Sổ hồng.,,,"4,19 m",3 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-minh-khai-phuong-vinh-tuy-prj-times-city/new-new-new-ban-95m2-3pn-timescity-7-8-ty-re-nhat-thi-truong-ib-em-xem-nha-som-pr43097099,"Dự án Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội","7,8 tỷ",95 m²,3 phòng,2 phòng,Nam,Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-quynh-loi-phuong-bach-mai/toa-dong-tien-750tr-nam-60-m-x-6-tang-thang-may-15-phong-full-so-do-pccc-gpxd-chuan-pr43107656,"Ngõ Quỳnh, Đường Quỳnh Lôi, Phường Bạch Mai, Hai Bà Trưng, Hà Nội","12,8 tỷ",65 m²,15 phòng,15 phòng,,,Sổ đỏ/ Sổ hồng,Full nội thất.,6 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-tran-khat-chan-phuong-thanh-nhan/ban-hbt-gan-40m-5-tang-thang-may-moi-cung-lo-goc-thoang-sang-o-suong-pr42595284,"Đường Trần Khát Chân, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội","8,65 tỷ",38 m²,3 phòng,4 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,5 tầng,,
https://batdongsan.com.vn/ban-dat-xa-xuan-canh-1/ban-lo-goc-ngo-thong-duong-3-5m-pr43106203,"Thôn Xuân Trạch, Xã Xuân Canh, Đông Anh, Hà Nội",Thỏa thuận,60 m²,,,,,Sổ đỏ/ Sổ hồng,,,"4,5 m","3,5 m"
https://batdongsan.com.vn/ban-dat-xa-nhi-khe/-dep-khu-vuc-hiem-co-ban-thuong-tin-giap-dai-ang-pr43009037,"Xã Nhị Khê, Thường Tín, Hà Nội","4,2 tỷ",50 m²,,,Nam,,Sổ đỏ/ Sổ hồng,,,"4,33 m","3,5 m"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-xuan-tao-prj-h7-starlake/can-ban-gap-song-lap-gia-chi-80ty-re-nhat-thi-truong-pr42268646,"H7 Starlake , Xuân Tảo, Bắc Từ Liêm, Hà Nội",Thỏa thuận,220 m²,,,,,,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-tran-phu-phuong-hang-bong/ban-pho-co-hoan-kiem-o-to-do-cua-hai-mat-ngo-kinh-doanh-5-tang-cho-thang-may-pr43107517,"Đường Trần Phú, Phường Hàng Bông, Hoàn Kiếm, Hà Nội","28,8 tỷ",69 m²,4 phòng,5 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,5 tầng,,
https://batdongsan.com.vn/ban-dat-duong-tinh-lo-414-xa-ba-trai/5-9-ty-so-huu-sieu-pham-1800m2-mat-tien-25-met-view-dep-nhu-mot-buc-tranh-phang-nhu-san-bong-pr43106198,"Đường Tỉnh lộ 414, Xã Ba Trại, Ba Vì, Hà Nội","5,9 tỷ",1.800 m²,,,Đông - Nam,,Sổ đỏ/ Sổ hồng,,,25 m,5 m
https://batdongsan.com.vn/ban-nha-rieng-duong-pho-lua-phuong-van-phuc-1/ban-tai-oto-do-cua-6-68-ty-33-m2-4pn-4wc-phap-ly-day-du-pr43105773,"Đường Phố Lụa, Phường Vạn Phúc, Hà Đông, Hà Nội","6,68 tỷ",33 m²,4 phòng,4 phòng,,,Sổ đỏ/ Sổ hồng,Cơ bản,5 tầng,,"2,5 m"
https://batdongsan.com.vn/ban-dat-duong-tinh-lo-414-xa-tan-linh/1-5-ty-so-huu-sieu-pham-240m2-cach-truc-chinh-du-lich-ao-vua-chi-100-met-pr43106192,"Đường Tỉnh lộ 414, Xã Tản Lĩnh, Ba Vì, Hà Nội","1,5 tỷ",240 m²,,,Đông - Nam,,Sổ đỏ/ Sổ hồng,,,6 m,6 m
https://batdongsan.com.vn/ban-dat-xa-ngoc-hoi-1/chinh-chu-ban-xom-moi-thanh-tri-dt80m-mt7m-o-to-kd-gia-12-4-ty-pr43104675,"Ngọc Hồi, Thanh Trì, Hà Nội","12,4 tỷ",80 m²,,,,,Sổ đỏ/ Sổ hồng,,,7 m,
https://batdongsan.com.vn/ban-nha-rieng-duong-bac-lam-phuong-phu-luong-3/ban-tai-to-21-ha-dong-mat-tien-8m-sau-9m-lien-he-0909219999-pr21872564,"Đường Bắc Lãm, Phường Phú Lương, Hà Đông, Hà Nội",Thỏa thuận,"62,5 m²",,,Tây - Bắc,Tây,Sổ đỏ/ Sổ hồng,,,5 m,"11,5 m"
https://batdongsan.com.vn/ban-dat-xa-uy-no/chu-can-ban-gap-60m2-mt4m-o-to-thong-4-95-ty-dong-anh-pr43106127,"Xã Uy Nỗ, Đông Anh, Hà Nội","4,95 tỷ",60 m²,,,,,,,,4 m,"4,2 m"
https://batdongsan.com.vn/ban-dat-duong-thuong-mao-phuong-phu-luong-3/ban-lk01-lo-06-dien-tich-50m-mat-24m-khu-dau-gia-dong-bo-dong-chuc-ha-dong-pr31389674,"Đường Thượng Mạo, Phường Phú Lương, Hà Đông, Hà Nội",Thỏa thuận,50 m²,,,Tây - Bắc,,Sổ đỏ/ Sổ hồng,,2 tầng,5 m,24 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-dinh-tu-phuong-xuan-dinh-prj-jade-square/chinh-chu-ban-gap-tang-20-toa-hh3-gia-chi-3-3-ty-pr42242856,"Dự án Jade Square, Đường Nguyễn Đình Tứ, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội","3,3 tỷ",67 m²,,,Đông - Bắc,,Hợp đồng mua bán,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-cau-dien-phuong-minh-khai_1/ban-bac-tu-liem-o-to-lo-goc-kinh-doanh-63m2-5-tang-13-5-ty-pr41821489,"Đường Cầu Diễn, Phường Minh Khai, Bắc Từ Liêm, Hà Nội","13,5 tỷ",63 m²,6 phòng,4 phòng,,,Sổ đỏ/ Sổ hồng,Không nội thất,5 tầng,10 m,16 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-minh-khai-phuong-vinh-tuy-prj-times-city/ban-ch-3pn-9-8-ty-110m2-view-dep-nhieu-tien-ich-pr42795416,"Dự án Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội","9,8 tỷ",110 m²,3 phòng,2 phòng,Đông - Nam,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-au-co-phuong-tu-lien/-dep-tay-ho-cach-pho-10m-thoang-sang-an-sinh-dinh-4tang-x-dt78m2-gia-20ty-vi-tri-d-pr43107552,"Đường Âu Cơ, Phường Tứ Liên, Tây Hồ, Hà Nội",20 tỷ,78 m²,4 phòng,5 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,4 tầng,47 m,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-canopy-residences-vinhomes-smart-city/2-ngu-1-wc-50m2-toa-tc3-opy-view-be-boi-tokin-tang-dep-gia-3-7-ty-cam-ket-that-pr42555383,"Dự án The Canopy Residences - Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","3,7 tỷ",50 m²,2 phòng,1 phòng,Đông - Nam,Tây - Bắc,Hợp đồng mua bán,Cơ bản,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-tran-duy-hung-phuong-trung-hoa-4-prj-summit-building/can-ban-gap-mat-pho-hung-pr43105979,"Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội",32 tỷ,109 m²,9 phòng,9 phòng,Đông - Nam,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,5 tầng,4 m,
https://batdongsan.com.vn/ban-nha-rieng-pho-cu-loc-phuong-khuong-dinh/hang-xom-royal-city-thanh-xuan-38m-6-tang-mt4m-ngo-nong-pr43107478,"Phố Cự Lộc, Phường Khương Đình, Thanh Xuân, Hà Nội","7,63 tỷ",36 m²,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,6 tầng,4 m,
https://batdongsan.com.vn/ban-nha-rieng-phuong-phu-lam-1/sat-dai-hoc-dai-nam-30m-o-to-do-cua-4ty950-pr42998421,"Phường Phú Lãm, Hà Đông, Hà Nội","4,95 tỷ",30 m²,4 phòng,,,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-nha-mat-pho-pho-hang-gai-phuong-hang-gai/ban-tai-hoan-kiem-ha-noi-gia-13-5-ty-dien-tich-15-m2-hiem-pr43106560,"Phố Hàng Gai, Phường Hàng Gai, Hoàn Kiếm, Hà Nội","13,5 tỷ",15 m²,,,,,Sổ đỏ/ Sổ hồng,Nội thất cơ bản đầy đủ công năng.,2 tầng,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-pham-hung-phuong-my-dinh-1/ban-toa-lo-goc-10-tang-thang-may-dt-439m2-mt-rong-198-ty-pr43107613,"Đường Phạm Hùng, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",198 tỷ,439 m²,,,,,Sổ đỏ/ Sổ hồng,,10 tầng,,
https://batdongsan.com.vn/ban-dat-duong-doi-can-phuong-ngoc-ha/ban-vang-mat-o-to-tranh-dt-122m2-dau-tu-giu-tien-chi-co-nt-pr43105698,"Đường Đội Cấn, Phường Ngọc Hà, Ba Đình, Hà Nội",42 tỷ,122 m²,,,,,Sổ đỏ/ Sổ hồng,,,8 m,6 m
https://batdongsan.com.vn/ban-nha-rieng-duong-co-nhue-phuong-co-nhue-2/-ban-3-tang-lo-goc-dt-50m2-gia-8-2-ty-pr43107612,"Đường Cổ Nhuế, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội","8,2 tỷ",50 m²,,,,,Sổ đỏ/ Sổ hồng,,3 tầng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-yen-nghia-1-prj-xuan-mai-complex/ban-1-5-ngu-toa-hh2g-noi-ha-dong-gia-2xty-full-do-s49m2-san-so-lh-pr42813083,"Xuân Mai Complex, Đường Tố Hữu, Phường Yên Nghĩa, Hà Đông, Hà Nội",Thỏa thuận,49 m²,2 phòng,1 phòng,Đông - Bắc,Tây - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-le-duc-tho-phuong-my-dinh-2/ban-nam-tu-liem-75m2-5-tang-13-9-ty-lo-goc-o-to-kinh-doanh-full-noi-that-pr41838415,"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội","13,9 tỷ",75 m²,6 phòng,5 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,5 tầng,10 m,6 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-hoang-van-thai-phuong-khuong-trung-prj-chung-cu-183-hoang-van-thai/gia-dinh-ban-goc-2-phong-ngu-dien-tich-67m2-gia-4-6-ty-toa-ha-do-183-thai-pr43094870,"Dự án Khu nhà ở 183 Hoàng Văn Thái, Đường Hoàng Văn Thái, Phường Khương Trung, Thanh Xuân, Hà Nội","5,5 tỷ",85 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-yen-nghia-1-prj-xuan-mai-complex/chinh-chu-gui-ban-2pn-dien-tich-62m2-hh2-noi-ha-dong-lh-pr42822286,"Dự án Xuân Mai Complex, Đường Tố Hữu, Phường Yên Nghĩa, Hà Đông, Hà Nội",Thỏa thuận,62 m²,2 phòng,2 phòng,Nam,Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-hoang-van-thai-phuong-khuong-trung-prj-chung-cu-183-hoang-van-thai/chi-5-5-ty-goc-3-ngu-2-ve-sinh-183-tam-thanh-xuan-pr43086866,"Chung cư 183 Hoàng Văn Thái, Hoàng Văn Thái, Khương Trung, Thanh Xuân, Hà Nội","5,3 tỷ",86 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-nha-mat-pho-pho-ba-trieu-phuong-le-dai-hanh/n-tien-vi-tri-vang-trung-tam-ha-noi-dt200m2-dong-tien-5ty-nam-pr43106590,"Phố Bà Triệu, Phường Lê Đại Hành, Hai Bà Trưng, Hà Nội",140 tỷ,200 m²,,,,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-yen-nghia-1-prj-xuan-mai-complex/ban-gap-dep-toa-hh2fgh-noi-gia-chi-4-2x-ty-full-do-80-6m-3pn-pr43107602,"Dự án Xuân Mai Complex, Đường Tố Hữu, Phường Yên Nghĩa, Hà Đông, Hà Nội",Thỏa thuận,"80,6 m²",3 phòng,2 phòng,Tây - Nam,Đông - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-mat-pho-pho-pho-duc-chinh-phuong-truc-bach/ban-chu-ba-dinh-cua-bac-dt-160-mt-gan-6-m-lo-goc-gia-hon-400tr-m-pr41191627,"Phố Phó Đức Chính, Phường Trúc Bạch, Ba Đình, Hà Nội",Thỏa thuận,160 m²,,,,,Sổ đỏ,,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-minh-khai-phuong-minh-khai/ban-280m2-3-tang-can-ban-gap-gia-chao-245tr-m2-pr41755695,"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",69 tỷ,280 m²,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,3 tầng,5 m,20 m
https://batdongsan.com.vn/ban-nha-mat-pho-pho-ha-dinh-phuong-ha-dinh/-kd-sam-uat-nhinh-200tr-m-via-he-2-ben-pr42519680,"Phố Hạ Đình, Phường Hạ Đình, Thanh Xuân, Hà Nội","14,6 tỷ",72 m²,4 phòng,6 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,5 tầng,4 m,20 m
https://batdongsan.com.vn/ban-nha-rieng-pho-kham-thien-phuong-kham-thien/ban-gan-2-thoang-3pn-4wc-23m2-3-8-ty-tai-dong-da-ha-noi-pr43078220,"Phố Khâm Thiên, Phường Khâm Thiên, Đống Đa, Hà Nội","3,8 tỷ",23 m²,3 phòng,4 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,5 tầng,3 m,2 m
https://batdongsan.com.vn/ban-nha-rieng-duong-minh-khai-phuong-minh-khai/ban-khu-vip-lien-ke-622-kinh-doanh-da-dang-via-he-o-to-tai-dung-do-co-gara-o-to-pr43106481,"622, Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",43 tỷ,86 m²,,,,,Sổ đỏ/ Sổ hồng,,5 tầng,,
