Link,Địa chỉ,Mức giá,Diện tích,Số phòng ngủ,"Số phòng tắm, vệ sinh",Số tầng,Mặt tiền,Đường vào,Pháp lý,Nội thất,Hướng nhà,Hướng ban công
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-chu-huy-man-phuong-phuc-dong-prj-hope-residence/chinh-ban-dt-72m2-2-ngu-2-vs-de-lai-noi-that-gia-con-thuong-luong-pr37922718,"Dự án Hope Residence, Đường Chu Huy Mân, Phường Phúc Đồng, Long Biên, Hà Nội","3,8 tỷ",72 m²,2 phòng,2 phòng,,,,Sổ đỏ đầy đủ.,"Nội thất sang xịn, mịn.",Đông - Nam,Tây - Bắc
https://batdongsan.com.vn/ban-nha-rieng-phuong-nhat-tan-2/ban-gan-cv-nuoc-105m2-x-5-tang-san-vuon-lo-goc-7-cho-vao-cach-pho-30m-mat-ngo-thong-16-x-ty-pr42899064,"Phường Nhật Tân, Tây Hồ, Hà Nội","16,5 tỷ",105 m²,6 phòng,4 phòng,5 tầng,"4,1 m",4 m,Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-huynh-van-nghe-phuong-phuc-dong-prj-sunrise-building-3/ban-gap-2a-sai-full-noi-that-moi-dt-85m2-2-ngu-2vs-gias-3-85-ty-co-tl-pr41956069,"Dự án Sunrise Building 3, Đường Huỳnh Văn Nghệ, Phường Phúc Đồng, Long Biên, Hà Nội","5,65 tỷ",120 m²,3 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng.,Đầy đủ,,
https://batdongsan.com.vn/ban-dat-xa-nam-phong-3/hom-nay-ngay-27-5-phu-xuyen-to-chuc-dau-gia-30-thua-dep-tai-thon-trieu-tr-pr43091439,"Xã Nam Phong, Phú Xuyên, Hà Nội","2,7 tỷ",90 m²,,,,6 m,10 m,Sổ đỏ/ Sổ hồng,,Bắc,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-bang-a-phuong-hoang-liet-prj-tay-nam-ho-linh-dam/hiem-don-lap-vi-tri-vang-dien-tich-lon-mat-tien-rong-vip-nhat-kdt-pr43076047,"Tây Nam Hồ Linh Đàm, Đường Bằng A, Phường Hoàng Liệt, Hoàng Mai, Hà Nội","60,5 tỷ",308 m²,6 phòng,5 phòng,3 tầng,17 m,,Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-tam-trinh-phuong-yen-so/don-gian-em-la-kinh-doanh-lo-goc-73m2-6-25-ty-via-he-pr41549178,"Đường Tam Trinh, Phường Yên Sở, Hoàng Mai, Hà Nội","6,25 tỷ",73 m²,1 phòng,1 phòng,1 tầng,"6,3 m",,Hợp đồng mua bán,Cơ bản.,,
https://batdongsan.com.vn/ban-dat-duong-131-xa-hien-ninh-1/ban-95m2-mat-nhua-kinh-doanh-tai-dau-gia-soc-son-ha-noi-pr40782144,"Đường 131, Xã Hiền Ninh, Sóc Sơn, Hà Nội","48,5 triệu/m²",124 m²,,,,7 m,6 m,Sổ đỏ/ Sổ hồng.,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-tay-ho-phuong-quang-an-2/ban-dong-tien-3ty-nam-140m2-thang-may-mt8m-view-chi-n-85-ty-pr43073118,"đường Tây Hồ, Phường Quảng An, Tây Hồ, Hà Nội","85,5 tỷ",140 m²,,,,8 m,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-nha-mat-pho-phuong-nghia-do-1/ban-gap-cau-giay-phan-lo-lo-goc-oto-de-quanh-pr43091697,"Phường Nghĩa Đô, Cầu Giấy, Hà Nội","35,4 tỷ",90 m²,,,,6 m,8 m,Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-hoang-phuong-my-dinh-2/ban-2-nam-tu-liem-ha-noi-80m2-x-8t-mt-4-2m-t-truoc-sau-pr43091456,"Đường Nguyễn Hoàng, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội","44,5 tỷ",80 m²,13 phòng,10 phòng,8 tầng,"4,2 m",,Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-dat-duong-phu-man-1-xa-phu-man/-dien-tich-214-6m2-75m2-o-va-139-6m2-trong-cay-lau-nam-pr43091546,"Đường Phú Mãn, Xã Phú Mãn, Quốc Oai, Hà Nội",13 triệu/m²,"214,6 m²",,,,,,Sổ đỏ/ Sổ hồng.,,,
https://batdongsan.com.vn/ban-nha-rieng-phuong-bach-khoa/toa-ccmn-hbt-hang-hot-dep-oto-gan-9p-full-pccc-dong-tien-45tr-th-60m2-7t-pr42725686,"Phường Bách Khoa, Hai Bà Trưng, Hà Nội",9 tỷ,60 m²,9 phòng,,7 tầng,,,Sổ đỏ/ Sổ hồng,Full nội thất.,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nong-quoc-chan-phuong-la-khe-prj-khu-do-thi-moi-la-khe/ban-can-ha-dong-80m2-5-tang-thang-may-nhap-khau-oto-tranh-pr43091441,"Dự án KĐT La Khê, Đường Nông Quốc Chấn, Phường La Khê, Hà Đông, Hà Nội",18 tỷ,80 m²,,,5 tầng,5 m,20 m,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-mac-thi-buoi-phuong-vinh-tuy-prj-hoa-binh-green-city/ban-2pn-2wc-70m2-gia-c-chat-tai-minh-khai-hai-ba-trung-ha-noi-pr42915205,"Dự án Hòa Bình Green City, Phố Mạc Thị Bưởi, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội","4,2 tỷ",70 m²,2 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Đầy đủ.,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-nha-rieng-duong-doi-can-phuong-doi-can/ban-dong-tien-so-18-ngo-162-22-51m-11-phong-40tr-thang-pr42969283,"Số 18 ngõ 162/22, Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội","12,5 tỷ",51 m²,,,,"4,8 m",,Sổ đỏ/ Sổ hồng,,Đông - Bắc,Đông - Bắc
https://batdongsan.com.vn/ban-nha-rieng-duong-pho-yen-xa-tien-phong-8/bds43394667-dep-3-tang-dt-52m-ng-me-linh-gan-hoc-vien-tai-chinh-pr43091522,"Đường Phố Yên, Xã Tiền Phong, Mê Linh, Hà Nội","3,85 tỷ",52 m²,3 phòng,3 phòng,4 tầng,4 m,,Sổ đỏ,Cơ bản,,
https://batdongsan.com.vn/ban-dat-duong-phuc-loi-phuong-phuc-loi/ban-gap-manh-de-vang-long-bien-o-to-ngu-trong-nha-56m2-mat-tien-7m-gia-dt-pr43091443,"Đường Phúc Lợi, Phường Phúc Lợi, Long Biên, Hà Nội",150 triệu/m²,56 m²,,,,7 m,4 m,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-imperia-sola-park/-g1-1212a-tang-dep-view-rong-tai-vinmes-smart-city-pr43087413,"Dự án Imperia Sola Park, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",Thỏa thuận,"54,9 m²",2 phòng,2 phòng,,,,Hợp đồng mua bán,Nội thất dính tường cao cấp,Đông - Bắc,Đông - Bắc
https://batdongsan.com.vn/ban-dat-pho-nguyen-ba-khoan-phuong-trung-hoa-4/ban-du-an-5048m2-mt-65m-xd-2019m2-gp-29t-3-ham-duong-2-mat-chao-123tr-m2-pr43091070,"Phố Nguyễn Bá Khoản, Phường Trung Hòa, Cầu Giấy, Hà Nội",123 triệu/m²,5.048 m²,,,,65 m,8 m,Sổ đỏ/ Sổ hồng,,Đông,
https://batdongsan.com.vn/ban-dat-phuong-ngoc-thuy/lo-mat-duong-o-to-tranh-o-to-7-cho-vao-nha-no-hau-kinh-doanh-o-suong-pr43091440,"Phường Ngọc Thụy, Long Biên, Hà Nội","12,88 tỷ",75 m²,,,,,,Sổ đỏ/ Sổ hồng.,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-kien-hung-prj-khu-do-thi-thanh-ha-muong-thanh/chinh-chu-ban-gap-68m2-n-2-5-ty-fulll-do-pr43069784,"Dự án Thanh Hà Mường Thanh, Phường Kiến Hưng, Hà Đông, Hà Nội","2,57 tỷ",68 m²,2 phòng,2 phòng,,,,Hợp đồng mua bán,Đầy đủ,Nam,Bắc
https://batdongsan.com.vn/ban-nha-rieng-xa-kim-chung-1/ban-moi-thiet-ke-dep-o-to-qua-tai-gia-chi-hon-5-ty-pr43091538,"Xã Kim Chung, Hoài Đức, Hà Nội",Thỏa thuận,38 m²,4 phòng,4 phòng,4 tầng,"4,5 m","3,5 m",Sổ đỏ/ Sổ hồng,,Đông - Bắc,Đông - Bắc
https://batdongsan.com.vn/ban-nha-rieng-phuong-dich-vong-hau/trung-tam-cau-giay-toa-ccmn-7-tang-thang-may-moi-20-phong-khep-kin-dong-tien-1-ty-nam-pr43076866,"Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",24 tỷ,80 m²,20 phòng,20 phòng,7 tầng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyet-que-21-phuong-viet-hung-2-prj-vinhomes-the-harmony/bt-riverside-2-dang-cap-thuong-luu-dt180m-4tang-mt9-gia-tot-pr43091609,"Dự án Vinhomes The Harmony, Đường Nguyệt Quế 21, Phường Việt Hưng, Long Biên, Hà Nội",65 tỷ,180 m²,5 phòng,,4 tầng,9 m,16 m,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Đông - Nam,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-ngo-quyen-4-prj-khu-do-thi-hud-son-tay/hot-mo-ban-quy-can-ngoai-giao-chu-dau-tu-gia-goc-chi-tu-4-5-ty-hoan-thien-3-tang-so-trao-tay-pr40751425,"Dự án HUD Sơn Tây, Phường Quang Trung, Sơn Tây, Hà Nội","5,9 tỷ",88 m²,3 phòng,3 phòng,3 tầng,,,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-duc-giang-phuong-duc-giang-2-prj-binh-minh-garden/can-pho-thang-may-o-to-do-cua-dan-cu-dong-pr43001682,"Dự án Bình Minh Garden, Đường Đức Giang, Phường Đức Giang, Long Biên, Hà Nội","16,3 tỷ","75,6 m²",4 phòng,4 phòng,5 tầng,"4,5 m",12 m,Sổ đỏ/ Sổ hồng,Không nội thất,Tây - Nam,
https://batdongsan.com.vn/ban-nha-rieng-pho-nguyen-phuc-lai-phuong-o-cho-dua/ban-nr-6pn-6wc-48m2-tai-dong-da-ha-noi-gia-12-5-ty-pr43091524,"Phố Nguyễn Phúc Lai, Phường Ô Chợ Dừa, Đống Đa, Hà Nội","12,5 tỷ",57 m²,6 phòng,6 phòng,6 tầng,6 m,3 m,Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-dat-duong-minh-khai-phuong-minh-khai/manh-vang-hai-ba-trung-83m-mt-5-7m-van-phong-o-to-dau-tu-tuong-lai-chi-18-3-ty-pr42550108,"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội","18,3 tỷ",83 m²,,,,"5,7 m",5 m,Sổ đỏ,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-minh-khai-phuong-minh-khai/ban-44m-5t-ngo-thong-rong-kinh-doanh-moi-thoang-chi-10-9-ty-pr42905765,"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội","10,9 tỷ",44 m²,6 phòng,4 phòng,5 tầng,,"2,5 m",Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-truong-dinh-phuong-giap-bat-prj-nam-do-complex-609-truong-dinh/ban-3pn-2wc-tai-6-35-ty-93m2-ang-mai-ha-noi-pr43091407,"Nam Đô Complex 609 Trương Định, Trương Định, Giáp Bát, Hoàng Mai, Hà Nội","6,35 tỷ",93 m²,3 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-rieng-duong-kim-nguu-phuong-thanh-luong/ban-dan-xay-48m2-mat-ngo-thong-rong-san-dong-tien-pr42875282,"Đường Kim Ngưu, Phường Thanh Lương, Hai Bà Trưng, Hà Nội","9,5 tỷ",48 m²,,,,,3 m,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-minh-khai-phuong-minh-khai/ban-canh-timescity-40m2-5-tang-3-ngu-lo-goc-thoang-sang-ngo-thong-mat-tien-3-7m-pr42905182,"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội","6,9 tỷ",40 m²,3 phòng,,5 tầng,"3,7 m",,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-nha-rieng-pho-dai-la-phuong-dong-tam/ban-dan-xay-37m2-5-tang-3-ngu-ngo-nong-30m-ra-pho-pr42943565,"Phố Đại La, Phường Đồng Tâm, Hai Bà Trưng, Hà Nội","6,89 tỷ",37 m²,3 phòng,4 phòng,5 tầng,"3,4 m",,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-linh-nam-phuong-mai-dong-1-prj-vinhomes-times-city-park-hill/-ban-gap-p08-tang-12-view-thap-cuc-dep-pr43091598,"Dự án Times City - Park Hill, Đường Lĩnh Nam, Phường Mai Động, Hoàng Mai, Hà Nội","8,7 tỷ",87 m²,2 phòng,2 phòng,,,,,,Đông - Nam,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-co-loa-xa-dong-hoi-prj-vinhomes-co-loa/-cat-tuong-dt-75m-gia-re-nhat-cua-du-an-mien-lai-36-thang-ck-len-den-10-pr41999396,"Dự án Vinhomes Cổ Loa, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội",266 triệu/m²,75 m²,,,5 tầng,,,Sổ đỏ/ Sổ hồng.,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-ngoc-lam-phuong-ngoc-lam-2/ban-82-ty-180m2-4pn-7-tang-tien-7-5m-pr43005202,"Đường Ngọc Lâm, Phường Ngọc Lâm, Long Biên, Hà Nội",82 tỷ,180 m²,4 phòng,,7 tầng,"7,5 m",,Sổ đỏ/ Sổ hồng.,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-422-xa-tan-hoi-7-prj-vinhomes-wonder-city/chi-153-tr-m2-dat-so-huu-ngay-kinh-doanh-dt-96m2-4t-gia-re-nhat-dan-phuong-pr42986064,"Dự án Vinhomes Wonder City, Đường 422, Xã Tân Hội, Đan Phượng, Hà Nội","19,8 tỷ",96 m²,,,4 tầng,8 m,13 m,Sổ đỏ/ Sổ hồng,Cơ bản,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/xe-khe-3-thoang-chi-166-tr-m2-dat-re-nhat-dan-phuong-gan-vincom-truong-vinschool-96m2-4t-pr42985617,"Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội",16 tỷ,96 m²,,,4 tầng,,,Sổ đỏ/ Sổ hồng,Cơ bản,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-co-loa-xa-dong-hoi-prj-vinhomes-co-loa/ban-gap-gan-truong-ng-vien-noi-khu-ck-8-htls-den-36-thang-gia-goc-cdt-pr41999823,"Dự án Vinhomes Cổ Loa, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội",21 tỷ,80 m²,,,5 tầng,5 m,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-co-loa-xa-dong-hoi-prj-vinhomes-co-loa/chinh-chu-can-ban-gap-can-80m2-sieu-dep-gia-tot-pr43091138,"Dự án Vinhomes Cổ Loa, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội",26 tỷ,80 m²,,,,,,Hợp đồng mua bán,,Đông - Nam,Đông - Nam
https://batdongsan.com.vn/ban-nha-rieng-phuong-mo-lao/sieu-hiem-can-ban-nh-5-tang-ngay-gan-lang-viet-kieu-chau-au-phan-lo-o-to-tranh-7-45-ty-pr43091570,"Phường Mỗ Lao, Hà Đông, Hà Nội","7,45 tỷ",30 m²,3 phòng,3 phòng,5 tầng,,10 m,Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-32-xa-di-trach-prj-chung-cu-the-wisteria/chinh-chu-ban-3-pn-100m2-hinode-full-noi-that-cdt-gia-chi-5-8-ty-pr42557864,"The Wisteria, Đường 32, Xã Di Trạch, Hoài Đức, Hà Nội","5,8 tỷ",100 m²,3 phòng,,,,,Sổ đỏ/ Sổ hồng,Cơ bản,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-co-loa-xa-dong-hoi-prj-vinhomes-co-loa/ban-gap-chinh-chu-can-ban-ngoi-sao-62-5m-gia-18-5-ty-pr43091021,"Dự án Vinhomes Cổ Loa, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội","18,5 tỷ","62,5 m²",,,,5 m,,Hợp đồng mua bán,,Đông - Nam,Đông - Nam
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/chi-16-3-ty-so-huu-ngay-96m2-tai-du-an-dan-phuong-voi-chiet-khau-10-5-11-nam-pr42555297,"Dự án Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội","16,3 tỷ",96 m²,,,4 tầng,8 m,,Sổ đỏ/ Sổ hồng,Cơ bản,,
https://batdongsan.com.vn/ban-dat-duong-nguyen-hoang-ton-phuong-phu-thuong-1/chinh-chu-ban-ngo-o-to-thoang-truoc-sau-cach-mat-pho-20m-sieu-pham-dau-tu-giua-long-tay-ho-pr42601961,"Số 18 ngõ 110, đường Nguyễn Hoàng Tôn, Phường Phú Thượng, Tây Hồ, Hà Nội","33,5 tỷ","128,9 m²",,,,6 m,6 m,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-dat-duong-bang-liet-phuong-dai-kim/chuyen-nhuong-270-lo-lien-ke-tai-hoang-mai-gia-175-trieu-m-pr42195963,"Đường Bằng Liệt, Phường Đại Kim, Hoàng Mai, Hà Nội",175 triệu/m²,70 m²,,,,8 m,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-tran-quoc-vuong-phuong-dich-vong-hau/ban-5-tang-moi-full-noi-that-ngo-nong-vi-tri-di-lai-tien-loi-trung-tam-pr43091526,"Đường Trần Quốc Vượng, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội","7,5 tỷ",30 m²,3 phòng,4 phòng,5 tầng,"3,5 m",3 m,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây - Bắc,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-co-loa-xa-dong-hoi-prj-vinhomes-co-loa/sieu-pham-17m-vinhome-cach-ho-50m-gan-truong-viinchool-pho-am-thuc-75m2-5t-pr42885373,"Vinhomes Cổ Loa, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội",340 triệu/m²,75 m²,,,,,,Sổ đỏ/ Sổ hồng,Không nội thất,,
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-quoc-viet-phuong-nghia-do-1/phan-lo-vip-via-he-o-to-tranh-ngo-to-nhu-mat-pho-gara-kinh-anh-pr43091502,"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội","27,6 tỷ",61 m²,4 phòng,,5 tầng,"4,4 m",,Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-pham-van-dong-phuong-co-nhue-1-prj-thanh-pho-giao-luu/-san-vuon-2-mat-tien-o-to-tranh-215m2-4t-so-do-san-dich-pr41999936,"Thành phố Giao Lưu, Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",305 triệu/m²,215 m²,,,3 tầng,,,Sổ đỏ/ Sổ hồng,Cơ bản,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-chi-thanh-phuong-lang-thuong/ban-dong-da-68m2-x-6-tang-x-tien-6-2-via-he-kinh-doanh-pr43091556,"Đường Nguyễn Chí Thanh, Phường Láng Thượng, Đống Đa, Hà Nội",42 tỷ,68 m²,6 phòng,5 phòng,6 tầng,"6,2 m",14 m,Sổ đỏ/ Sổ hồng,Cơ bản,,
https://batdongsan.com.vn/ban-nha-rieng-duong-thanh-nhan-phuong-thanh-nhan/ban-ccmn-ngo-quynh-60m-x-6-tang-co-thang-may-dong-tien-khung-750tr-nam-pr43091492,"Đường Thanh Nhàn, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội","12,9 tỷ",60 m²,13 phòng,,6 tầng,,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-nha-rieng-pho-le-thanh-nghi-phuong-bach-khoa/ban-gap-quan-hai-ba-trung-dt-37m2-x-4-tang-3-pn-lo-goc-cach-20m-o-ngay-pr43091458,"Phố Lê Thanh Nghị, Phường Bách Khoa, Hai Bà Trưng, Hà Nội","8,25 tỷ",37 m²,3 phòng,3 phòng,4 tầng,,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-dat-xa-tien-phong-8/ban-nen-du-an-160m2-gia-cuc-chat-86-trieu-o-me-linh-ha-noi-pr43085618,"Xã Tiền Phong, Mê Linh, Hà Nội",86 triệu/m²,160 m²,,,,,,,,,
https://batdongsan.com.vn/ban-nha-rieng-phuong-thach-ban-1/-32m2-5-tang-6-8-ty-mt-5-5m-pr42906702,"Phường Thạch Bàn, Long Biên, Hà Nội","6,8 tỷ",32 m²,3 phòng,4 phòng,5 tầng,"5,5 m",4 m,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-victoria-vinhomes-smart-city/cat-lo-2n-tai-du-an-lh-zalo-pr43091290,"Dự án The Victoria , Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",Thỏa thuận,69 m²,2 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-nha-rieng-pho-bach-mai-phuong-bach-mai/ban-36m-x-4-tang-ngo-rong-thong-gia-7-6-ty-pr43075986,"Phố Bạch Mai, Phường Bạch Mai, Hai Bà Trưng, Hà Nội","7,6 tỷ",36 m²,5 phòng,4 phòng,4 tầng,,,Sổ đỏ chính chủ pháp lý đẹp giao dịch,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-khoai-phuong-vinh-tuy/ban-6-tang-thang-may-gara-o-to-pho-hai-ba-trung-moi-dep-gia-10-5-ty-pr43084434,"Đường Nguyễn Khoái, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội","10,5 tỷ",33 m²,3 phòng,5 phòng,6 tầng,,,Sổ đỏ chính chủ pháp lý đẹp giao dịch,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-rieng-duong-doi-nhan-phuong-vinh-phuc/ban-ba-dinh-dt-92m2-thang-may-7-tang-15-phong-chi-15-5-ty-dep-khu-vip-ba-dinh-pr43091536,"Đường Đội Nhân, Phường Vĩnh Phúc, Ba Đình, Hà Nội","15,5 tỷ",92 m²,5 phòng,4 phòng,4 tầng,4 m,5 m,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông,Đông
https://batdongsan.com.vn/ban-nha-rieng-pho-nghia-do-phuong-nghia-do-1/ban-phan-lo-cau-giay-65m2-5-tang-nhinh-27-ty-xay-kien-co-chac-chan-1-ra-pho-pr43091285,"Phố Nghĩa Đô, Phường Nghĩa Đô, Cầu Giấy, Hà Nội","27,6 tỷ",65 m²,4 phòng,4 phòng,5 tầng,"4,5 m",5 m,Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-rieng-phuong-ngoc-thuy/ban-pho-lo-goc-o-to-vao-full-noi-that-cao-cap-pr43072283,"Phường Ngọc Thụy, Long Biên, Hà Nội","13,8 tỷ",44 m²,4 phòng,3 phòng,4 tầng,,,Sổ đỏ chính chủ pháp lý đẹp,Đầy đủ Nội thất cao cấp đầy đủ.,,
https://batdongsan.com.vn/ban-nha-rieng-pho-hoang-cau-phuong-o-cho-dua/can-ban-dong-da-ha-noi-dien-tich-52m-4-tang-gan-pr43072124,"Phố Hoàng Cầu, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",12 tỷ,52 m²,4 phòng,3 phòng,4 tầng,5 m,,Sổ đỏ chính chủ pháp lý chuẩn,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-ngo-thi-nham-phuong-la-khe-prj-khu-do-thi-van-khe/-lo-goc-3-mat-tien-via-he-rong-455m2-3-5t-mt-62m-pr43091155,"Dự án Văn Khê, Đường Ngô Thì Nhậm, Phường La Khê, Hà Đông, Hà Nội","72,8 tỷ",455 m²,6 phòng,6 phòng,4 tầng,62 m,"16,5 m",Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-rieng-phuong-thanh-nhan/ban-7-tang-thang-may-gan-ho-vo-thi-sau-vai-buoc-ra-o-to-so-do-chinh-chu-pr43064070,"Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội","17,9 tỷ",41 m²,4 phòng,6 phòng,7 tầng,,,Sổ đỏ chính chủ pháp lý chuẩn giao dịch,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-rieng-duong-dam-quang-trung-phuong-cu-khoi/ban-lo-goc-pho-long-bien-o-to-do-cua-5-tang-35m-gia-6-95-ty-pr43085829,"Đường Đàm Quang Trung, Phường Cự Khối, Long Biên, Hà Nội","6,95 tỷ",35 m²,3 phòng,4 phòng,5 tầng,,,Sổ đỏ,,,
https://batdongsan.com.vn/ban-nha-rieng-pho-quan-nhan-phuong-nhan-chinh/ban-nh-vu-trong-phung-n-7-tang-thang-may-gan-gia-11-45-ty-pr43067812,"Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội","11,45 tỷ",36 m²,,,7 tầng,4 m,"2,5 m",Sổ đỏ/ Sổ hồng,Đầy đủ nội thất sang xịn.,,
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-pham-van-dong-phuong-co-nhue-1-prj-thanh-pho-giao-luu/re-qua-kdt-vi-he-gara-o-to-thang-may-kinh-doanh-dinh-128m2-5t-pr41429008,"Dự án Thành Phố Giao Lưu, Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",330 triệu/m²,128 m²,,,5 tầng,"7,5 m",,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-bo-de-phuong-bo-de/ban-p-long-bien-45m-x5t-8-9-ty-pr42117594,"Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội","8,9 tỷ",45 m²,5 phòng,4 phòng,5 tầng,5 m,8 m,Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-co-loa-xa-dong-hoi-prj-vinhomes-co-loa/hiem-2-mat-tien-40m-gan-ng-vien-va-khu-chung-cu-cao-cap-du-an-loa-pr41999190,"Dự án Vinhomes Cổ Loa, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội",28 tỷ,85 m²,,,,,40 m,Sổ đỏ/ Sổ hồng,,,
