Link,Địa chỉ,Mức giá,Diện tích,Số phòng ngủ,"Số phòng tắm, vệ sinh",Hướng nhà,Hướng ban công,Pháp lý,Nội thất,Mặt tiền,Đường vào,Số tầng
https://batdongsan.com.vn/ban-nha-mat-pho-duong-xuan-canh-xa-xuan-canh-1/-185-trieu-m2-96-m2-gan-vin-co-loa-vin-tam-cau-tu-lien-cau-nhat-tan-pr43137917,"Đường Xuân Canh, Xã Xuân Canh, Đông Anh, Hà Nội",185 triệu/m²,96 m²,2 phòng,1 phòng,,,Sổ đỏ/ Sổ hồng,Không nội thất,"5,5 m",7 m,2 tầng
https://batdongsan.com.vn/ban-dat-xa-tien-xuan/2505m-co-800m-tc-view-cao-thoang-nhin-toan-bo-canh-dong-pr43111394,"Xã Tiến Xuân, Thạch Thất, Hà Nội",Thỏa thuận,2.505 m²,,,,,Sổ đỏ/ Sổ hồng,,30 m,5 m,
https://batdongsan.com.vn/ban-kho-nha-xuong-xa-lai-yen/ban-nhanh-dat-khu-cong-nghiep-an-khanh-hoai-duc-ha-noi-pr43143837,"Lại Yên, Hoài Đức, Hà Nội","15,5 triệu/m²",6.301 m²,,,,,Sổ đỏ/ Sổ hồng,,41 m,36 m,
https://batdongsan.com.vn/ban-nha-rieng-duong-truong-dinh-phuong-thinh-liet/ban-xinh-cua-giang-vien-dai-hoc-5-tang-41m-6-x-ty-full-noi-that-pr42981469,"Đường Trương Định, Phường Thịnh Liệt, Hoàng Mai, Hà Nội","6,5 tỷ",41 m²,,,,,Sổ đỏ,Full nội thất.,,,5 tầng
https://batdongsan.com.vn/ban-dat-duong-nguyen-mau-tai-thi-tran-trau-quy/ban-gap-68m2-mat-tien-6-6m-phan-lo-via-he-oto-tranh-d-c-khu-tdc-gia-lam-hn-gia-6-5ty-pr37038165,"Đường Nguyễn Mậu Tài, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",17 tỷ,120 m²,,,,,Sổ đỏ/ Sổ hồng.,,"6,16 m",12 m,
https://batdongsan.com.vn/ban-nha-rieng-duong-phu-xa-phuong-phu-thuong-1/-quan-tay-ho-moi-tinh-ve-o-ngay-99m-19-6-ty-pr43112674,"Đường Phú Xá, Phường Phú Thượng, Tây Hồ, Hà Nội","19,6 tỷ",99 m²,,,,,Sổ đỏ/ Sổ hồng,Đủ nội thất đẹp và giá trị.,7 m,,5 tầng
https://batdongsan.com.vn/ban-nha-rieng-phuong-bo-de/ban-toa-can-ho-7-tang-150m-24-phong-full-noi-that-full-khach-thue-gan-cau-chuong-duong-vinh-tuy-pr42940209,"Phường Bồ Đề, Long Biên, Hà Nội","29,8 tỷ",150 m²,24 phòng,,,,Sổ đỏ/ Sổ hồng,"Đầy đủ. Đầy đủ nội thất, bếp, điều hòa, giường, tủ...",,,7 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ho-tung-mau-phuong-phu-dien-prj-goldmark-city/-anh-that-doc-quyen-ban-4pn-3wc-172m2-full-noi-that-chau-au-so-do-vuong-2-slot-o-to-pr43143832,"Goldmark City, Hồ Tùng Mậu, Phú Diễn, Bắc Từ Liêm, Hà Nội",9 tỷ,172 m²,4 phòng,3 phòng,Tây - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tu-mo-phuong-trung-hoa-4-prj-chung-cu-song-da-7/ban-penhouse-duplex-dac-biet-co-be-boi-rieng-biet-400m2-so-5-cau-giay-pr42723814,"Sông Đà 7, số 5, Đường Tú Mỡ, Phường Trung Hòa, Cầu Giấy, Hà Nội","35,8 tỷ","400,8 m²",5 phòng,4 phòng,,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-ha-tri-4-phuong-ha-cau/ban-6-5-ty-dong-pr43142168,"Đường Hà Trì 4, Phường Hà Cầu, Hà Đông, Hà Nội","6,5 tỷ",30 m²,4 phòng,4 phòng,Tây,,Sổ đỏ/ Sổ hồng,Đầy đủ,6 m,,5 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-huu-duc-phuong-cau-dien-prj-iris-garden/em-anh-ban-ch-2pn-2vs-gia-tot-full-do-tai-30-voi-day-du-tien-ich-pr42637626,"Iris Garden, Trần Hữu Dực, Cầu Diễn, Nam Từ Liêm, Hà Nội","4,8 tỷ",62 m²,2 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-trai-phuong-thuong-dinh/ban-toa-lo-goc-dt-141m2-7-tang-thang-may-mt-rong-45-ty-pr42857096,"Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội",45 tỷ,141 m²,,,,,,,,,7 tầng
https://batdongsan.com.vn/ban-dat-nen-du-an-duong-bat-khoi-phuong-cu-khoi/chinh-chu-ban-120m2-dau-gia-mat-25m-view-giua-ho-bo-doi-30ha-pr43144007,"Đường Bát Khối, Phường Cự Khối, Long Biên, Hà Nội",270 triệu/m²,120 m²,,,Bắc,,Sổ đỏ/ Sổ hồng,,6 m,25 m,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-tu-dinh-phuong-long-bien/xuat-sac-can-phan-lo-gan-san-golf-dt-70m2-x-7t-truoc-7m-gara-lh-pr43144005,"Đường Tư Đình, Phường Long Biên, Long Biên, Hà Nội","19,5 tỷ",70 m²,4 phòng,5 phòng,,,Sổ đỏ/ Sổ hồng,Cao cấp,"5,5 m",7 m,7 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-thach-ban-phuong-thach-ban-1/-55m-7-tang-thang-may-thong-san-mt-4-6m-gia-nao-cung-pr43117135,"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội","9,8 tỷ",55 m²,,,,,Sổ đỏ/ Sổ hồng.,Đầy đủ,"4,6 m",5 m,7 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-tran-binh-phuong-my-dinh-2-prj-the-garden-hills-99-tran-binh/minh-ban-3pn-2vs-full-do-dep-cc-hill-99-co-slotxe-oto-pr40667790,"Dự án The Garden Hills - 99 Trần Bình, Phố Trần Bình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội","4,8 tỷ",70 m²,2 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-lam-phuong-ngoc-lam-2/-60m-mt-5-2m-5-tang-tm-view-cong-vien-o-to-tranh-kd-vo-dich-pr43106515,"Đường Ngọc Lâm, Phường Ngọc Lâm, Long Biên, Hà Nội","15,3 tỷ",60 m²,,,,,Sổ đỏ/ Sổ hồng.,Đầy đủ.,"5,2 m",15 m,5 tầng
https://batdongsan.com.vn/ban-nha-rieng-phuong-ngoc-lam-2/-50m-5-tang-thang-may-o-to-tranh-via-he-gan-cong-vien-kinh-doanh-dinh-pr42997216,"Phường Ngọc Lâm, Long Biên, Hà Nội","9,8 tỷ",50 m²,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"4,3 m",5 m,5 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-lam-du-phuong-bo-de/cuc-pham-lo-goc-50m-7-tang-thang-may-mt-4-5m-o-to-tranh-kinh-doanh-dinh-pr42843081,"Đường Lâm Du, Phường Bồ Đề, Long Biên, Hà Nội","14,9 tỷ",50 m²,,,,,,Đầy đủ,"4,5 m",,
https://batdongsan.com.vn/ban-nha-rieng-duong-tay-mo-phuong-tay-mo/can-ban-gap-gan-vinhomes-ngo-thong-o-to-do-cua-kinh-doanh-dien-tich-65m2-gia-9-1-ty-pr43131083,"Đường Tây Mỗ, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","9,1 tỷ",65 m²,4 phòng,4 phòng,,,Sổ đỏ/ Sổ hồng,,4 m,5 m,4 tầng
https://batdongsan.com.vn/ban-nha-mat-pho-pho-hong-tien-phuong-bo-de/-dep-7-tang-thang-may-via-he-da-bong-kinh-doanh-vo-dich-pr42825523,"Phố Hồng Tiến, Phường Bồ Đề, Long Biên, Hà Nội",22 tỷ,50 m²,,,,,Sổ đỏ/ Sổ hồng,,"4,5 m",,7 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-lam-ha-1-phuong-bo-de/ban-sieu-mau-50m-x-8-tang-mat-tien-4-5m-co-tng-may-gara-o-to-o-to-tranh-pr42715599,"Đường Lâm Hạ, Phường Bồ Đề, Long Biên, Hà Nội","18,5 tỷ",50 m²,,,,,Sổ đỏ/ Sổ hồng.,,"4,5 m",,8 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ho-tung-mau-phuong-phu-dien-prj-goldmark-city/ban-2pn-86m2-full-noi-that-gia-cuc-tot-pr43143827,"Goldmark City, Hồ Tùng Mậu, Phú Diễn, Bắc Từ Liêm, Hà Nội","5,1 tỷ",86 m²,2 phòng,2 phòng,,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-mat-pho-pho-hong-tien-phuong-bo-de/sieu-pham-50m-6-tang-1-tum-thang-may-6-5m-via-he-5m-pr42582524,"Phố Hồng Tiến, Phường Bồ Đề, Long Biên, Hà Nội","27,8 tỷ",50 m²,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"6,5 m",,
https://batdongsan.com.vn/ban-nha-rieng-duong-bo-de-phuong-bo-de/ban-55m-6-tang-thang-may-view-ho-khong-gian-song-hoan-hao-giua-thu-do-pr42550449,"Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội","12,3 tỷ",55 m²,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,6 m,,
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-cu-1-phuong-bo-de/-83m-mt5m-7t-thang-may-ngo-truoc-rong-5m-kinh-doanh-ngo-thong-ban-co-o-to-tranh-pr42396402,"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội",19 tỷ,83 m²,5 phòng,,,,Sổ đỏ/ Sổ hồng,Đầy đủ.,5 m,5 m,7 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-chu-huy-man-phuong-phuc-dong/chinh-can-ban-can-70m-mt4m-5-tang-thang-may-lo-goc-o-to-tranh-kinh-doanh-dinh-pr41915676,"Đường Chu Huy Mân, Phường Phúc Đồng, Long Biên, Hà Nội","13,3 tỷ",70 m²,5 phòng,6 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ nội thất xịn.,4 m,,5 tầng
https://batdongsan.com.vn/ban-dat-duong-quoc-lo-32-xa-tan-lap-24/ban-xay-can-ho-dich-vu-tai-kdt-tay-do-dan-phuong-hn-pr43117311,"Đường Quốc lộ 32, Xã Tân Lập, Đan Phượng, Hà Nội",145 triệu/m²,78 m²,,,Tây - Nam,,Sổ đỏ/ Sổ hồng,,"6,5 m",8 m,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-hong-tien-phuong-bo-de-prj-hc-golden-city/chinh-chu-ban-2n2w-tang-cao-tang-chu-nha-thien-chi-co-thuong-luong-pr43139286,"Dự án HC Golden City, Phố Hồng Tiến, Phường Bồ Đề, Long Biên, Hà Nội","5,5 tỷ",72 m²,2 phòng,2 phòng,,,Hợp đồng mua bán,Đầy đủ,,,
https://batdongsan.com.vn/ban-dat-phuong-kien-hung/em-can-ban-dv-hang-be-dt-50m2-mt-5-5m-gia-dau-tu-pr43144000,"Phường Kiến Hưng, Hà Đông, Hà Nội",13 tỷ,50 m²,,,,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-dat-duong-yen-lo-phuong-yen-nghia-1/ban-vuon-tai-ha-dong-ha-noi-gia-thoa-thuan-348m2-pr42594433,"Đường Yên Lộ, Phường Yên Nghĩa, Hà Đông, Hà Nội",Thỏa thuận,348 m²,,,,,Sổ đỏ/ Sổ hồng,,"5,8 m",8 m,
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/chu-nha-tien-gap-giam-ngay-200tr-2pn1vs-full-do-dep-chi-con-2ty600tr-tai-par-pr43049392,"Vinhomes Ocean Park Gia Lâm, Dương Xá, Gia Lâm, Hà Nội","2,6 tỷ",60 m²,2 phòng,1 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-thi-tran-dong-anh-1-prj-happy-land-1-5-dong-anh/-lk-5-tang-noi-that-dep-kinh-doanh-van-phong-co-thang-may-duong-2-3-oto-tranh-pr42728578,"Dự án Happy Land Đông Anh, Thị trấn Đông Anh, Đông Anh, Hà Nội","12,3 tỷ",70 m²,4 phòng,4 phòng,,,Sổ đỏ/ Sổ hồng,,5 m,10 m,5 tầng
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-le-quang-dao-phuong-dai-mo-prj-louis-city-dai-mo/can-ban-gap-can-goc-da-dt-120m2-lh-0983-080-621-pr35993370,"Dự án Louis City, Đường Lê Quang Đạo, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",Thỏa thuận,120 m²,,,,,,,6 m,,5 tầng
https://batdongsan.com.vn/ban-nha-mat-pho-duong-vo-chi-cong-phuong-xuan-la/ban-mp-dt-159m2-mt-rong-lo-goc-7-tang-thang-may-46-ty-dong-tien-200tr-th-pr42860322,"Đường Võ Chí Công, Phường Xuân La, Tây Hồ, Hà Nội",46 tỷ,159 m²,,,,,,,,,7 tầng
https://batdongsan.com.vn/ban-nha-rieng-pho-linh-lang-phuong-cong-vi/ban-toa-apartment-chdv-cao-cap-8tang-mt10-dong-tien-200tr-thang-cach-1-pr42889694,"Phố Linh Lang, Phường Cống Vị, Ba Đình, Hà Nội","37,8 tỷ",120 m²,14 phòng,15 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,10 m,3 m,8 tầng
https://batdongsan.com.vn/ban-dat-xa-hai-boi/ban-phan-lo-dong-nhan-170m-duong-o-to-tranh-canh-thanh-pho-thong-minh-pr43137492,"Đồng Nhân, Xã Hải Bối, Đông Anh, Hà Nội",27 tỷ,170 m²,,,,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/re-nhat-2pn2vs-1-goc-70m-full-noi-that-3-ty250tr-view-sieu-thoang-pr43049196,"Vinhomes Ocean Park Gia Lâm, Dương Xá, Gia Lâm, Hà Nội","3,25 tỷ",70 m²,2 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-dat-xa-cao-vien/ban-70m2-tai-thanh-oai-ha-noi-gia-cuc-chat-38-trieu-m2-pr43070534,"Xã Cao Viên, Thanh Oai, Hà Nội",38 triệu/m²,70 m²,,,,,Hợp đồng mua bán,,"4,2 m",5 m,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-trong-tan-xa-an-khanh-4-prj-gemek-premium/quy-2pn-3pn-tai-du-gia-tot-khong-dg-ao-nha-ao-cau-view-pr43143818,"Gemek Premium, Đường Lê Trọng Tấn, Xã An Khánh, Hoài Đức, Hà Nội",4 tỷ,83 m²,2 phòng,2 phòng,Tây - Nam,Tây - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-k2-phuong-cau-dien-prj-vinaconex-7/gia-tot-7-nguyen-van-giap-hang-xom-vinhome-huong-tron-tien-ich-vinhome-pr43143045,"Vinaconex 7 - 34 Cầu Diễn, Đường K2, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội","5,1 tỷ",88 m²,2 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-hoang-liet-prj-rainbow-linh-dam/ban-cc-6-4-ty-93m2-3pn-2wc-p-q-mai-hn-hot-pr43141506,"Dự án Rainbow Linh Đàm, Phường Hoàng Liệt, Hoàng Mai, Hà Nội","6,4 tỷ",93 m²,3 phòng,2 phòng,,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-70-2-phuong-dai-mo-prj-louis-city-dai-mo/sieu-re-chinh-chu-can-ban-can-100m2-huong-dong-nam-du-an-mo-pr37208449,"Dự án Louis City, Đường 70, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",31 tỷ,"108,5 m²",,,Đông - Nam,,,,,,
https://batdongsan.com.vn/ban-nha-rieng-phuong-tan-mai-2/ban-hoang-ha-noi-pr43141463,"Phường Tân Mai, Hoàng Mai, Hà Nội","3,8 tỷ",18 m²,4 phòng,,,,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/goi-cho-em-ngay-de-mua-duoc-3pn2vs-80m-full-noi-that-3-ty700tr-tai-park-pr43049485,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội","3,7 tỷ",80 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-chi-thanh-phuong-lang-ha-prj-vinhomes-nguyen-chi-thanh/nh-chu-ban-86m-2-ngu-vinmes-54a-lh-0936-236-282-pr28059887,"Vinhomes Nguyễn Chí Thanh, 54A, Đường Nguyễn Chí Thanh, Phường Láng Hạ, Đống Đa, Hà Nội",Thỏa thuận,86 m²,2 phòng,2 phòng,,Đông - Nam,Đã có sổ đỏ.,Đầy đủ đồ nội thất.,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-chi-thanh-phuong-lang-thuong-prj-vinhomes-nguyen-chi-thanh/ban-nhanh-goc-view-thoang-137m-3pn-lh-pr40387938,"Dự án Vinhomes Nguyễn Chí Thanh, Đường Nguyễn Chí Thanh, Phường Láng Thượng, Đống Đa, Hà Nội",Thỏa thuận,137 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-nha-rieng-phuong-van-phuc-1/dau-tu-ngay-50m-7-tang-thang-may-khu-dich-vu-ha-dong-o-to-tranh-via-he-kinh-doanh-pr43142073,"Phường Vạn Phúc, Hà Đông, Hà Nội","17,5 tỷ",45 m²,6 phòng,6 phòng,Đông - Nam,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,4 m,12 m,7 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-chi-thanh-phuong-lang-thuong-prj-vinhomes-nguyen-chi-thanh/nh-chu-ban-vinmes-54a-86m-2-ngu-full-do-gia-tot-nhat-0936-363-925-pr31837329,"Vinhomes Nguyễn Chí Thanh, 54A, Đường Nguyễn Chí Thanh, Phường Láng Thượng, Đống Đa, Hà Nội",Thỏa thuận,86 m²,2 phòng,2 phòng,Tây - Bắc,Đông - Nam,Có sổ đỏ.,Đầy đủ trang thiết bị nội thất hiện đại.,,,
https://batdongsan.com.vn/ban-dat-xa-xuan-canh-1/can-ban-55m2-va-82m2-o-dong-anh-gan-ngay-vin-coloa-cau-tu-lien-chi-voi-gia-98tr-m2-pr43136852,"Xuân Trạch, Xã Xuân Canh, Đông Anh, Hà Nội",98 triệu/m²,55 m²,,,,,Sổ đỏ/ Sổ hồng,,"8,3 m",,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-van-dong-phuong-co-nhue-1/ban-cc-3pn-2wc-87m2-tai-1-bac-tu-liem-gia-cuc-chat-5-35-ty-pr43143042,"Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội","5,35 tỷ",87 m²,3 phòng,2 phòng,Nam,Bắc,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-nha-mat-pho-pho-giang-vo-phuong-kim-ma/ban-lo-goc-10-tang-thang-may-146m2-tien-rong-49-ty-pr42861420,"Phố Giảng Võ, Phường Kim Mã, Ba Đình, Hà Nội",Thỏa thuận,146 m²,,,,,Sổ đỏ.,,,,10 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/nhanh-tay-so-huu-studio-full-do-1-ty650tr-tang-trung-view-thoangtai-park-pr43049713,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội","1,65 tỷ",31 m²,1 phòng,1 phòng,,,,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-doi-can-phuong-cong-vi/ban-16-9-ty-51m2-tien-3-8m-chinh-chu-ba-dinh-ha-noi-pr43140802,"Đường Đội Cấn, Phường Cống Vị, Ba Đình, Hà Nội","16,9 tỷ",51 m²,,,,,Sổ đỏ,,"3,8 m",,4 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-quoc-lo-32-xa-tan-lap-24-prj-khu-do-thi-moi-tan-tay-do/ban-80m-3pn-2wc-kdt-dan-phuong-hn-pr43117270,"Dự án Tân Tây Đô, Đường Quốc lộ 32, Xã Tân Lập, Đan Phượng, Hà Nội","3,65 tỷ",80 m²,3 phòng,2 phòng,Đông - Nam,Đông - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/quy-chuyen-nhuong-vinmes-1-studio-1n-2n-3pn-tot-nhat-2025-pr43143980?c=d1,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội","4,13 tỷ",74 m²,2 phòng,2 phòng,Đông - Bắc,Tây - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-la-khe-prj-the-charm-an-hung/quy-tg-dep-nhat-mien-phi-qly-12th-ck-3-full-noi-that-cao-cap-pr43141975,"Dự án The Charm An Hưng, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội","5,5 tỷ","72,1 m²",2 phòng,,,,,Full nội thất cao cấp.,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-lo-32-xa-tan-lap-24-prj-khu-do-thi-moi-tan-tay-do/nhan-gui-ban-dat-dich-vu-kdt-e-hai-chuyen-bds-pr40109996,"Dự án Tân Tây Đô, Đường Quốc lộ 32, Xã Tân Lập, Đan Phượng, Hà Nội",Thỏa thuận,90 m²,6 phòng,5 phòng,Đông - Nam,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,5 m,17 m,4 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/chi-2-ty230tr-so-huu-ngay-1pn-47m-view-sieu-thoang-nga-4-nhin-ra-khu-vui-choi-to-nhat-vinhomes-pr43049806,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội","2,23 tỷ",47 m²,1 phòng,1 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-quoc-lo-32-xa-tan-lap-24-prj-khu-do-thi-moi-tan-tay-do/-95m2-3pn-2wc-toa-ct2a-day-du-noi-that-dep-san-o-nha-dep-ac-lien-he-ngay-so-nhe-pr43117297,"Dự án Tân Tây Đô, Đường Quốc lộ 32, Xã Tân Lập, Đan Phượng, Hà Nội","4,1 tỷ",95 m²,3 phòng,2 phòng,Đông - Bắc,Đông - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-dat-xa-xuy-xa/ban-dau-gia-khu-ao-ong-khanh-thon-thuong-my-duc-gia-31-tr-m2-lu-pr43140733,"Thôn Thượng, Xã Xuy Xá, Mỹ Đức, Hà Nội",31 triệu/m²,"114,7 m²",,,,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-lo-32-xa-tan-lap-24-prj-khu-do-thi-moi-tan-tay-do/chuyen-ban-bt-lk-kdt-ng-dan-phuong-hn-pr43117300,"Dự án Tân Tây Đô, Đường Quốc lộ 32, Xã Tân Lập, Đan Phượng, Hà Nội",128 triệu/m²,204 m²,5 phòng,5 phòng,Tây - Bắc,Tây - Bắc,Sổ đỏ/ Sổ hồng,Không nội thất,12 m,12 m,3 tầng
https://batdongsan.com.vn/ban-dat-duong-vai-reo-thi-tran-quoc-oai-1/-nen-gia-f0-full-tho-cu-tai-hoa-lac-doi-dien-tai-dinh-cu-dien-tich-tu-100m2-gia-tot-pr43143802,"Đường Vai Réo, Thị trấn Quốc Oai, Quốc Oai, Hà Nội",Thỏa thuận,100 m²,,,,,,,,,
https://batdongsan.com.vn/ban-dat-duong-quoc-lo-32-xa-tan-lap-24/ban-tay-do-dan-phuong-hn-pr43117306,"Đường Quốc lộ 32, Xã Tân Lập, Đan Phượng, Hà Nội",155 triệu/m²,56 m²,,,Tây - Nam,,Sổ đỏ/ Sổ hồng,,"4,67 m",8 m,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-pham-van-dong-phuong-co-nhue-2/ban-lo-goc-7-tang-dt-142-m2-mt-rong-44-ty-tien-150-tr-thang-pr42861542,"Đường Phạm Văn Đồng, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",45 tỷ,142 m²,,,,,,,,,7 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-quoc-lo-32-xa-tan-lap-24-prj-khu-do-thi-moi-tan-tay-do/chinh-chu-ban-2pn-2wc-80m2-kdt-san-so-tro-tra-gop-toi-30-nam-ls-5-5-nam-pr39621877,"Dự án Tân Tây Đô, Đường Quốc lộ 32, Xã Tân Lập, Đan Phượng, Hà Nội","3,6 tỷ",82 m²,2 phòng,2 phòng,Đông - Nam,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-ha-huy-tap-xa-xa-yen-vien/ban-dat-tang-gia-lam-noi-pr43142450,"Đường Hà Huy Tập, Xã Xã Yên Viên, Gia Lâm, Hà Nội","5,7 tỷ",96 m²,3 phòng,3 phòng,Đông,Đông,Sổ đỏ/ Sổ hồng,Không nội thất,5 m,10 m,3 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-hieu-phuong-ha-cau-prj-xuan-mai-tower-ct2-to-hieu/khach-hang-thien-chi-ban-nhanh-trong-tuan-hiem-co-the-thiet-ke-2-ngu-ma-chi-hon-2-8-ty-pr42813906,"Dự án Xuân Mai Tower - CT2 Tô Hiệu, Đường Tô Hiệu, Phường Hà Cầu, Hà Đông, Hà Nội","2,85 tỷ",48 m²,1 phòng,,,,Sổ đỏ/ Sổ hồng,Cơ bản,,,
https://batdongsan.com.vn/ban-dat-duong-dai-bi-xa-uy-no/ban-dong-anh-thong-cac-nga-mat-tien-rong-xay-nha-dep-khu-dong-duc-dan-cu-pr43135921,"Đường Đài Bi, Xã Uy Nỗ, Đông Anh, Hà Nội",7 tỷ,99 m²,,,,,Sổ đỏ/ Sổ hồng,,5 m,4 m,
https://batdongsan.com.vn/ban-dat-duong-dan-hoi-xa-tan-lap-24/can-ban-56-8-m2-mat-ngo-phuong-o-to-vao-gia-8x-tr-pr43143969,"Đường Đan Hội, Xã Tân Lập, Đan Phượng, Hà Nội",Thỏa thuận,"56,8 m²",,,Đông - Nam,,Sổ đỏ/ Sổ hồng,,"3,66 m",3 m,
