Link,Địa chỉ,Mức giá,Diện tích,Mặt tiền,Nội thất,Số phòng ngủ,"Số phòng tắm, vệ sinh",Số tầng,Hướng nhà,Hướng ban công,Đường vào,Pháp lý
https://batdongsan.com.vn/ban-nha-mat-pho-duong-dong-co-phuong-buoi/-moi-ha-tang-dep-lo-goc-gia-re-vi-tri-dac-dia-pr38763442,"Đường Đồng Cổ, Phường Bưởi, Tây Hồ, Hà Nội",62 tỷ,340 m²,10 m,,,,,Đông - Bắc,Đông - Bắc,12 m,Sổ đỏ/ Sổ hồng.
https://batdongsan.com.vn/ban-nha-mat-pho-duong-vuong-thua-vu-phuong-khuong-mai/3-tien-chien-luoc-3-tien-dac-dia-3-tien-van-mp-tap-trung-tru-so-ngan-hang-pr41413649,"Đường Vương Thừa Vũ, Phường Khương Mai, Thanh Xuân, Hà Nội","71,9 tỷ",160 m²,9 m,,3 phòng,3 phòng,3 tầng,Tây,Tây,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-tay-mo-prj-the-sapphire-vinhomes-smart-city/cho-thue-va-ban-moi-mat-bang-du-an-vinhome-280ha-dan-so-100-000-nguoi-pr41943124,"Dự án The Sapphire-Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",12 tỷ,65 m²,8 m,Không nội thất,,,,,,30 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-loai-bat-dong-san-khac-phuong-la-khe-prj-khu-do-thi-moi-la-khe/ban-thuong-mai-tai-kdt-46-ty-300m2-pr42990953,"Dự án KĐT La Khê, Phường La Khê, Hà Đông, Hà Nội",46 tỷ,300 m²,50 m,Cơ bản,,,,Đông,Tây,60 m,Sàn thương mại có sổ đỏ lâu dài
https://batdongsan.com.vn/ban-nha-rieng-duong-le-trong-tan-phuong-thuong-dinh/ban-tai-16-5-ty-52-m2-6pn-7wc-gia-sieu-hoi-uy-tin-pr42915096,"Đường Lê Trọng Tấn, Phường Thượng Đình, Thanh Xuân, Hà Nội","16,5 tỷ",52 m²,4 m,Cơ bản,6 phòng,7 phòng,6 tầng,,,4 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-duong-quan-hoa-phuong-quan-hoa/ban-toa-ccmn-pho-88m2-x-8-tang-thang-may-16-phong-kk-40m-ra-mat-pho-pr42981715,"Đường Quan Hoa, Phường Quan Hoa, Cầu Giấy, Hà Nội","17,5 tỷ",88 m²,6 m,Đầy đủ,16 phòng,16 phòng,8 tầng,,,"2,5 m",Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-duong-bui-huy-bich-phuong-thinh-liet/ban-nr-5pn-4wc-tai-khu-vuc-phan-lo-rat-gan-pho-nhieu-tien-ich-7-85-ty-38m2-pr42990577,"Đường Bùi Huy Bích, Phường Thịnh Liệt, Hoàng Mai, Hà Nội","7,85 tỷ",38 m²,5 m,,5 phòng,4 phòng,5 tầng,,,"2,5 m",Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-phap-van-phuong-yen-so-prj-gamuda-gardens/toi-hung-chinh-chu-ban-2-can-lk-st5-va-st4-do-115m2-gia-2x-ty-pr41457364,"Dự án Gamuda Gardens, Đường Pháp Vân, Phường Yên Sở, Hoàng Mai, Hà Nội",280 triệu/m²,115 m²,5 m,Không nội thất,5 phòng,4 phòng,4 tầng,Đông - Nam,Tây - Bắc,15 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-dat-duong-tinh-lo-72-xa-an-khanh-4/-chinh-chu-muon-thh-kho-mh-52m2-mat-tien-3-4m-gia-chi-co-6-1-ty-khh-hoai-duc-pr42990084,"Đường Tỉnh lộ 72, Xã An Khánh, Hoài Đức, Hà Nội","6,1 tỷ",52 m²,"3,4 m",,,,,Nam,,4 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-sao-bien-23-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/-dinh-can-ban-can-lien-ke-vua-o-vua-kinh-doanh-khu-23-sb23-ocp1-pr37779291,"Dự án Vinhomes Ocean Park Gia Lâm, Đường Sao Biển 23, Xã Dương Xá, Gia Lâm, Hà Nội","12,9 tỷ","67,5 m²",5 m,Cơ bản,3 phòng,3 phòng,5 tầng,Tây,Nam,17 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-chung-cu-the-senique-hanoi/chinh-chu-ban-duplex-118m-toa-sp-view-bien-tang-dep-pr42185387,"Dự án Chung cư The Senique Hanoi , Xã Dương Xá, Gia Lâm, Hà Nội",Thỏa thuận,118 m²,,Không nội thất,3 phòng,2 phòng,,Tây - Bắc,Đông - Nam,,Hợp đồng mua bán
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-duong-noi-prj-an-quy-villa-kdt-duong-noi/-gia-tot-hon-dat-nen-sap-tg-gia-dot-thong-le-qug-dao-t5-pr42214345,"Dự án An Quý Villa - KĐT Dương Nội, Phường Dương Nội, Hà Đông, Hà Nội",Thỏa thuận,198 m²,10 m,Không nội thất,4 phòng,4 phòng,3 tầng,Tây - Bắc,Đông - Nam,30 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xuan-tao-phuong-xuan-dinh-prj-n02-t2-ngoai-giao-doan/chinh-chu-ban-tang-cao-full-noi-that-dep-pr42988718,"Dự án N02-T2 Ngoại Giao Đoàn, Đường Xuân Tảo, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội","6,6 tỷ",78 m²,,Đầy đủ,2 phòng,2 phòng,,Đông,Bắc,,Đang chờ sổ
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-lo-32-thi-tran-tram-troi-prj-khu-do-thi-moi-lideco-bac-quoc-lo-32/ban-hoai-duc-to-rong-xay-tho-hoan-thien-ngoai-pr42531091,"Dự án Lideco, Đường Quốc lộ 32, Thị trấn Trạm Trôi, Hoài Đức, Hà Nội",33 tỷ,222 m²,11 m,Không nội thất,,,5 tầng,,,24 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-lo-32-xa-di-trach-prj-hinode-royal-park/toi-chinh-chu-ban-lk19-o-44-kdt-royalpark-kim-chung-hoai-duc-ha-noi-vi-tri-vip-pr42562294,"Hinode Royal Park, Quốc lộ 32, Di Trạch, Hoài Đức, Hà Nội",22 tỷ,100 m²,,,,,5 tầng,,,33 m,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-lo-32-thi-tran-tram-troi-prj-khu-do-thi-moi-lideco-bac-quoc-lo-32/ban-hoai-duc-ha-noi-dtich-145m-5-tang-da-hoan-thien-co-thang-may-pr42989705,"Khu đô thị mới Lideco - Bắc Quốc lộ 32, Quốc lộ 32, Trạm Trôi, Hoài Đức, Hà Nội","23,5 tỷ",145 m²,"9,8 m",Đầy đủ,,,,,,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-co-nhue-phuong-co-nhue-1-prj-an-binh-tower/ban-521-dt-63m2-2pn-1-pk-1wc-1-bep-pr42989545,"Dự án An Bình Tower, 521 Đường Cổ Nhuế, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội","2,8 tỷ",63 m²,,Đầy đủ,2 phòng,1 phòng,,Đông - Nam,Tây - Bắc,,Hợp đồng mua bán
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-thu-do-phuong-hoang-liet-prj-green-park-tran-thu-do/ban-nha-chinh-chu-so-1-do-pr40940793,"Dự án Green Park Trần Thủ Độ, Đường Trần Thủ Độ, Phường Hoàng Liệt, Hoàng Mai, Hà Nội","2,98 tỷ",53 m²,,Đầy đủ,2 phòng,2 phòng,,Tây - Bắc,Đông - Nam,,Hợp đồng mua bán
https://batdongsan.com.vn/ban-nha-rieng-duong-dao-tan-phuong-cong-vi/chinh-chu-ban-4-tang-ngo-92-tan-pr40349147,"Ngõ 92, Đường Đào Tấn, Phường Cống Vị, Ba Đình, Hà Nội","16,8 tỷ",61 m²,5 m,,5 phòng,4 phòng,4 tầng,Nam,Nam,3 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-quang-dao-phuong-me-tri-prj-the-matrix-one/ban-cc-o-996-ty-83m2-gia-tot-sieu-hot-pr42989429,"Dự án The Matrix One, Đường Lê Quang Đạo, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",Thỏa thuận,83 m²,,Cơ bản,,,,,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-sa-doi-phuong-dai-mo/sieu-pham-shophouse-kinh-doanh-dau-tu-90m2-25-5-ty-hang-xom-vin-green-bay-2-pr42575784,"Đường Sa Đôi, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",25 tỷ,90 m²,6 m,Không nội thất,4 phòng,4 phòng,4 tầng,,,16 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-thang-long-phuong-tay-mo-prj-imperia-sola-park/-cat-hoa-hau-2n-2v-tang-trung-view-be-boi-noi-khu-vinsmartcity-pr42989236,"Imperia Sola Park, Đường Đại lộ Thăng Long, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","3,9 tỷ","54,9 m²",,Cơ bản,2 phòng,2 phòng,,Tây - Nam,Đông - Bắc,,Hợp đồng mua bán
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-xa-da-ton-prj-the-sapphire-2-vinhomes-ocean-park/s2-08-chinh-chu-ban-gap-shop-chan-de-mat-sanh-gia-16-ti-pr42989020,"Dự án The Sapphire 2 - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội",16 tỷ,137 m²,,,,,,Đông - Bắc,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-co-loa-xa-dong-hoi-prj-vinhomes-co-loa/chinh-chu-ban-gap-can-o-vd3-gia-chi-23-2-ti-pr42988946,"Dự án Vinhomes Cổ Loa, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội","23,2 tỷ",75 m²,5 m,,,,,Tây - Bắc,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-co-loa-xa-dong-hoi-prj-vinhomes-co-loa/minh-can-ban-gap-can-vd3-vi-tri-dep-gia-de-chiu-23-6-ti-pr42988893,"Dự án Vinhomes Cổ Loa, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội","23,6 tỷ",75 m²,5 m,,,,,Đông - Nam,,,
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-xa-da-ton-prj-the-sapphire-2-vinhomes-ocean-park/chinh-chu-muon-ban-ngay-can-shop-chan-de-s2-08-gia-6-9-ti-pr42988832,"Dự án The Sapphire 2 - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội","6,9 tỷ",48 m²,,,,,,Đông - Nam,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/ban-nha-chinh-chu-toa-r103-3n2vs-5-2-ti-pr42988765,"Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội","5,2 tỷ",76 m²,,Đầy đủ,3 phòng,2 phòng,,,Đông - Bắc,,
https://batdongsan.com.vn/ban-nha-rieng-phuong-kham-thien/ban-tai-dong-da-ha-noi-8-ty-40m2-gia-cuc-chat-pr42987581,"Phường Khâm Thiên, Đống Đa, Hà Nội",8 tỷ,40 m²,5 m,Đầy đủ,3 phòng,4 phòng,5 tầng,Tây,,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-pho-quan-nhan-phuong-nhan-chinh/ban-cc-2pn-1wc-55m2-tai-thanh-xuan-hn-gia-tot-pr42911183,"Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội","1,96 tỷ",55 m²,,Đầy đủ,2 phòng,1 phòng,,,,,Hợp đồng mua bán
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-duc-thuan-xa-dang-xa-prj-lan-vien-villa/ban-gap-can-lk-4tang-dt-132m2-mt-6m-d-c-kdt-gia-lam-hn-view-truong-hoc-thoang-gia-11-ty-pr37290077,"Dự án Lan Viên Villa, Đường Nguyễn Đức Thuận, Xã Đặng Xá, Gia Lâm, Hà Nội",16 tỷ,132 m²,,,,,,,,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-hung-phuong-me-tri-prj-keangnam-hanoi-landmark-tower/ban-cao-cap-3-ngu-dt-118m-gia-9-1-ty-san-so-full-noi-that-pr42451721,"Keangnam Hanoi Landmark Tower, Phạm Hùng, Mễ Trì, Nam Từ Liêm, Hà Nội","9,8 tỷ",118 m²,,Đầy đủ,3 phòng,2 phòng,,,,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-duong-truong-dinh-phuong-giap-bat/ban-khu-vuc-song-set-lo-goc-2-thoang-10m-ra-pho-dan-xay-chac-chan-pr42939759,"Đường Trương Định, Phường Giáp Bát, Hoàng Mai, Hà Nội","7,84 tỷ",36 m²,"4,6 m",,3 phòng,3 phòng,5 tầng,,,2 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-trung-hoa-4-prj-thang-long-number-one/gia-dinh-ban-gap-4-ngu-cau-giay-dt-162m-gia-9-9-ty-san-so-full-do-pr42705440,"Dự án Thăng Long Number One, Phường Trung Hòa, Cầu Giấy, Hà Nội",8 tỷ,116 m²,,Đầy đủ,4 phòng,3 phòng,,Tây - Bắc,Đông - Nam,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-pho-thai-ha-phuong-trung-liet/-39mx6t-thg-may-mt7m-gia-13-2-ty-pr42987564,"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội","13,2 tỷ",39 m²,,,,,,,,,
https://batdongsan.com.vn/ban-dat-duong-vanh-dai-3-phuong-yen-so/ban-cuc-hiem-gamuda-gardens-hoang-mai-3000m2-80ty-3-mat-tien-vd3-pr41937451,"Đường Vành Đai 3, Phường Yên Sở, Hoàng Mai, Hà Nội",75 tỷ,3.000 m²,100 m,,,,,,,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-tran-phu-7-prj-gamuda-gardens/ban-can-lien-ke-5-tang-75m2-33-ty-kinh-doanh-pr42987601,"Dự án Gamuda Gardens, Phường Trần Phú, Hoàng Mai, Hà Nội",33 tỷ,75 m²,"5,2 m",Đầy đủ,2 phòng,3 phòng,5 tầng,,,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-van-khe-phuong-la-khe-prj-khu-do-thi-van-khe/lk-truc-17m-kinh-doanh-83m-x-4-tang-24ty-pr42713401,"Văn Khê, Đường Văn Khê, Phường La Khê, Hà Đông, Hà Nội",24 tỷ,83 m²,5 m,Không nội thất,5 phòng,4 phòng,4 tầng,,,17 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-phap-van-phuong-yen-so-prj-gamuda-gardens/ban-can-phan-lo-lien-ke-4-tang-gadens-kinh-doanh-132m2-40-ty-pr42084092,"Dự án Gamuda Gardens, Đường Pháp Vân, Phường Yên Sở, Hoàng Mai, Hà Nội","44,9 tỷ",132 m²,"5,5 m",Đầy đủ.,3 phòng,3 phòng,4 tầng,,,,Sổ đỏ/ Sổ hồng.
https://batdongsan.com.vn/ban-nha-rieng-duong-thinh-quang-phuong-thinh-quang/ban-toa-chdv-pho-lo-goc-92m2-x-7-tang-dong-tien-110-trieu-thang-5m-ra-mat-pho-pr42950949,"Đường Thịnh Quang, Phường Thịnh Quang, Đống Đa, Hà Nội","17,1 tỷ",92 m²,5 m,,22 phòng,22 phòng,7 tầng,,,3 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-duong-cau-giay-phuong-quan-hoa/ban-toa-ccmn-75m2-x-7-tang-thang-may-12-phong-kk-20m-ra-mat-pho-pr42962510,"Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội","15,1 tỷ",75 m²,5 m,Đầy đủ,12 phòng,12 phòng,7 tầng,,,3 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-dat-duong-trau-quy-thi-tran-trau-quy/-nen-full-tho-cu-kinh-doanh-sam-uat-pr42954117,"Đường Trâu Quỳ, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",11 tỷ,86 m²,5 m,,,,,Nam,,6 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-duong-kim-quan-phuong-viet-hung-2/ban-lb-mat-tien-dep-3-thoang-xay-khach-san-toa-van-phong-chung-cu-mini-dt121m-pr42986675,"Đường Kim Quan, Phường Việt Hưng, Long Biên, Hà Nội","19,2 tỷ",121 m²,"5,5 m",Không nội thất,1 phòng,1 phòng,1 tầng,,,12 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-mat-pho-duong-pham-van-dong-phuong-xuan-dinh/ban-4-tang-68-m-tien-5m-via-he-da-bong-kinh-doanh-dinh-pr42953925,"Đường Phạm Văn Đồng, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",29 tỷ,68 m²,5 m,Đầy đủ,4 phòng,4 phòng,4 tầng,,,20 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-mat-pho-duong-thanh-nhan-phuong-thanh-nhan/ban-n-kinh-doanh-70m2-34-5-ty-via-he-rong-pr42986518,"Đường Thanh Nhàn, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội","34,5 tỷ",70 m²,"3,5 m",Đầy đủ,2 phòng,2 phòng,3 tầng,,,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-phuong-kham-thien/ban-4pn-5wc-tai-dong-da-ha-noi-7-9-ty-38m2-pr42986377,"Phường Khâm Thiên, Đống Đa, Hà Nội","7,9 tỷ",38 m²,"4,5 m",Đầy đủ,4 phòng,5 phòng,6 tầng,,,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-phuong-hang-bot-1/ban-nr-3pn-4wc-gia-uu-dai-5-38-ty-tai-dong-da-ha-noi-pr42986328,"Phường Hàng Bột, Đống Đa, Hà Nội","5,38 tỷ",25 m²,"2,8 m",Đầy đủ,3 phòng,4 phòng,5 tầng,,,3 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-duong-duc-dien-phuong-phuc-dien/cuc-soc-o-to-dau-cua-bac-tu-liem-5-tang-xay-moi-gia-chi-nhinh-6-ty-pr42986204,"Đường Đức Diễn, Phường Phúc Diễn, Bắc Từ Liêm, Hà Nội","6,9 tỷ",34 m²,3 m,Cơ bản,3 phòng,4 phòng,5 tầng,,,3 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-phuong-kham-thien/ban-hang-hiem-tai-ban-hang-hiem-tai-5-85-ty-28m2-4-tang-3pn-3wc-pr42986275,"Phường Khâm Thiên, Đống Đa, Hà Nội","5,85 tỷ",28 m²,"3,5 m",Đầy đủ,3 phòng,3 phòng,4 tầng,Đông - Bắc,,"2,5 m",Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tam-trinh-phuong-yen-so-prj-gelexia-riverside/ban-82-7m-2-phong-ngu-toa-ct2a-885-ha-noi-full-do-pr42986130,"Gelexia Riverside, Tam Trinh, Yên Sở, Hoàng Mai, Hà Nội",65 triệu/m²,"82,7 m²",,Đầy đủ,2 phòng,2 phòng,,Đông,Đông,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-duong-phan-dinh-giot-phuong-la-khe/n-o-ngay-lo-goc-o-to-do-cua-30m-mt4-8m-5-tang-mong-cot-chac-chan-noi-that-hien-dai-pr42985987,"Đường Phan Đình Giót, Phường La Khê, Hà Đông, Hà Nội","7,5 tỷ",30 m²,"4,8 m",Cơ bản.,3 phòng,4 phòng,5 tầng,,,3 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-duong-truong-dinh-phuong-truong-dinh/ban-pho-moi-tinh-5-tang-co-thang-may-full-noi-that-chi-8-9-ty-pr42985865,"Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội","8,9 tỷ",45 m²,"3,6 m",,3 phòng,4 phòng,5 tầng,,,3 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-duong-tam-trinh-phuong-yen-so/ban-dat-tang-2-5-tang-54m2-gan-doi-trinh-pr42959149,"Đường Tam Trinh, Phường Yên Sở, Hoàng Mai, Hà Nội","7,55 tỷ",54 m²,5 m,,3 phòng,2 phòng,2 tầng,,,"2,3 m",Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-dat-nen-du-an-duong-vanh-dai-2-5-phuong-dai-kim-prj-khu-do-thi-moi-dai-kim-dinh-cong/sieu-tro-lai-ong-2-5-dg-hoi-sinh-mh-me-co-hoi-vg-chi-dh-cho-nha-dau-tu-nhay-ben-pr42985353,"Dự án KĐTM Đại Kim - Định Công, Đường Vành Đai 2,5, Phường Đại Kim, Hoàng Mai, Hà Nội",65 triệu/m²,90 m²,6 m,,,,,,,12 m,HĐ HỢP TÁC
https://batdongsan.com.vn/ban-nha-mat-pho-duong-doi-nhan-phuong-cong-vi/ban-gap-n-ba-dinh-ha-noi-26-3-ty-60m2-pr42919142,"Đường Đội Nhân, Phường Cống Vị, Ba Đình, Hà Nội","26,3 tỷ",60 m²,4 m,,,,5 tầng,,,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-dat-duong-ly-nhan-xa-duc-tu/-nen-ban-tai-dong-anh-ha-noi-gia-tot-43m2-o-to-tranh-pr42984910,"Đường Lý Nhân, Xã Dục Tú, Đông Anh, Hà Nội","3,95 tỷ",43 m²,5 m,,,,,,,6 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-dat-nen-du-an-duong-quoc-lo-32-xa-duc-thuong-prj-tan-viet-tower/b-t-172-5m2-c-hoai-c-ha-noi-pr42984883,"Dự án Tân Việt Tower, Đường Quốc lộ 32, Xã Đức Thượng, Hoài Đức, Hà Nội",95 triệu/m²,"172,5 m²","9,58 m",,,,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nghiem-xuan-yem-phuong-dai-kim-prj-khu-do-thi-kim-van-kim-lu-golden-silk/toi-ban-2-ngu-toa-c-vinaconex-2-kdt-lu-pr42984452,"Dự án Kim Văn Kim Lũ, Đường Nghiêm Xuân Yêm, Phường Đại Kim, Hoàng Mai, Hà Nội",Thỏa thuận,"67,3 m²",,Đầy đủ,2 phòng,2 phòng,,Đông - Bắc,Đông - Nam,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-duong-bo-de-phuong-bo-de/ban-43m2-o-to-vao-gia-10-7-ty-o-long-bien-ha-noi-gia-cuc-chat-hang-hiem-pr42984581,"Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội","10,7 tỷ",43 m²,5 m,"Đầy đủ trang bị nội thất đầy đủ với các tiện nghi như điều hòa, giường, tủ lạnh, tạo cảm giác ấm cúng và hiện đại.",4 phòng,4 phòng,5 tầng,,,3 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-mat-pho-duong-ho-tung-mau-phuong-dich-vong/-96-108m2-8-tang-thu-2-ty-nam-chan-ga-tau-dien-via-he-kinh-doanh-sam-uat-pr42846233,"Đường Hồ Tùng Mậu, Phường Dịch Vọng, Cầu Giấy, Hà Nội",39 tỷ,96 m²,"6,8 m",,24 phòng,24 phòng,8 tầng,,,50 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-phuong-kham-thien/ban-3pn-3wc-tai-dong-da-ha-noi-gia-sieu-hoi-10-ty-46m2-pr42984348,"Phường Khâm Thiên, Đống Đa, Hà Nội",10 tỷ,46 m²,"3,8 m",Đầy đủ,3 phòng,3 phòng,4 tầng,Nam,,3 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-phuong-van-chuong/ban-gap-30m2-6-ty-o-dong-da-ha-noip-pr42984246,"Phường Văn Chương, Đống Đa, Hà Nội",6 tỷ,30 m²,"3,5 m",Đầy đủ,3 phòng,4 phòng,4 tầng,Tây - Nam,,3 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-dat-duong-quoc-lo-6-xa-phu-nghia-1/ban-dien-tich-81m2-mt-hau-8-70-pr42983325,"Đường Quốc lộ 6, Xã Phú Nghĩa, Chương Mỹ, Hà Nội",45 triệu/m²,81 m²,"8,7 m",,,,,Đông - Nam,,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-mat-pho-pho-hang-cot-phuong-hang-ma/chinh-chu-gui-ban-hoan-kiem-ha-noi-pr42936868,"Phố Hàng Cót, Phường Hàng Mã, Hoàn Kiếm, Hà Nội",155 tỷ,"200,1 m²","16,2 m",Cơ bản,6 phòng,6 phòng,6 tầng,Đông,Đông,25 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-dat-xa-yen-binh-4/14000m2-hon-hop-view-toan-khu-phu-hop-lam-nghi-duong-gia-17-x-ti-lien-he-pr42983273,"Xã Yên Bình, Thạch Thất, Hà Nội",Thỏa thuận,14.000 m²,,,,,,,,,
https://batdongsan.com.vn/ban-loai-bat-dong-san-khac-phuong-long-bien/can-chuyen-nhuong-100-cp-truong-hoc-5-000m2-dat-sd-lau-dai-pr41079401,"Phường Long Biên, Long Biên, Hà Nội",160 tỷ,5.000 m²,,,,,,,,,Sổ đỏ/ Sổ hồng.
https://batdongsan.com.vn/ban-dat-duong-thuy-linh-phuong-linh-nam/ban-manh-dau-tu-dep-134m2-11-2-ty-ngo-thong-o-to-qua-nha-pr41197835,"Đường Thúy Lĩnh, Phường Lĩnh Nam, Hoàng Mai, Hà Nội","6,4 tỷ",46 m²,"3,7 m",,,,,,,,Sổ đỏ/ Sổ hồng.
https://batdongsan.com.vn/ban-dat-xa-duong-lieu/ban-tai-lo-c4-7-1-30-trieu-vnd-360m2-hoai-duc-ha-noi-da-xin-giay-phep-xay-dung-pr42982117,"Lô C4 - 7 Liễu 1, Xã Dương Liễu, Hoài Đức, Hà Nội",30 triệu/m²,360 m²,20 m,,,,,,,25 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-co-loa-xa-dong-hoi-prj-vinhomes-co-loa/can-sang-nhuong-gap-can-vd3-gia-re-hon-thi-truong-gia-23-2-ti-pr42982864,"Vinhomes Cổ Loa, Đường Cổ Loa, Xã Đông Hội, Huyện Đông Anh, Hà Nội","23,2 tỷ",75 m²,5 m,,,,,Đông - Bắc,,,
https://batdongsan.com.vn/ban-dat-nen-du-an-duong-422-xa-van-canh-1-prj-khu-do-thi-van-canh/ban-dich-vu-dep-khong-ty-vet-pr42976027,"Khu đô thị Vân Canh, Đường 422, Xã Vân Canh, Hoài Đức, Hà Nội",Thỏa thuận,84 m²,7 m,,,,,,,11 m,Sổ đỏ/ Sổ hồng
