Link,Địa chỉ,Mức giá,Diện tích,Số phòng ngủ,"Số phòng tắm, vệ sinh",Hướng ban công,Pháp lý,Nội thất,Mặt tiền,Hướng nhà,Đường vào,Số tầng
https://batdongsan.com.vn/ban-dat-duong-21-1-xa-thach-hoa-1/ban-lo-120m2-o-lau-dai-tdc-bac-phu-cat-qua-dep-sat-doi-pr39950687,"Đường 21, Xã Thạch Hòa, Thạch Thất, Hà Nội","4,9 tỷ",100 m²,,,,Sổ đỏ/ Sổ hồng,,,,8 m,
https://batdongsan.com.vn/ban-dat-duong-21-1-xa-thach-hoa-1/ban-lo-goc-dt-60m-a-hau-doi-f0-8-via-he-3m-tdc-dhqg-gia-2xx-pr39598613,"Đường 21, Xã Thạch Hòa, Thạch Thất, Hà Nội",Thỏa thuận,50 m²,,,,Sổ đỏ/ Sổ hồng,,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-mai-phuong-hoang-van-thu-4/ban-goc-de-200m-ra-oto-bai-gui-oto-dau-ngo-lo-goc-co-san-nho-45m2-5-tang-pr42977863,"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội","6,8 tỷ",45 m²,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,5 tầng
https://batdongsan.com.vn/ban-dat-duong-420-xa-binh-yen-1/chinh-chu-ban-nahnh-lo-truc-chinh-65m2-sau-ubnd-yen-pr41065398,"Đường 420, Xã Bình Yên, Thạch Thất, Hà Nội",34 triệu/m²,70 m²,,,,Sổ đỏ/ Sổ hồng,,"5,5 m",,5 m,
https://batdongsan.com.vn/ban-nha-rieng-duong-kim-giang-phuong-dai-kim/-36m-x-6t-o-to-kd-ngo-thong-gan-dh-gia-10-5-ty-so-do-vuong-pr43067670,"Đường Kim Giang, Phường Đại Kim, Hoàng Mai, Hà Nội","10,5 tỷ",36 m²,4 phòng,5 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,4 m,,3 m,6 tầng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-trai-phuong-nhan-chinh/sieu-hiem-ban-kinh-doanh-via-he-150-m-mt-8-m-gia-41-ty-pr42934936,"Đường Nguyễn Trãi, Phường Nhân Chính, Thanh Xuân, Hà Nội",41 tỷ,150 m²,9 phòng,8 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,8 m,,16 m,5 tầng
https://batdongsan.com.vn/ban-nha-rieng-phuong-tu-lien/ban-vip-tay-ho-au-co-37m-4-tang-mat-tien-3m-gia-9-ty-20m-ra-mat-ngo-o-to-pr43073090,"Phường Tứ Liên, Tây Hồ, Hà Nội",9 tỷ,37 m²,5 phòng,4 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,3 m,,20 m,4 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-le-duc-tho-phuong-my-dinh-2/re-102-chdv-ban-cong-cua-so-dong-tien-90tr-th-85m2-7t-4-9m-17pkk-pccc-thang-may-pr42153179,"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội","16,5 tỷ",85 m²,17 phòng,17 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,"4,9 m",,,7 tầng
https://batdongsan.com.vn/ban-dat-xa-tien-xuan/ban-y-tro-cong-ky-tuc-dai-hoc-quoc-gia-100m2-gan-nh-villas-va-dai-lo-thang-long-pr41552289,"Xã Tiến Xuân, Thạch Thất, Hà Nội",40 triệu/m²,100 m²,,,,Sổ đỏ/ Sổ hồng,,6 m,,6 m,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-yen-so-prj-galia-hanoi/quy-dep-truc-tiep-tu-cdt-gia-dot-1-voi-nhieu-uu-dai-hap-dan-von-ban-dau-chi-800tr-pr43068827,"Dự án Galia Hanoi, Phường Yên Sở, Hoàng Mai, Hà Nội","3,2 tỷ",45 m²,1 phòng,,,,Đầy đủ,,,,
https://batdongsan.com.vn/ban-dat-duong-dong-du-1-xa-bat-trang-1/chinh-chu-ban-50m2-truc-chinh-gia-lam-ha-noi-kinh-doanh-dinh-pr43073636,"Đường Đông Dư, Xã Bát Tràng, Gia Lâm, Hà Nội",150 triệu/m²,50 m²,,,,Sổ đỏ/ Sổ hồng,,5 m,Đông - Nam,7 m,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-dong-ngac-prj-sunshine-city/ban-tai-9-ty-vnd-118-m2-gia-sieu-i-pr41629135,"Dự án Sunshine City, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",75 triệu/m²,118 m²,3 phòng,2 phòng,Đông,Sổ đỏ/ Sổ hồng,Cơ bản,,Đông,,
https://batdongsan.com.vn/ban-dat-xa-thuy-lam/chinh-chu-nhinh-3-ty-ban-nhanh-manh-loi-dt-97m2-mt-6m-full-tho-cu-oto-vao-pr41341866,"Thôn Thụy Lôi, Xã Thụy Lâm, Đông Anh, Hà Nội",Thỏa thuận,"97,5 m²",,,,Sổ đỏ/ Sổ hồng,,6 m,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-kim-giang-phuong-dinh-cong/ban-toa-van-phong-o-to-tranh-dung-do-110-m-5-tang-gia-25-ty-pr43073727,"Đường Kim Giang, Phường Định Công, Hoàng Mai, Hà Nội",25 tỷ,110 m²,6 phòng,5 phòng,,Sổ đỏ/ Sổ hồng,,6 m,,16 m,5 tầng
https://batdongsan.com.vn/ban-nha-rieng-phuong-thinh-liet/ban-40m2-5pn-7-8-ty-dat-44m-dng-6-m-kd-gia-7-5-ty-o-vinh-quynh-pr43070162,"Phường Thịnh Liệt, Hoàng Mai, Hà Nội","7,8 tỷ",40 m²,5 phòng,3 phòng,Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,3 m,Bắc,7 m,5 tầng
https://batdongsan.com.vn/ban-dat-xa-tien-xuan/chinh-chu-ban-lo-goc-sieu-vip-95m2-thon-mieu-sat-cong-dhqg-lh-pr42252008,"Xã Tiến Xuân, Thạch Thất, Hà Nội",Thỏa thuận,95 m²,,,,,,7 m,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-yen-hoa-phuong-yen-hoa-2/ban-oto-do-cong-kd-moi-loai-hinh-2-tng-dan-xay-50m-x-5t-x-11-3-ty-cho-thue-dinh-pr42968975,"Đường Yên Hòa, Phường Yên Hòa, Cầu Giấy, Hà Nội","11,3 tỷ",50 m²,4 phòng,,,Sổ đỏ/ Sổ hồng,,"4,2 m",,"3,2 m",5 tầng
https://batdongsan.com.vn/ban-dat-duong-21-1-xa-thach-hoa-1/ban-lo-goc-dt-78m2-tdc-dhqg-8m-via-he-3m-gia-2xx-pr39524268,"Đường 21, Xã Thạch Hòa, Thạch Thất, Hà Nội",Thỏa thuận,78 m²,,,,Sổ đỏ/ Sổ hồng,,5 m,,8 m,
https://batdongsan.com.vn/ban-nha-rieng-duong-cau-dien-phuong-phuc-dien/sieu-hiem-dep-6-tang-thang-may-o-to-do-cong-thiet-ke-hien-dai-o-suong-pr43070587,"Đường Cầu Diễn, Phường Phúc Diễn, Bắc Từ Liêm, Hà Nội","7,6 tỷ",35 m²,4 phòng,4 phòng,,Sổ đỏ/ Sổ hồng.,,"4,3 m",,3 m,6 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-cau-giay-phuong-dich-vong/ban-nhanh-toa-chung-cu-mini-6tang-thang-may-tai-trung-tam-co-hoi-dau-tu-sieu-loi-nhuan-pr41957208,"Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",15 tỷ,58 m²,10 phòng,10 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,6 tầng
https://batdongsan.com.vn/ban-dat-duong-hau-duong-xa-kim-chung/-hang-f0-gia-cuc-dep-cho-ndt-dt-74m-mt-7m-cuc-khung-oto-vao-luon-pr43073012,"Đường Hậu Dưỡng, Xã Kim Chung, Đông Anh, Hà Nội","4,55 tỷ",74 m²,,,,Sổ đỏ/ Sổ hồng.,,7 m,,3 m,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-truong-dinh-phuong-giap-bat/ban-180m2-x-6-tang-tien-5-8-vua-kinh-doanh-va-cho-thue-26p-khep-kin-pr41344073,"Đường Trương Định, Phường Giáp Bát, Hoàng Mai, Hà Nội",40 tỷ,180 m²,26 phòng,27 phòng,,Sổ đỏ/ Sổ hồng,,"5,8 m",,,6 tầng
https://batdongsan.com.vn/ban-dat-xa-tan-xa/ban-lo-kinh-doanh-hoa-lac-gia-chi-loanh-quanh-1ty615-pr40952789,"Xã Tân Xã, Thạch Thất, Hà Nội","1,62 tỷ",100 m²,,,,Sổ đỏ/ Sổ hồng,,"4,5 m",,6 m,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-tran-duy-hung-phuong-trung-hoa-4/ban-khach-san-200m2-x-10-tang-gpxd-pccc-hoan-cong-tai-san-cho-thue-tron-goi-180tr-pr40626378,"Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội",68 tỷ,200 m²,42 phòng,44 phòng,,Sổ đỏ/ Sổ hồng,,"9,8 m",,,10 tầng
https://batdongsan.com.vn/ban-dat-duong-dai-linh-phuong-trung-van/ban-gia-chi-100-trieu-m-tai-ha-noi-pr41112976,"Đường Đại Linh, Phường Trung Văn, Nam Từ Liêm, Hà Nội.",100 triệu/m²,160 m²,,,,Sổ đỏ/ Sổ hồng,,,,,
https://batdongsan.com.vn/ban-nha-rieng-pho-lieu-giai-phuong-cong-vi/ban-ba-dinh-184m2-mat-tien-20m-ngo-o-to-tranh-kinh-doanh-cach-30m-pr40176158,"Phố Liễu Giai, Phường Cống Vị, Ba Đình, Hà Nội",67 tỷ,184 m²,,,,Sổ đỏ/ Sổ hồng,,18 m,,,4 tầng
https://batdongsan.com.vn/ban-dat-duong-420-xa-binh-yen-1/duy-nhat-1-lo-980-trieu-thach-that-gan-cong-nghe-cao-hoa-lac-va-fpt-pr40923415,"Đường 420, Xã Bình Yên, Thạch Thất, Hà Nội",980 triệu,100 m²,,,,,,,,,
https://batdongsan.com.vn/ban-nha-mat-pho-pho-pho-hue-phuong-ngo-thi-nham/ban-hbt-367m2-tien-14-6m-phap-ly-1-so-san-giao-dich-pr41765720,"Phố Phố Huế, Phường Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội",290 tỷ,"367,3 m²",,,,Sổ đỏ/ Sổ hồng,,"14,6 m",,40 m,
https://batdongsan.com.vn/ban-dat-pho-tran-binh-phuong-my-dinh-2/ban-250m2-biet-thu-duong-nam-tu-liem-pr42973187,"Phố Trần Bình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",310 triệu/m²,250 m²,,,,Sổ đỏ/ Sổ hồng,,15 m,Đông - Nam,13 m,
https://batdongsan.com.vn/ban-dat-xa-tien-xuan/chinh-chu-ban-lo-doi-dien-cong-dai-hoc-quoc-gia-gia-1ty-695-pr40970311,"Xã Tiến Xuân, Thạch Thất, Hà Nội","1,4 tỷ",100 m²,,,,Sổ đỏ/ Sổ hồng,,"4,5 m",,6 m,
https://batdongsan.com.vn/ban-nha-rieng-pho-bao-khanh-phuong-hang-trong/sieu-hiem-ban-hoan-kiem-200m2-mat-tien-14m-cach-ho-guom-50m-kinh-doanh-sam-uat-ngay-dem-pr41765951,"Phố Báo Khánh, Phường Hàng Trống, Hoàn Kiếm, Hà Nội",240 tỷ,200 m²,,,,Sổ đỏ/ Sổ hồng,,14 m,,10 m,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-nghi-tam-phuong-yen-phu-1/ban-toa-van-ng-tay-ho-486m2-x-10-tang-tien-15m-gia-500-ty-view-tron-ho-tay-pr42412432,"Đường Nghi Tàm, Phường Yên Phụ, Tây Hồ, Hà Nội",500 tỷ,486 m²,,8 phòng,,Sổ đỏ/ Sổ hồng,,15 m,,50 m,10 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-tay-son-phuong-trung-liet/ban-ngo-thong-ban-co-oto-10m-noi-that-dep-o-ngay-36m2-4-t-pr43073692,"Đường Tây Sơn, Phường Trung Liệt, Đống Đa, Hà Nội","6,5 tỷ",36 m²,5 phòng,,,Sổ đỏ/ Sổ hồng,Nội thất xịn.,,,,4 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-an-ninh-phuong-giap-bat/b-3-tg-35m2-khu-ph-tap-the-ninh-pr42289110,"Đường Nguyễn An Ninh, Phường Giáp Bát, Hoàng Mai, Hà Nội","6,2 tỷ",35 m²,3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng.,,"3,4 m",Đông,,3 tầng
https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-phan-chanh-phuong-dai-kim-prj-khu-do-thi-moi-linh-dam/ban-biet-thu-kdt-398m2-tien-20m-lo-goc-doi-dien-cc-hh-kd-ngay-dem-pr42406051,"KĐT Linh Đàm, Đường Nguyễn Phan Chánh, Phường Đại Kim, Hoàng Mai, Hà Nội",155 tỷ,398 m²,,,,Sổ đỏ/ Sổ hồng.,,20 m,,30 m,3 tầng
https://batdongsan.com.vn/ban-dat-duong-nguyen-van-cu-1-phuong-bo-de/mat-pho-lo-goc-dt-960m-mat-tien-35m-gia-110-ty-pr42800027,"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội",110 tỷ,960 m²,,,,Sổ đỏ/ Sổ hồng,,35 m,,40 m,1 tầng
https://batdongsan.com.vn/ban-nha-mat-pho-duong-ngo-thi-nham-phuong-ngo-thi-nham/ban-m-230m2-tien-7-8m-gia-160-ty-vi-tri-dep-kinh-doanh-sam-uat-ngay-dem-pr42404269,"Đường Ngô Thì Nhậm, Phường Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội",160 tỷ,230 m²,,,,Sổ đỏ/ Sổ hồng,,"7,8 m",,30 m,3 tầng
https://batdongsan.com.vn/ban-dat-duong-dai-lo-thang-long-xa-dong-truc/1-3-ty-nen-thach-that-gan-ng-sat-cnc-hoa-lac-pr40951111,"Đường Đại lộ Thăng Long, Xã Đồng Trúc, Thạch Thất, Hà Nội","1,3 tỷ",100 m²,,,,,,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-mo-lao-prj-hoang-thanh-villas/ban-155m2-5-tang-thang-may-gia-42-5-ty-lh-pr40182328,"Dự án Hoàng Thành Villas, Phường Mỗ Lao, Hà Đông, Hà Nội","35,9 tỷ",115 m²,,,,Sổ đỏ,,7 m,,,5 tầng
https://batdongsan.com.vn/ban-dat-duong-21-1-xa-binh-yen-1/gia-chi-1-2-ty-chinh-chu-can-ban-gap-lo-dt-100m2-ngay-canh-ubnd-pr40971369,"Đường 21, Xã Bình Yên, Thạch Thất, Hà Nội","1,3 tỷ",100 m²,,,,,,6 m,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-thai-hoc-phuong-dien-bien/sieu-hiem-ban-ba-dinh-450m2-mt-13-5m-mot-so-1-chu-san-giao-dich-pr42591657,"Đường Nguyễn Thái Học, Phường Điện Biên, Ba Đình, Hà Nội",360 tỷ,450 m²,,,,Sổ đỏ/ Sổ hồng,,"13,5 m",,40 m,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-phap-van-phuong-tran-phu-7-prj-the-two-residence-gamuda-garden/chinh-chu-ban-gap-2-ngu-79m2-huong-mat-noi-that-hien-dai-094-8857-094-pr37522891,"Dự án The Two Residence - Gamuda Garden, Đường Pháp Vân, Phường Trần Phú, Hoàng Mai, Hà Nội",Thỏa thuận,79 m²,2 phòng,2 phòng,,Sổ đỏ/ Sổ hồng.,Đầy đủ.,,,,
https://batdongsan.com.vn/ban-dat-xa-phu-cat-1/hon-15-trieu-nen-gan-ql-21a-dang-mo-80m-5-t-ra-cnc-hoa-lac-va-khu-benh-vien-pr41907594,"Xã Phú Cát, Quốc Oai, Hà Nội",15 triệu/m²,150 m²,,,,,,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-an-khanh-4-prj-vinhomes-thang-long/chinh-chu-g-ban-phu-dong-nam-view-vuon-hoa-2-mat-duong-pr42871506,"Vinhomes Thăng Long, An Khánh, Hoài Đức, Hà Nội",Thỏa thuận,154 m²,,,,,,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-thuy-khue-phuong-buoi/-mat-pho-tay-ho-dau-pho-gan-nga-tu-buoi-pr43070451,"Đường Thụy Khuê, Phường Bưởi, Tây Hồ, Hà Nội","18,5 tỷ",38 m²,4 phòng,5 phòng,,Sổ đỏ/ Sổ hồng,,,,,5 tầng
https://batdongsan.com.vn/ban-nha-mat-pho-pho-lang-ha-phuong-lang-ha/sieu-pm-lo-goc-2-thoang-tng-may-full-tien-ich-kinh-doanh-i-ra-tien-45m-7t-pr43073684,"Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội",17 tỷ,45 m²,5 phòng,6 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,"4,2 m",,15 m,7 tầng
https://batdongsan.com.vn/ban-dat-duong-70-2-phuong-dai-mo/38m2-tho-cu-lo-goc-o-to-gan-tuong-lai-ra-mat-gia-chi-118tr-m2-lh-pr41699960,"Đường 70, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.","7,5 tỷ",50 m²,,,,Pháp lý: SĐCC.,,4 m,Đông,"2,3 m",
https://batdongsan.com.vn/ban-nha-mat-pho-duong-phan-trong-tue-xa-tam-hiep-6/ban-doi-dien-truong-cao-dang-ha-noi-pr43063969,"Đường Phan Trọng Tuệ, Xã Tam Hiệp, Thanh Trì, Hà Nội",12 tỷ,52 m²,6 phòng,6 phòng,Tây - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,"4,27 m",Tây - Nam,8 m,6 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-phap-van-phuong-yen-so-prj-the-zen-residence/ban-3-png-ngu-98m2-gamuda-day-du-noi-that-view-dep-noi-khu-chi-4-x-ty-pr38353159,"Dự án The Zen Residence, Đường Pháp Vân, Phường Yên Sở, Hoàng Mai, Hà Nội","7,7 tỷ",100 m²,3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Cơ bản.,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-hung-phuong-me-tri-prj-khu-do-thi-me-tri-ha/ban-i-dien-keangnam-4-ngu-2-wc-gia-6-5-ty-pr43073672,"Dự án KĐT Mễ Trì Hạ, Đường Phạm Hùng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội","6,5 tỷ",112 m²,4 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-ngo-xuan-quang-thi-tran-trau-quy/can-ban-gap-dep-6-tang-thang-may-73-2m2-mt-3-5m-huong-dong-nam-pr43073667,"Đường Ngô Xuân Quảng, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội","19,5 tỷ","73,2 m²",4 phòng,7 phòng,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,Đông - Nam,,6 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-ngan-phuong-trung-hoa-4/chinh-chu-ban-toa-vp-nguyen-ngoc-vu-cau-giay-xay-moi-thang-may-gia-tot-pr42768212,"Đường Hoàng Ngân, Phường Trung Hòa, Cầu Giấy, Hà Nội",Thỏa thuận,65 m²,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,8 tầng
https://batdongsan.com.vn/ban-nha-mat-pho-phuong-nhat-tan-2/ban-toa-can-ho-cao-cap-205m2-x-8t-x-mt-7m-g-ham-thang-may-2-thoang-pr43073661,"Phường Nhật Tân, Tây Hồ, Hà Nội",152 tỷ,205 m²,16 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,7 m,,,8 tầng
https://batdongsan.com.vn/ban-dat-xa-phu-linh-1/ban-tho-cu-thon-cong-hoa-soc-son-ha-noi-133m2-mt-6-2m-gia-2-8-ty-pr42963272,"Phù Linh, Sóc Sơn, Hà Nội","2,8 tỷ",133 m²,,,,Sổ đỏ/ Sổ hồng,,,,5 m,
https://batdongsan.com.vn/ban-nha-rieng-pho-viet-hung-phuong-viet-hung-2/-moi-tinh-32m2x-5-tang-gan-mat-dao-dinh-luyen-tien-ich-co-1-0-2-gia-5-5-ty-pr42145027,"Phố Việt Hưng, Phường Việt Hưng, Long Biên, Hà Nội","5,5 tỷ",32 m²,3 phòng,3 phòng,Tây,Sổ đỏ/ Sổ hồng,"Cơ bản có 3 điều hoà 2 chiều nhật loại tốt, 3 nóng lạnh, salon, tủ bếp gỗ tốt, giường, kệ sách, bình lọc nước tổng...","4,2 m",Bắc,,5 tầng
https://batdongsan.com.vn/ban-dat-pho-vu-tong-phan-phuong-khuong-dinh/ban-mat-lo-goc-mat-tien-rong-dt-130m2-gia-39-ty-co-tl-pr42531463,"Phố Vũ Tông Phan, Phường Khương Đình, Thanh Xuân, Hà Nội",306 triệu/m²,130 m²,,,,Sổ đỏ/ Sổ hồng,,,,24 m,
https://batdongsan.com.vn/ban-nha-rieng-pho-lac-trung-phuong-thanh-luong/hiem-7-2-ty-5-tang-thang-may-so-do-38m-2-mat-ngo-thong-gan-truong-benh-vien-pr43073552,"Phố Lạc Trung, Phường Thanh Lương, Hai Bà Trưng, Hà Nội","7,2 tỷ",38 m²,6 phòng,6 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,"4,5 m",,2 m,5 tầng
https://batdongsan.com.vn/ban-dat-duong-au-co-phuong-nhat-tan-2/-dep-lo-goc-gan-ng-vien-nuoc-ho-tay-71m-mt-7m-oto-vao-nha-gia-thoa-thuan-pr43073037,"Đường Âu Cơ, Phường Nhật Tân, Tây Hồ, Hà Nội",15 tỷ,71 m²,,,,Sổ đỏ/ Sổ hồng,,7 m,Tây - Nam,3 m,
https://batdongsan.com.vn/ban-nha-rieng-pho-van-phuc-phuong-lieu-giai/ban-mat-ngo-ba-dinh-dt-45m2-x-6-tang-mt-5m-thang-may-cach-1-ra-mat-pr41551115,"Phố Vạn Phúc, Phường Liễu Giai, Ba Đình, Hà Nội",31 tỷ,80 m²,,,,Sổ đỏ,,"4,5 m",,,4 tầng
https://batdongsan.com.vn/ban-nha-rieng-pho-thai-thinh-phuong-trung-liet/cuc-hot-sat-gan-o-to-lo-goc-mat-tien-rong-45m-5-t-pr43073626,"Phố Thái Thịnh, Phường Trung Liệt, Đống Đa, Hà Nội","7,85 tỷ",45 m²,3 phòng,,,,,,,,5 tầng
https://batdongsan.com.vn/ban-nha-rieng-phuong-tho-quan/sieu-hot-re-ban-toa-vp-tt-dong-da-logoc-oto-nho-80m2-x-9t-mt-6-8m-thong-san-qua-hiem-pr42715222,"Phường Thổ Quan, Đống Đa, Hà Nội","19,5 tỷ",80 m²,9 phòng,9 phòng,,Sổ đỏ/ Sổ hồng,Cơ bản,"6,8 m",,6 m,9 tầng
https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-xien-phuong-thanh-xuan-bac/ban-can-vi-tri-dac-dia-2-thoang-lo-goc-truoc-sau-pr41871659,"Đường Nguyễn Xiển, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",30 tỷ,50 m²,7 phòng,7 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,4 m,,,6 tầng
https://batdongsan.com.vn/ban-dat-xa-song-phuong-1/80m-dich-vu-vi-tri-dep-gia-tot-nhat-thi-truong-pr42692949,"Xã Song Phương, Hoài Đức, Hà Nội",Thỏa thuận,80 m²,,,,Sổ đỏ/ Sổ hồng,,"5,27 m",Đông - Nam,10 m,
https://batdongsan.com.vn/ban-nha-rieng-pho-le-thanh-nghi-phuong-bach-khoa/ban-moi-dep-o-to-lo-goc-42m-xay-5-tang-mt-4m-pr43073624,"Phố Lê Thanh Nghị, Phường Bách Khoa, Hai Bà Trưng, Hà Nội","9,9 tỷ",42 m²,3 phòng,3 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,4 m,,4 m,5 tầng
https://batdongsan.com.vn/ban-nha-rieng-pho-hao-nam-phuong-hang-bot-1/ban-can-giao-de-la-thanh-vi-tri-dac-dia-20-met-ra-mat-so-vuong-dep-pr42670646,"Phố Hào Nam, Phường Hàng Bột, Đống Đa, Hà Nội","8,5 tỷ",45 m²,4 phòng,4 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,4 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-dao-an-phuong-phu-dien/-ban-toa-7-tang-thang-may-93m2-36-phong-khep-kin-full-do-25-ty-pr43071127,"Đường Nguyễn Đạo An, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",25 tỷ,93 m²,36 phòng,36 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,7 m,,"2,5 m",7 tầng
https://batdongsan.com.vn/ban-nha-rieng-pho-ton-duc-thang-phuong-hang-bot-1/ban-can-gan-tang-full-noi-that-5-tang-pr39936947,"Ngõ Thịnh Hào, Phố Tôn Đức Thắng, Phường Hàng Bột, Đống Đa, Hà Nội","2,95 tỷ",20 m²,3 phòng,4 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,5 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-minh-khai-phuong-minh-khai/chinh-chu-ban-sat-o-to-30m-so-khong-quy-hoach-4tang-tu-xay-chac-chan-full-cong-nang-pr43073619,"Ngõ 349, Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",208 triệu/m²,30 m²,3 phòng,4 phòng,,Sổ đỏ/ Sổ hồng,,"4,5 m",,"2,5 m",4 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-huu-le-xa-huu-hoa/-giap-mau-luong-35m-5-tang-3-78-ty-pr40694395,"Đường Hữu Lê, Xã Hữu Hòa, Thanh Trì, Hà Nội","4,1 tỷ",35 m²,4 phòng,,,Sổ đỏ/ Sổ hồng,,,,3 m,5 tầng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-van-phu-phuong-phu-la-prj-khu-do-thi-moi-van-phu/ban-truc-24m-va-19-5m-via-he-6m-kinh-doanh-dinh-11-5-ty-pr36837724,"Dự án KĐT Văn Phú, Đường Văn Phú, Phường Phú La, Hà Đông, Hà Nội","15,4 tỷ",80 m²,,,,,,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-an-duong-vuong-phuong-phu-thuong-1/ban-tay-ho-dien-tich-43-5m2-xay-4-tang-gia-ban-7-2-ty-pr43072637,"Đường An Dương Vương, Phường Phú Thượng, Tây Hồ, Hà Nội","7,2 tỷ","43,5 m²",4 phòng,2 phòng,Nam,Sổ đỏ/ Sổ hồng,,4 m,Nam,2 m,4 tầng
https://batdongsan.com.vn/ban-nha-rieng-pho-do-quang-phuong-trung-hoa-4/ban-duong-40m-4-tang-mt-3-5m-19-ty-pr43031497,"Phố Đỗ Quang, Phường Trung Hòa, Cầu Giấy, Hà Nội",19 tỷ,40 m²,,,,,,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-huyen-phuong-dich-vong/ban-66m-5-tang-mt-4m-25-ty-pr43031483,"Đường Nguyễn Văn Huyên, Phường Dịch Vọng, Cầu Giấy, Hà Nội",25 tỷ,66 m²,,,,,,4 m,,5 m,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-32-xa-di-trach-prj-chung-cu-the-wisteria/doc-la-hiem-chi-8-6-ty-mezza-dien-tich-142m2-du-an-ai-duc-lh-pr43065863,"Chung cư The Wisteria, 32, Di Trạch, Hoài Đức, Hà Nội","8,6 tỷ",142 m²,5 phòng,4 phòng,Đông - Nam,Hợp đồng mua bán,Không nội thất,,Tây - Bắc,,
