Link,Mức giá,Diện tích,Số phòng ngủ,"Số phòng tắm, vệ sinh",Số tầng,Hướng nhà,Hướng ban công,Mặt tiền,Đường vào,Pháp lý,Nội thất,Địa chỉ
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-dong-ngac-prj-sunshine-city/ban-3pn-ciputra-7-85-ty-85-3m2-3pn-2wc-so-do-ban-cong-nam-pr43109526,"7,85 tỷ","85,3 m²",3 phòng,2 phòng,,Tây - Bắc,Đông - Nam,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"Dự án Sunshine City, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-kim-chung-prj-thang-long-green-city/mo-ban-noxh-toa-ct3-18-4-trieu-m2-50m2-2pn-1wc-pr43079803,"18,4 triệu/m²",50 m²,2 phòng,1 phòng,,,,,,,Cơ bản,"Thăng Long Green City, Kim Chung, Đông Anh, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-lang-ha-phuong-lang-ha-prj-sky-city-towers-88-lang-ha/ban-chcc-88-172m2-3ngu-82-trieu-m2-lh-pr43141164,82 triệu/m²,172 m²,3 phòng,2 phòng,,Đông - Bắc,Tây - Nam,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"Dự án Sky City Towers-88 Láng Hạ, Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/khong-the-re-hon-ban-can-31-6-ty-120m2-4pn-3wc-view-ho-bao-dep-pr43094354,"31,6 tỷ",120 m²,4 phòng,3 phòng,4 tầng,Nam,Nam,8 m,17 m,Hợp đồng mua bán,,"Dự án Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-dong-ngac-prj-sunshine-city/ban-2pn-2-ban-cong-tai-ciputra-tang-cao-co-so-view-song-6-8-ty-80-3m2-pr43109915,"6,8 tỷ","80,3 m²",2 phòng,2 phòng,,Bắc,Nam,,,Sổ đỏ/ Sổ hồng,,"Dự án Sunshine City, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-hoang-dao-thuy-phuong-trung-hoa-4-prj-n04-kdt-dong-nam-tran-duy-hung/ban-cao-cap-dt116m-tang-15-dt116m-nha-da-sua-chua-c-dep-pr25208215,Thỏa thuận,116 m²,3 phòng,,,,Nam,,,,,"Dự án N04 Trần Duy Hưng, Phố Hoàng Đạo Thúy, Phường Trung Hòa, Cầu Giấy, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-quang-tien-phuong-dai-mo-prj-khu-do-thi-dai-mo-ha-noi/ban-chdvi-102mm2-27pkk-day-du-pccc-dong-hon-120tr-t-gia-26-x-ty-lh-pr43140278,Thỏa thuận,102 m²,,,,,,,,Sổ đỏ/ Sổ hồng,,"Đại Mỗ, Đường Quang Tiến, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-dong-ngac-prj-sunshine-city/ban-3pn-tang-cao-88-8-m2-san-so-toa-s4-gia-8ty-full-noi-that-ciputra-pr43110121,8 tỷ,"88,8 m²",3 phòng,2 phòng,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"Dự án Sunshine City, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-quoc-viet-phuong-nghia-do-1/ban-toa-van-phong-so-chinh-chu-mat-ngo-phan-lo-dien-tich-121m2-xay-8-tang-co-ham-pr40501546,51 tỷ,121 m²,9 phòng,,8 tầng,,,"6,2 m",,Sổ đỏ/ Sổ hồng,Đầy đủ,"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-tran-quoc-vuong-phuong-dich-vong-hau/ban-44m2-6-tang-cach-2-o-to-tranh-u-100m-pr42925280,"9,5 tỷ",44 m²,7 phòng,3 phòng,6 tầng,,,5 m,10 m,Sổ đỏ/ Sổ hồng,Đầy đủ,"Đường Trần Quốc Vượng, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-pho-kham-thien-phuong-kham-thien/ngo-kien-thiet-gan-cong-vien-le-nin-20m-ra-mat-moi-thang-may-45m-6tang-11-8t-pr42765896,"11,8 tỷ",45 m²,,,,,,,,,,"Phố Khâm Thiên, Phường Khâm Thiên, Đống Đa, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-trai-phuong-thuong-dinh-prj-royal-city/ban-gap-cc-2pn-full-noi-that-10-2-ty-105-8m2-tai-thanh-xuan-ha-noi-pr43088799,"10,2 tỷ","105,8 m²",2 phòng,2 phòng,,Đông - Nam,Tây - Bắc,,,Sổ đỏ,Đầy đủ,"Royal City, Nguyễn Trãi, Thượng Đình, Thanh Xuân, Hà Nội"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-pho-giang-vo-phuong-giang-vo/hang-hiem-tai-cat-linh-dong-da-ha-noi-78-ty-105m2-vinhomes-the-gallery-pr42928391,Thỏa thuận,105 m²,6 phòng,5 phòng,5 tầng,Nam,Nam,8 m,13 m,,Không nội thất,"148, Phố Giảng Võ, Phường Giảng Võ, Ba Đình, Hà Nội"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-an-khanh-4-prj-vinhomes-thang-long/-hiem-co-don-lap-xe-khe-mat-ho-duy-nhat-tai-san-may-pr42097959,220 triệu/m²,286 m²,,,3 tầng,,,,,Sổ đỏ/ Sổ hồng,,"Dự án Vinhomes Thăng Long, Xã An Khánh, Hoài Đức, Hà Nội"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-kien-hung-prj-khu-do-thi-thanh-ha-muong-thanh/ban-duong-25m-chi-nhinh-17-ty-5-tang-1-m-tng-may-pr43132809,"17,5 tỷ",90 m²,6 phòng,5 phòng,5 tầng,,,5 m,25 m,Đang chờ sổ,Cơ bản,"Khu đô thị Thanh Hà Mường Thanh, Kiến Hưng, Hà Đông, Hà Nội"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-pho-giang-vo-phuong-giang-vo/ban-lo-goc-sieu-vip-tai-khu-thuong-mai-6sao-the-gallery-gia-chi-75-ty-75m2-6pn-5wc-pr42928666,Thỏa thuận,75 m²,6 phòng,5 phòng,5 tầng,Nam,Nam,8 m,13 m,,Không nội thất,"Phố Giảng Võ, Phường Giảng Võ, Ba Đình, Hà Nội"
https://batdongsan.com.vn/ban-nha-mat-pho-duong-thuy-khue-phuong-ngoc-ha/ban-khe-vi-tri-dac-dia-200m-ra-ho-tay-via-he-rong-kd-dinh-o-to-vao-72-7m-3ty-pr42942620,36 tỷ,"72,7 m²",,,,,,,,,,"Đường Thụy Khuê, Phường Ngọc Hà, Ba Đình, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-phuong-van-chuong/-moi-dep-dong-da-ngo-thong-kinh-doanh-5-tang-gia-7-9-ty-pr42857243,"7,9 tỷ",28 m²,3 phòng,4 phòng,5 tầng,,,"4,5 m",,Sổ đỏ/ Sổ hồng,Đầy đủ,"Phường Văn Chương, Đống Đa, Hà Nội"
https://batdongsan.com.vn/ban-nha-mat-pho-duong-tran-hung-dao-phuong-tran-hung-dao/ban-dien-tich-440m2-tien-12m-vi-tri-cuc-ky-dep-sat-ho-hoan-kiem-pr40008816,700 triệu/m²,440 m²,,,,,,12 m,,Sổ đỏ/ Sổ hồng,Không nội thất,"Đường Trần Hưng Đạo, Phường Trần Hưng Đạo, Hoàn Kiếm, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-dam-quang-trung-phuong-long-bien/cuc-hiem-50m-ra-cau-vinh-tuy-kinh-doanh-6-tang-thang-may-gara-7-cho-lo-goc-vi-tri-sieu-dep-pr42735842,"11,5 tỷ",47 m²,3 phòng,4 phòng,6 tầng,Tây - Bắc,Tây - Bắc,,5 m,Sổ đỏ/ Sổ hồng,Cơ bản,"Đường Đàm Quang Trung, Phường Long Biên, Long Biên, Hà Nội"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-lo-32-xa-di-trach-prj-hinode-royal-park/ban-quy-can-dep-dau-tu-thang-11-2024-chi-tu-13-ty-pr41616345,Thỏa thuận,135 m²,,,5 tầng,Đông - Nam,,,30 m,Hợp đồng mua bán,,"Dự án Hinode Royal Park, Đường Quốc lộ 32, Xã Di Trạch, Hoài Đức, Hà Nội"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/ban-nhanh-can-ngoai-giao-view-ho-ngam-cong-vien-cuc-ki-khan-hiem-tai-du-an-city-pr43123338,"35,9 tỷ",120 m²,4 phòng,5 phòng,4 tầng,Đông - Nam,Nam,8 m,17 m,Hợp đồng mua bán,,"Dự án Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-thuy-phuong-ngoc-thuy/chinh-chu-ban-gap-o-to-vao-lo-goc-2-thoang-dan-xay-doc-lap-quy-hoach-chuan-vi-tri-dep-pr42659386,"8,5 tỷ",45 m²,4 phòng,4 phòng,4 tầng,,,36 m,3 m,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-an-khanh-4-prj-vinhomes-thang-long/ban-btsl-130m2-tai-dep-nhu-resort-full-nt-cao-cap-gia-chi-2x-ty-pr42500830,"23,5 tỷ","129,5 m²",,,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"Dự án Vinhomes Thăng Long, Xã An Khánh, Hoài Đức, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-trai-phuong-thuong-dinh-prj-royal-city/chinh-chu-ban-gap-goc-toa-r2-03-ngu-02-wc-02-ban-cong-01-slot-o-to-lh-pr42784544,"19,3 tỷ",187 m²,3 phòng,3 phòng,,,Đông - Nam,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"Dự án Royal City, Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-trong-tan-phuong-phu-la-prj-van-phu-victoria/ban-2pn-tai-ha-dong-65m2-nha-dep-gia-re-pr43141153,Thỏa thuận,65 m²,2 phòng,2 phòng,,,Đông - Nam,,,Sổ đỏ/ Sổ hồng,,"Văn Phú Victoria, Lê Trọng Tấn, Phú La, Hà Đông, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-dong-ngac-prj-sunshine-city/ban-3pn-2wc-98-9-m2-gia-tot-nhat-toan-khu-7-ty-bao-phi-so-do-pr42925719,7 tỷ,"98,9 m²",3 phòng,2 phòng,,Nam,Bắc,,,SĐCC,Đầy đủ,"Dự án Sunshine City, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội"
https://batdongsan.com.vn/ban-dat-xa-tien-yen-1/ban-nhanh-lo-dep-gia-sieu-tot-cho-cac-nha-dau-tu-o-to-do-cua-duong-thong-tu-tung-pr43072255,52 triệu/m²,100 m²,,,,,,"5,11 m","2,5 m",Sổ đỏ/ Sổ hồng,,"Xã Tiền Yên, Hoài Đức, Hà Nội"
https://batdongsan.com.vn/ban-nha-mat-pho-duong-bui-thi-xuan-phuong-bui-thi-xuan/ban-toa-so-do-chinh-chu-dien-tich-195m2-xay12-tang-co-ham-mt-8-55m-pr39628804,121 tỷ,195 m²,,,12 tầng,,,"8,54 m",,Sổ đỏ/ Sổ hồng,Đầy đủ,"Đường Bùi Thị Xuân, Phường Bùi Thị Xuân, Hai Bà Trưng, Hà Nội"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-70a-xa-tan-trieu-prj-khu-do-thi-moi-cau-buou/ban-gap-4pn-5wc-359-9m2-tai-thanh-tri-ha-noi-gia-sieu-hoi-65-ty-pr42914748,65 tỷ,"359,9 m²",4 phòng,5 phòng,3 tầng,Đông - Nam,Đông - Nam,,,Sổ đỏ/ Sổ hồng,Cơ bản,"Dự án KĐTM Cầu Bươu, Đường 70A, Xã Tân Triều, Thanh Trì, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-dong-ngac-prj-sunshine-city/ban-ch-ciputra-tang-cao-so-do-ha-noi-99-6m2-gia-thoa-thuan-3pn-2wc-full-pr42563527,"8,8 tỷ","99,6 m²",3 phòng,2 phòng,,Đông - Nam,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"Dự án Sunshine City, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-truong-dinh-phuong-tan-mai-2/ban-4tang-mt4-5m-20m-ra-mat-pho-hon-5ty-ngo-xe-may-tranh-thang-tap-ra-pho-pr43109993,"5,8 tỷ",28 m²,3 phòng,3 phòng,4 tầng,,,"4,5 m",2 m,Sổ đỏ/ Sổ hồng,Đầy đủ,"Đường Trương Định, Phường Tân Mai, Hoàng Mai, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-duong-quang-ham-phuong-quan-hoa/-moi-koong-cau-giay-38m-5-tang-hon-9-ty-ngo-o-to-pr43130786,"9,4 tỷ",38 m²,3 phòng,3 phòng,5 tầng,,,"3,5 m",3 m,Sổ đỏ/ Sổ hồng,Đầy đủ,"Đường Dương Quảng Hàm, Phường Quan Hoa, Cầu Giấy, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-den-lu-phuong-hoang-van-thu-4/sieu-pham-phan-lo-thang-may-kinh-doanh-full-noi-that-pr43135481,"18,7 tỷ",54 m²,4 phòng,5 phòng,6 tầng,,,"4,4 m",5 m,Sổ đỏ,Đầy đủ,"Đường Đền Lừ, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-an-khanh-4-prj-vinhomes-thang-long/ban-tho-duy-t-tai-long-pr39633992,20 tỷ,154 m²,,,,,,,,,,"Dự án Vinhomes Thăng Long, Xã An Khánh, Hoài Đức, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-ngo-quyen-phuong-la-khe/-hd-5t-dan-xay-15m-ra-oto-gia-nhinh-7-ty-pr43129755,Thỏa thuận,31 m²,5 phòng,,5 tầng,,,4 m,,Sổ đỏ/ Sổ hồng,,"Đường Ngô Quyền, Phường La Khê, Hà Đông, Hà Nội"
https://batdongsan.com.vn/ban-dat-phuong-ngoc-lam-2/ban-44m2-tai-long-bien-ha-noi-gia-uu-dai-6-85-ty-pr42941572,"6,85 tỷ",44 m²,,,,,,"3,2 m",2 m,Sổ đỏ/ Sổ hồng,,"Phường Ngọc Lâm, Long Biên, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-phuong-van-chuong/can-ban-linh-quang-63m2-x-4-tang-7-phong-kk-ngo-truoc-rong-3m-gia-9-8-ty-pr43051592,"9,8 tỷ",63 m²,7 phòng,,4 tầng,,,,3 m,Sổ đỏ/ Sổ hồng,,"Phường Văn Chương, Đống Đa, Hà Nội"
https://batdongsan.com.vn/ban-dat-thi-tran-soc-son/ban-dac-tai-dt-118m-o-to-vao-nha-lh-kieu-thuy-pr41990683,Thỏa thuận,"118,8 m²",,,,,,"4,23 m",,Sổ đỏ/ Sổ hồng,,"Thị trấn Sóc Sơn, Sóc Sơn, Hà Nội"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-an-khanh-4-prj-vinhomes-thang-long/hang-hot-duy-nhat-can-gui-ban-gia-tot-tai-long-pr40574458,15 tỷ,95 m²,,,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"Dự án Vinhomes Thăng Long, Xã An Khánh, Hoài Đức, Hà Nội"
https://batdongsan.com.vn/ban-nha-mat-pho-pho-xa-dan-phuong-kim-lien/ban-dien-tich-60m2-x-6-tang-o-goc-tien-hoa-hau-7-8m-sieu-dep-pr42220631,Thỏa thuận,60 m²,,,6 tầng,,,"7,8 m",30 m,Sổ đỏ/ Sổ hồng,"Đầy đủ: Điều hòa, tủ lạnh, giường.","Phố Xã Đàn, Phường Kim Liên, Đống Đa, Hà Nội"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-kim-hoa-1-prj-khu-do-thi-kim-hoa/1x-ty-trung-tam-mat-song-cuc-dep-du-an-kdt-me-linh-hn-lh-pr42357981,Thỏa thuận,300 m²,5 phòng,5 phòng,,Đông - Nam,,20 m,,Sổ đỏ/ Sổ hồng,,"Dự án Khu đô thị Kim Hoa, Xã Kim Hoa, Mê Linh, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-pho-phung-chi-kien-phuong-nghia-do-1/ban-cau-giay-52-60m-6-tang-3-5mt-19-5-ty-pr43130720,"19,5 tỷ",60 m²,7 phòng,5 phòng,6 tầng,,,"3,5 m",,Sổ đỏ/ Sổ hồng,Chủ tặng lại toàn bộ nội thất.,"Phố Phùng Chí Kiên, Phường Nghĩa Đô, Cầu Giấy, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-lang-ha-phuong-lang-ha-prj-sky-city-towers-88-lang-ha/ban-chcc-88-172m2-3ngu-79-trieu-m2-lh-pr43141136,79 triệu/m²,172 m²,2 phòng,2 phòng,,,,,,,,"Dự án Sky City Towers-88 Láng Hạ, Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội"
https://batdongsan.com.vn/ban-dat-pho-ha-bang-xa-ha-bang/ban-75m2-tai-tch-tt-noi-gia-cuc-ct-1-98-ty-pr42449220,"1,98 tỷ",75 m²,,,,,,"5,79 m",,,,"Phố Hạ Bằng, Xã Hạ Bằng, Thạch Thất, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-la-khe-prj-anland-premium/chinh-chu-ban-gap-goc-85m2-3pn-2vs-full-noi-that-dep-gia-5-x-ty-sdcc-pr43048156,"5,9 tỷ",85 m²,3 phòng,2 phòng,,Đông - Nam,Tây - Bắc,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"Dự án Anland Premium, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội"
https://batdongsan.com.vn/ban-nha-mat-pho-phuong-khuong-dinh/ban-gap-via-he-kinh-doanh-gia-dau-tu-thanh-xuan-90m2-5t-4-1mt-27-9-ty-pr43141131,"27,9 tỷ",90 m²,6 phòng,6 phòng,5 tầng,,,"4,1 m",8 m,Sổ đỏ/ Sổ hồng,Đầy đủ,"Phường Khương Đình, Thanh Xuân, Hà Nội"
https://batdongsan.com.vn/ban-dat-phuong-ngoc-thuy/ban-53m2-ngo-438-o-to-7-cho-di-lai-pr43023809,"9,7 tỷ",53 m²,,,,,,"6,1 m",,,,"Phường Ngọc Thụy, Long Biên, Hà Nội"
https://batdongsan.com.vn/ban-nha-mat-pho-pho-hang-chuoi-phuong-phan-chu-trinh/ban-7-tang-tm-74m2-ca-phe-noi-that-that-p-khau-100-dep-t-pr42474126,"38,9 tỷ",74 m²,16 phòng,15 phòng,7 tầng,Đông - Bắc,Đông - Bắc,"4,1 m",20 m,Sổ đỏ/ Sổ hồng,Đầy đủ,"Phố Hàng Chuối, Phường Phan Chu Trinh, Hoàn Kiếm, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-pho-lieu-giai-phuong-lieu-giai/chinh-chu-ban-phan-lo-ngo-42-p-cong-vi-ba-dinh-dt-230m2-x-4-tang-mt-15m-pr42573730,69 tỷ,230 m²,,,4 tầng,,,15 m,7 m,Sổ đỏ/ Sổ hồng,,"Ngõ 42, Phố Liễu Giai, Phường Liễu Giai, Ba Đình, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-phuong-thach-ban-1/-long-bien-sieu-hiem-o-to-thang-may-4-thoang-o-sieu-suong-chi-170tr-m2-pr43101126,"7,2 tỷ",40 m²,3 phòng,,6 tầng,,,,6 m,Sổ đỏ/ Sổ hồng,Cơ bản,"Phường Thạch Bàn, Long Biên, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-vuong-thua-vu-phuong-khuong-trung/sieu-pham-thanh-xuan-o-to-tranh-o-to-vao-76m-9-tang-mt-5m-gia-22-ty-thuong-luong-cho-thu-pr43136379,22 tỷ,80 m²,17 phòng,17 phòng,9 tầng,,,5 m,,Sổ đỏ/ Sổ hồng,Đầy đủ,"Đường Vương Thừa Vũ, Phường Khương Trung, Thanh Xuân, Hà Nội"
https://batdongsan.com.vn/ban-dat-xa-lai-yen/ban-dau-gia-lo-goc-tai-hoai-duc-120-trieu-m2-109-m2-pr43140903,120 triệu/m²,109 m²,,,,Đông - Nam,,11 m,10 m,Sổ đỏ/ Sổ hồng,,"Xã Lại Yên, Hoài Đức, Hà Nội"
https://batdongsan.com.vn/ban-dat-xa-binh-yen-1/chu-can-tien-ban-gap-tai-thach-that-ha-noi-1452-m2-cach-cho-hoa-lac-300m-pr43036164,36 tỷ,1.452 m²,,,,,,40 m,5 m,Sổ đỏ/ Sổ hồng.,,"Xã Bình Yên, Thạch Thất, Hà Nội"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-thi-thap-phuong-trung-hoa-4/ban-pho-211-m2-x-4t-mt-13m-k-d-o-dang-cap-quan-cau-giay-pr43130556,130 tỷ,211 m²,4 phòng,6 phòng,4 tầng,Tây - Bắc,Tây - Bắc,13 m,"17,5 m",Sổ đỏ/ Sổ hồng,,"Đường Nguyễn Thị Thập, Phường Trung Hòa, Cầu Giấy, Hà Nội"
https://batdongsan.com.vn/ban-dat-nen-du-an-phuong-dai-kim-prj-khu-do-thi-moi-dai-kim-dinh-cong/nhuong-suat-dau-tu-kdt-mo-rong-pr42319122,80 triệu/m²,100 m²,,,,,,5 m,"17,5 m",,,"Dự án KĐTM Đại Kim - Định Công, Phường Đại Kim, Hoàng Mai, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-bang-liet-phuong-hoang-liet-prj-ha-noi-melody-residences/chinh-chu-cat-lo-mai-pr42256313,4 tỷ,"74,84 m²",2 phòng,2 phòng,,Đông - Nam,Đông - Nam,,,Hợp đồng mua bán,,"Dự án Hà Nội Melody Residences, Đường Bằng Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-la-thanh-phuong-o-cho-dua/c-1-0-2-gan-t-ng-3-gac-ngay-ph-50m-5-tang-pr43040251,"7,5 tỷ",50 m²,6 phòng,4 phòng,5 tầng,,,"4,5 m",,Sổ đỏ/ Sổ hồng,Cơ bản,"Đường La Thành, Phường Ô Chợ Dừa, Đống Đa, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-quoc-viet-phuong-nghia-do-1/chinh-chu-can-ban-trong-khu-phan-lo-dtsd-75m-x4t-mt4-2m-gia-22-ty-lh-pr43140898,22 tỷ,75 m²,,,,Đông,,"4,2 m",5 m,Sổ đỏ/ Sổ hồng,Cơ bản,"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-da-ton-prj-the-sapphire-1-vinhomes-ocean-park/chinh-chu-gui-ban-2-ngu-1-ve-sinh-khu-s-vinmes-oceanpark-gia-lam-pr42966899,"2,95 tỷ",55 m²,2 phòng,1 phòng,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"Dự án The Sapphire 1 - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-xa-bich-hoa/chi-3-15ty-x34m-oto-do-cong-ngay-gan-cho-dau-moi-phia-nam-duong-ra-khu-dt-thanh-ha-cach-ql21b-100m-pr43023004,"3,15 tỷ",34 m²,4 phòng,3 phòng,4 tầng,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"Xã Bích Hòa, Thanh Oai, Hà Nội"
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-tay-mo-prj-vinhomes-smart-city/quy-can-doc-quyen-gia-tot-nhat-trong-thang-2-pr42228148,10 tỷ,55 m²,,,5 tầng,,,5 m,,,,"Dự án Vinhomes Smart City , Phường Tây Mỗ, Nam Từ Liêm, Hà Nội"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-to-huu-phuong-trung-van-prj-khu-do-thi-trung-van-vinaconex-3/chinh-chu-can-ban-gap-lk-kdt-moi-o-tranh-via-he-kd-cuc-t-o-cuc-thich-gia-28ty-pr42493594,26 tỷ,69 m²,5 phòng,4 phòng,5 tầng,,,5 m,20 m,Sổ đỏ/ Sổ hồng,Đầy đủ,"Dự án KĐT Trung Văn - Vinaconex 3, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội"
https://batdongsan.com.vn/ban-dat-duong-dong-trang-xa-co-dong/ban-gap-tai-ha-noi-nhinh-2-ty-71m2-mat-tien-4-8m-ra-cho-hoa-lac-5-phut-pr43044974,"2,45 tỷ",71 m²,,,,,,"4,8 m",6 m,Sổ đỏ/ Sổ hồng,,"Đường Đồng Trạng, Xã Cổ Đông, Sơn Tây, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-phuong-mai-phuong-phuong-mai/tap-the-khu-d-50m2-37m2-so-2-ngu-nhinh-3-ty-pr43133023,"3,4 tỷ",50 m²,2 phòng,1 phòng,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"Phố Phương Mai, Phường Phương Mai, Đống Đa, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-6-4-phuong-yen-nghia-1/ban-gan-6-ha-dong-ha-noi-2-95-ty-32m2-4-tang-pr43134928,"2,95 tỷ",32 m²,3 phòng,3 phòng,4 tầng,Nam,Nam,4 m,3 m,Sổ đỏ/ Sổ hồng,Cơ bản,"Đường 6, Phường Yên Nghĩa, Hà Đông, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-tu-dinh-phuong-long-bien/-dep-thang-may-o-to-tranh-do-vao-kd-tot-74m-mt-4-9m-15-9ty-pr41925484,"15,9 tỷ",74 m²,,,,,,"4,9 m",,Sổ đỏ,,"Ngõ 188, Đường Tư Đình, Phường Long Biên, Long Biên, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-minh-khai-phuong-minh-khai/duy-t-mot-can-cuc-dep-pho-hai-ba-trung-dien-tich-26m2-4-tang-gia-chi-3-93-ty-pr43115137,"3,93 tỷ",26 m²,3 phòng,3 phòng,4 tầng,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-tay-mo-phuong-tay-mo/ban-nr-mat-ngo-gara-o-to-lo-goc-dt-35mx5t-nt-vip-gia-6-95-ty-huu-hung-nam-tu-liem-pr43117656,"6,95 tỷ",35 m²,3 phòng,4 phòng,5 tầng,,,"3,6 m",4 m,Sổ đỏ/ Sổ hồng,Đầy đủ,"Đường Tây Mỗ, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội"
