Link,Địa chỉ,Mức giá,Diện tích,Số phòng ngủ,"Số phòng tắm, vệ sinh",Số tầng,Mặt tiền,Đường vào,Pháp lý,Hướng ban công,Nội thất,Hướng nhà
https://batdongsan.com.vn/ban-nha-rieng-duong-thanh-lam-1-phuong-phu-lam-1/-33m-5-tang-5-5t-o-to-do-cua-pr43107672,"Đường Thanh Lãm, Phường Phú Lãm, Hà Đông, Hà Nội","5,5 tỷ",33 m²,3 phòng,,5 tầng,"4,2 m",,Sổ đỏ/ Sổ hồng,,Cơ bản,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-nghi-tam-phuong-yen-phu-1/-3-thoang-vinh-vien-duy-nhat-1-can-tai-tay-ho-6-tang-vua-o-vua-kinh-doanh-tot-pr43022989,"Đường Nghi Tàm, Phường Yên Phụ, Tây Hồ, Hà Nội","27,2 tỷ",66 m²,9 phòng,9 phòng,6 tầng,"4,1 m",5 m,Sổ đỏ/ Sổ hồng,,Cơ bản,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-cau-am-phuong-van-phuc-1-prj-goldsilk-complex/chinh-chu-em-ban-tai-ha-dong-gia-6-7x-ty-pr42999215,"Dự án GoldSilk Complex, Phố Cầu Am, Phường Vạn Phúc, Hà Đông, Hà Nội",Thỏa thuận,120 m²,3 phòng,2 phòng,,,,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-kim-giang-phuong-dai-kim/ban-khuong-dinh-54m2-mt-4m-xay-biet-5-tang-full-noi-that-gia-chi-8ty7-lh-hai-pr42955115,"Đường Kim Giang, Phường Đại Kim, Hoàng Mai, Hà Nội","8,7 tỷ",54 m²,5 phòng,5 phòng,5 tầng,4 m,3 m,Sổ đỏ/ Sổ hồng,,Đầy đủ,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-quoc-lo-5b-xa-da-ton-prj-masteri-waterfront/-tien-ban-gap-65m2-gia-chi-3-9-ty-toa-m1-vinhomes-ocean-park-gia-lam-pr42883453,"Dự án Masteri Water Front, Đường Quốc Lộ 5B, Xã Đa Tốn, Gia Lâm, Hà Nội","3,99 tỷ",65 m²,2 phòng,2 phòng,,,,,,Đầy đủ,
https://batdongsan.com.vn/ban-nha-rieng-duong-hau-ai-xa-di-trach/ban-van-canh-ho-duc-30m2-pr42581017,"Đường Hậu Ái, Xã Di Trạch, Hoài Đức, Hà Nội",Thỏa thuận,30 m²,3 phòng,3 phòng,4 tầng,,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-quang-trung-phuong-quang-trung-17-prj-toa-thap-thien-nien-ky-hatay-millennium/ban-chcc-3n2vs-118m-dac-biet-ban-cong-dn-san-so-do-gia-6ty95-cuc-re-pr43074259,"Tòa Tháp Thiên Niên Kỷ, Đường Quang Trung, Phường Quang Trung, Hà Đông, Hà Nội","6,55 tỷ",110 m²,3 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Tây - Bắc,Cơ bản,Đông - Nam
https://batdongsan.com.vn/ban-nha-mat-pho-pho-hang-non-phuong-hang-gai/-cuc-hiem-ban-55m2-4-6m-tien-46-5-ty-lo-goc-vi-tri-cuc-vip-pr43016443,"Phố Hàng Nón, Phường Hàng Gai, Hoàn Kiếm, Hà Nội","46,5 tỷ",55 m²,4 phòng,4 phòng,4 tầng,"4,6 m",10 m,Sổ đỏ/ Sổ hồng,,Đầy đủ,
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-thi-dinh-phuong-trung-hoa-4/ban-phan-lo-tai-cau-giay-102m-mt-8m-7-tang-thang-may-o-to-via-he-vuon-hoa-pr43120457,"Đường Nguyễn Thị Định, Phường Trung Hòa, Cầu Giấy, Hà Nội",48 tỷ,102 m²,,,7 tầng,,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-cuong-kien-phuong-trung-van-prj-ct2-trung-van-vinaconex-3/vi-tri-dep-tai-mat-du-an-17t1-gia-4-95-ty-pr43109908,"Dự án CT2 Trung Văn - Vinaconex 3, Đường Cương Kiên, Phường Trung Văn, Nam Từ Liêm, Hà Nội","4,95 tỷ",79 m²,2 phòng,2 phòng,,,,Sẵn sổ,Đông - Nam,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-phong-sac-phuong-dich-vong-hau-prj-az-lam-vien-complex/ban-nhanh-113m-xin-xo-3pn-2wc-full-noi-that-dep-me-ly-pr43120006,"AZ Lâm Viên Complex, 107, Đường Nguyễn Phong Sắc, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội","9,7 tỷ",113 m²,3 phòng,2 phòng,,,,,,Full nội thất.,
https://batdongsan.com.vn/ban-nha-rieng-duong-an-duong-phuong-yen-phu-1/b-nh-sieu-dep-ngo-32-tay-ho-40m2-5-tg-5-2m-mat-tien-7-9-ty-g-pho-pr42727711,"Ngõ 32, Đường An Dương, Phường Yên Phụ, Tây Hồ, Hà Nội","18,8 tỷ",160 m²,5 phòng,5 phòng,3 tầng,9 m,5 m,Hợp đồng mua bán,,Đầy đủ,
https://batdongsan.com.vn/ban-dat-duong-mai-chau-xa-dai-mach/sieu-hiem-chi-4-3-ty-108m-sat-vach-khu-cong-nghiep-bac-thong-long-pr43120445,"Đường Mai Châu, Xã Đại Mạch, Đông Anh, Hà Nội","4,3 tỷ",108 m²,,,,"7,8 m",4 m,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-dat-duong-trau-quy-thi-tran-trau-quy/qua-hiem-lo-nhinh-3-ty-43m2-gia-dau-tu-hang-xom-vinhome-co-1-khong-2-pr43120442,"Đường Trâu Quỳ, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội","4,2 tỷ","42,5 m²",,,,4 m,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-my-dinh-phuong-my-dinh-2/ban-toa-ccmn-le-duc-tho-lo-goc-sieu-dep-moi-dong-tien-cuc-khung-70-trieu-thang-pr43119756,"Đường Mỹ Đình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội","13,7 tỷ",55 m²,12 phòng,12 phòng,7 tầng,,"2,5 m",Sổ đỏ/ Sổ hồng,,Đầy đủ,
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-son-phuong-ngoc-lam-2/ban-nr-hiem-loi-2-tang-dien-tich-42m-thong-thoang-3-buoc-ra-mat-pho-gia-7-55ty-pr42884123,"Đường Nguyễn Sơn, Phường Ngọc Lâm, Long Biên, Hà Nội","6,85 tỷ",50 m²,2 phòng,2 phòng,2 tầng,,2 m,Sổ đỏ/ Sổ hồng.,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-le-van-thiem-phuong-thanh-xuan-trung-prj-stellar-garden/chuyen-ban-du-an-2-den-3-ph-ngu-gia-chi-58tr-m2-gia-tot-nhat-thi-truong-lh-0977-858-974-pr40263146,"Dự án Stellar Garden, Phố Lê Văn Thiêm, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội","6,2 tỷ",92 m²,3 phòng,2 phòng,,,,Đang chờ sổ,,Đầy đủ,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-phung-hung-1-phuong-phuc-la-prj-khu-do-thi-moi-xa-la/chi-2-8x-ty-de-so-huu-ngay-70m2-2-ngu-2wc-tai-du-an-ct6-xala-ha-dong-full-noi-that-xin-xo-pr42149721,"Dự án KĐT Xa La, Phố Phùng Hưng, Phường Phúc La, Hà Đông, Hà Nội","2,7 tỷ",63 m²,2 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Tây - Nam,Đầy đủ,Đông - Bắc
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-xuan-la-phuong-xuan-la-prj-dream-land-xuan-la/ban-bt-nd-39-5-ty-112m2-view-dep-tai-tay-ho-ha-noi-pr43119544,"Dự án Dream Land Xuân La, Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội","39,5 tỷ",112 m²,3 phòng,2 phòng,,,,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-co-linh-phuong-long-bien/ban-60m2-ha-noi-o-to-vao-pr43120296,"Đường Cổ Linh, Phường Long Biên, Long Biên, Hà Nội",12 tỷ,60 m²,4 phòng,4 phòng,5 tầng,4 m,"3,5 m",Sổ đỏ/ Sổ hồng,Đông - Nam,Cơ bản,Đông - Nam
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-dai-kim-prj-bea-sky/nha-em-ban-ch-3pn-chinh-chu-ban-cong-check-dn-mat-nha-o-giu-gin-gia-6-3-ty-cc-toa-sky-pr43023708,"Bea Sky, Đại Kim, Hoàng Mai, Hà Nội","6,3 tỷ","79,5 m²",3 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Đông - Nam,Đầy đủ,Tây - Bắc
https://batdongsan.com.vn/ban-dat-duong-ngoc-thuy-phuong-ngoc-thuy/ban-tdc-long-bien-pr42997939,"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội","19,7 tỷ","80,3 m²",,,,"4,1 m",,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-xuan-diep-phuong-kien-hung-prj-lucky-house-kien-hung/bao-gia-19t-ha-dong-nha-net-gia-dep-2-ngu-2wc-70m2-gia-chi-2-88-ty-pr42194642,"Dự án Lucky House, Đường Lê Xuân Điệp, Phường Kiến Hưng, Hà Đông, Hà Nội","3,02 tỷ",70 m²,2 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Đông - Nam,"Nội thất: Sàn gỗ tủ bếp, tủ âm tường, 2 bình nóng lạnh, bàn ăn, 3 điều hòa...",Tây - Bắc
https://batdongsan.com.vn/ban-nha-mat-pho-duong-nghi-tam-phuong-quang-an-2/ban-biet-thu-tay-ho-pr43120108,"đường Nghi Tàm, Phường Quảng An, Tây Hồ, Hà Nội","34,5 tỷ",160 m²,,,5 tầng,,,Sổ đỏ/ Sổ hồng,,Nội thất xịn.,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ngoc-hoi-phuong-hoang-liet-prj-south-tower/toi-chinh-chu-ban-3ngu-93m2-bc-mat-nha-full-do-dep-gia-4-6-ty-toa-hoi-pr42590742,"South Tower, Ngọc Hồi, Hoàng Liệt, Hoàng Mai, Hà Nội","4,6 tỷ",93 m²,3 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Đông - Nam,Đầy đủ,Tây - Bắc
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-khuat-duy-tien-phuong-trung-hoa-4-prj-vinata-tower/-289-chu-nha-gui-ban-goc-3pn-2vc-dt-113m2-gia-7-2ty-pr42099897,"Vinata Tower, 289, Đường Khuất Duy Tiến, Phường Trung Hòa, Cầu Giấy, Hà Nội","6,4 tỷ",88 m²,3 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Tây - Bắc,Đầy đủ,Đông - Nam
https://batdongsan.com.vn/ban-nha-rieng-duong-pham-van-dong-phuong-xuan-dinh/-can-ban-gap-can-chdv-dt-60m2-9-phong-ngu-ngo-ba-gac-gia-10-8-ty-pr43110466,"Ngõ 59, Đường Phạm Văn Đồng, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội","10,8 tỷ",60 m²,9 phòng,,,5 m,,,,,
https://batdongsan.com.vn/ban-dat-xa-duc-tu/manh-vang-120m-dong-anh-ngay-cua-ngo-cau-lien-mua-la-lai-pr43120107,"Xã Dục Tú, Đông Anh, Hà Nội",46 triệu/m²,120 m²,,,,"5,5 m",3 m,Sổ đỏ/ Sổ hồng,,,Tây - Bắc
https://batdongsan.com.vn/ban-nha-rieng-duong-bat-khoi-phuong-long-bien/-chinh-chu-ban-tai-5-tang-xay-moi-vi-tri-dep-pr41507136,"Đường Bát Khối, Phường Long Biên, Long Biên, Hà Nội",Thỏa thuận,31 m²,,,5 tầng,5 m,,,,,
https://batdongsan.com.vn/ban-dat-thi-tran-tram-troi/ban-hoai-duc-31m2-pr41636065,"Thị trấn Trạm Trôi, Hoài Đức, Hà Nội",3 tỷ,31 m²,,,,,2 m,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-xien-phuong-dai-kim-prj-chung-cu-thong-tan-xa-viet-nam/toi-chinh-chu-ban-3ngu-93m2-bc-mat-nha-full-do-dep-gia-6-2-ty-toa-xa-pr43012115,"Dự án Căn hộ Thông tấn xã, Đường Nguyễn Xiển, Phường Đại Kim, Hoàng Mai, Hà Nội","6,2 tỷ",93 m²,3 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Đông - Nam,Nội thất full như hình.,Tây - Bắc
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-hai-ba-trung-phuong-hang-bai-prj-the-grand-ha-noi/sieu-vip-ban-hanoi-22-dt-151m2-full-nt-6-sao-9x-ty-co-thuong-luong-pr43120406,"Dự án The Grand Hà Nội, 2 Phố Hai Bà Trưng, Phường Hàng Bài, Hoàn Kiếm, Hà Nội",Thỏa thuận,151 m²,3 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,,Đầy đủ,
https://batdongsan.com.vn/ban-nha-rieng-duong-kim-giang-phuong-khuong-dinh/sieu-pham-dong-tien-thanh-xuan-2-thoang-chdv-8-ngu-full-noi-that-7-ty-2-pr43119506,"Đường Kim Giang, Phường Khương Đình, Thanh Xuân, Hà Nội","7,2 tỷ",38 m²,8 phòng,,,,,Sổ đỏ,,Full nội thất.,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-luong-the-vinh-phuong-me-tri-prj-vov-me-tri/duplex-cao-cap-143m-chinh-chu-xay-o-full-noi-that-huong-dong-nam-pr43119987,"VOV Mễ Trì, Đường Lương Thế Vinh, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",70 triệu/m²,143 m²,3 phòng,3 phòng,,,,Sổ đỏ/ Sổ hồng,Tây - Nam,Đầy đủ,Đông - Nam
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nghiem-xuan-yem-phuong-dai-kim-prj-khu-do-thi-kim-van-kim-lu-golden-silk/toi-ban-nen-ha-gia-toa-c-vinaconex-2-3-ngu-dt-103m2-gia-6-2-ty-gia-chuan-thien-tri-pr42459886,"Dự án Kim Văn Kim Lũ, Đường Nghiêm Xuân Yêm, Phường Đại Kim, Hoàng Mai, Hà Nội","6,2 tỷ","103,7 m²",3 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Đông - Nam,Cơ bản,Tây - Nam
https://batdongsan.com.vn/ban-dat-duong-vo-nguyen-giap-xa-nguyen-khe/ban-tai-thon-dong-dong-anh-trai-nhua-o-to-vao-tan-gia-chi-tren-3-ty-pr43120396,"Thôn Đồng, Đường Võ Nguyên Giáp, Xã Nguyên Khê, Đông Anh, Hà Nội","3,68 tỷ",50 m²,,,,4 m,5 m,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-minh-khai-phuong-vinh-tuy-prj-times-city/ban-quan-ly-ban-quy-1-2-3pn-gia-tot-nhat-thi-truong-hang-doc-quyen-lh-pr43120395?c=d1,"Times City, Minh Khai, Vĩnh Tuy, Hai Bà Trưng, Hà Nội","6,4 tỷ",75 m²,2 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Nam,Đầy đủ,Bắc
https://batdongsan.com.vn/ban-nha-rieng-duong-dong-ngac-phuong-dong-ngac/khong-mua-nay-thi-mua-nao-a-50m2-so-chinh-chu-hon-6-pr43120393,"đường Đông Ngạc, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội","6,3 tỷ",50 m²,2 phòng,2 phòng,2 tầng,,,Sổ đỏ/ Sổ hồng,,Cơ bản,
https://batdongsan.com.vn/ban-nha-rieng-pho-vu-ngoc-phan-phuong-lang-thuong/ban-lo-goc-nguyen-hong-55m2-4-tang-mt-4m-gia-13-x-ty-pr43014298,"Phố Vũ Ngọc Phan, Phường Láng Thượng, Đống Đa, Hà Nội",Thỏa thuận,55 m²,4 phòng,4 phòng,4 tầng,4 m,"2,5 m",Sổ đỏ/ Sổ hồng,,Đầy đủ,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-xuan-la-phuong-xuan-la-prj-dream-land-xuan-la/ban-bt-nd-39-5-ty-112m2-view-dep-tai-tay-ho-ha-noi-pr43119470,"Dự án Dream Land Xuân La, Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội","39,5 tỷ",112 m²,3 phòng,2 phòng,,,,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-lai-xa-xa-kim-chung-1/ban-hoai-duc-43-1m2-pr42750720,"Đường Lai Xá, Xã Kim Chung, Hoài Đức, Hà Nội","5,2 tỷ","43,1 m²",4 phòng,4 phòng,5 tầng,,,Sổ đỏ/ Sổ hồng,,Đầy đủ,
https://batdongsan.com.vn/ban-nha-rieng-duong-van-canh-xa-van-canh-1/ban-an-trai-hoai-duc-40m2-pr42905450,"Đường Vân Canh, Xã Vân Canh, Hoài Đức, Hà Nội",Thỏa thuận,40 m²,3 phòng,4 phòng,5 tầng,,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-da-tuong-phuong-tran-hung-dao/ban-nha-rieng-50m2-chinh-chu-tai-pho-hoan-kiem-hn-pr43119709,"Đường Dã Tượng, Phường Trần Hưng Đạo, Hoàn Kiếm, Hà Nội",5 tỷ,50 m²,2 phòng,1 phòng,,,,Sổ đỏ/ Sổ hồng,,Cơ bản,
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-dong-hoi-prj-imperia-co-loa/ban-3pn-goc-toa-y4-view-gia-re-chi-nhinh-8-ty-pr43120007,"Dự án Imperia Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội",Thỏa thuận,91 m²,3 phòng,3 phòng,,,,,,Đầy đủ,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-xien-phuong-thanh-xuan-trung/toa-van-ng-9-tang-thang-may-thong-san-hai-thoang-truoc-sau-pr42920698,"Đường Nguyễn Xiển, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội","27,5 tỷ",60 m²,,,,,,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-au-co-phuong-nhat-tan-2/ban-t-tay-ho-dan-xay-2-g-mat-ngo-70m2-x-2-g-nhinh-3-1-ty-pr42505067,"Đường Âu Cơ, Phường Nhật Tân, Tây Hồ, Hà Nội",Thỏa thuận,33 m²,2 phòng,2 phòng,2 tầng,,2 m,Hợp đồng mua bán,,,
https://batdongsan.com.vn/ban-nha-rieng-pho-tran-quoc-hoan-phuong-dich-vong-hau/ban-cau-giay-phan-lo-2-mat-duong-oto-h-via-he-kinh-doanh-gia-14-2-ty-pr43116373,"Phố Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội","14,2 tỷ",35 m²,6 phòng,5 phòng,5 tầng,"3,5 m",5 m,Sổ đỏ/ Sổ hồng,,Đầy đủ,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-van-cao-phuong-lieu-giai/-phan-lo-pho-ba-dinh-ha-noi-50m-xay-5-tang-mat-tien-4-6m-gia-15-8-ty-pr43119921,"Đường Văn Cao, Phường Liễu Giai, Ba Đình, Hà Nội","15,8 tỷ",50 m²,5 phòng,4 phòng,5 tầng,"4,6 m",,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tan-mai-phuong-tan-mai-2-prj-mandarin-garden-2/chinh-chu-ban-ch-mandanrin-90m2-3pn2vs-full-do-view-thoang-lh-pr42805171,"Dự án Mandarin Garden 2, Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội","7,9 tỷ",90 m²,3 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Đông - Nam,Đầy đủ,Tây - Bắc
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-duong-van-be-phuong-vinh-tuy-prj-sunshine-garden/chinh-chu-ban-gap-lo-goc-3pn-95m2-hai-ba-trung-gia-chi-4ty4-co-so-pr38939915,"Dự án Sunshine Garden, Đường Dương Văn Bé, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội","7,85 tỷ",105 m²,3 phòng,2 phòng,,,,Đã có sổ đỏ,Đông,Đầy đủ,Tây
https://batdongsan.com.vn/ban-nha-rieng-xa-di-trach/ban-van-canh-hoai-duc-35m2-pr42597259,"Xã Di Trạch, Hoài Đức, Hà Nội",Thỏa thuận,35 m²,3 phòng,3 phòng,3 tầng,,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-to-huu-phuong-van-phuc-1/ban-gap-can-lien-ke-sat-himlam-7-tang-thang-may-full-noi-that-17-6-ty-pr43119600,"Đường Tố Hữu, Phường Vạn Phúc, Hà Đông, Hà Nội","17,6 tỷ",45 m²,4 phòng,6 phòng,7 tầng,"4,5 m",10 m,Sổ đỏ/ Sổ hồng,,Đầy đủ,
https://batdongsan.com.vn/ban-dat-xa-khanh-ha/lo-goc-3-mat-tien-44m-sat-vanh-dai-4-pr43120032,"Xã Khánh Hà, Thường Tín, Hà Nội","2,65 tỷ",44 m²,,,,"4,3 m",6 m,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-da-ton-prj-the-zurich-vinhomes-ocean-park/cc-ban-studio-rong-42m-o-zr3-truc-08-chi-2450-ty-bao-phi-pr43119964,"Dự án The Zurich - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội","2,45 tỷ","41,8 m²",1 phòng,1 phòng,,,,Hợp đồng mua bán,Đông - Bắc,Không nội thất,Đông - Bắc
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-duong-van-be-phuong-vinh-tuy-prj-sunshine-garden/ban-sunshinegarden-3-png-ngu-109m2-gia-chi-n-4-ty-o-trung-tam-quan-hai-ba-trung-pr38337783,"Dự án Sunshine Garden, Đường Dương Văn Bé, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội","6,6 tỷ",65 m²,3 phòng,2 phòng,,,,Đã có sổ đỏ,Tây,Đầy đủ,Đông
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-khanh-toan-phuong-quan-hoa/-lo-goc-2-thoang-ngo-ba-gac-tranh-moi-o-luon-45m-vai-m-ra-mp-8-5-ty-pr43116181,"Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Cầu Giấy, Hà Nội","8,5 tỷ",45 m²,,,,,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-xien-xa-tan-trieu-prj-eco-green-city/ha-gia-ban-gap-2pn-dt-69m2-full-do-view-thoang-mat-gia-ha-4-9-ty-green-pr43023066,"Dự án Eco Green City, 268 Nguyễn Xiển, Xã Tân Triều, Thanh Trì, Hà Nội","4,9 tỷ",75 m²,2 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Đông - Nam,Nội thất cơ bản.,Tây - Bắc
https://batdongsan.com.vn/ban-nha-rieng-duong-cau-dien-phuong-phuc-dien/-quoc-lo-32-ban-5-tang-dt-36m2-7-phong-ngu-ngo-rong-o-to-chay-qua-kd-nho-pr43119958,"Đường Cầu Diễn, Phường Phúc Diễn, Bắc Từ Liêm, Hà Nội","8,5 tỷ",36 m²,7 phòng,,5 tầng,,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-duong-van-be-phuong-vinh-tuy-prj-sunshine-garden/ban-gap-4pn-129m2-minh-khai-hai-ba-trung-gia-6ty48-lh-e-ang-pr42077771,"Dự án Sunshine Garden, Đường Dương Văn Bé, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội","6,8 tỷ",129 m²,4 phòng,3 phòng,,,,Hợp đồng mua bán,Đông - Bắc,Nguyên bản chủ đầu tư.,Tây
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-phan-van-truong-phuong-dich-vong-hau/ban-nha-tt-tang-1-oto-dung-do-ngay-dem-30m-ra-cho-xanh-kd-tot-26-65m-x-4-2-ty-pr42902965,"Phố Phan Văn Trường, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",4 tỷ,70 m²,2 phòng,1 phòng,,,,Sổ đỏ/ Sổ hồng,,"Đẹp, hiện đại, nội thất xịn xò",
https://batdongsan.com.vn/ban-nha-rieng-duong-xuan-thuy-phuong-dich-vong/ban-gan-pho-cau-giay-kinh-doanh-o-to-thang-may-65m2-8t-5-2mt-25ty-pr43120355,"Đường Xuân Thủy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",25 tỷ,65 m²,12 phòng,12 phòng,8 tầng,"5,2 m",6 m,Sổ đỏ/ Sổ hồng,,Đầy đủ,
https://batdongsan.com.vn/ban-nha-rieng-duong-ngo-thi-sy-phuong-van-phuc-1/chinh-chu-ban-4tang-34m2-quyen-tran-phu-hd-o-to-do-gia-2ty39-lh-0964427111-pr24116719,"Đường Ngô Thì Sỹ, Phường Vạn Phúc, Hà Đông, Hà Nội.","8,2 tỷ",36 m²,4 phòng,4 phòng,5 tầng,4 m,3 m,"Giấy tờ pháp lý đầy đủ, sổ đỏ chính chủ, không tranh chấp.",,"Nội thất xịn: Sàn gỗ, tủ bếp gỗ, tiểu cảnh, trần thạch cao, điện nước đầy đủ...",
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-son-phuong-ngoc-lam-2/-3-tang-biet-thu-long-bien-100m-mt-7-2m-lo-goc-kinh-doanh-cho-thue-hiem-pr42575180,"Đường Nguyễn Sơn, Phường Ngọc Lâm, Long Biên, Hà Nội",16 tỷ,100 m²,3 phòng,3 phòng,3 tầng,"7,2 m",13 m,Sổ đỏ/ Sổ hồng.,,Đầy đủ.,
https://batdongsan.com.vn/ban-dat-duong-quoc-lo-21a-quoc-lo-21-xa-co-dong/cuc-hot-100m2-full-tho-cu-ngay-gan-21-dai-hoc-gia-dai-hoc-pft-5p-di-chuyen-pr43119961,"Đường Quốc lộ 21A(Quốc lộ 21), Xã Cổ Đông, Sơn Tây, Hà Nội","3,1 tỷ",100 m²,,,,6 m,9 m,Sổ đỏ/ Sổ hồng,,,Tây - Bắc
https://batdongsan.com.vn/ban-nha-rieng-duong-xuan-la-phuong-xuan-la/ban-5-tang-85m2-mt5-phan-lo-o-to-tranh-kd-van-phong-gia-29-ty-pr43119390,"Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",29 tỷ,85 m²,6 phòng,6 phòng,5 tầng,5 m,8 m,Sổ đỏ/ Sổ hồng,,Cơ bản,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-phu-phuong-van-quan-prj-grand-sunlake/-ban-nhanh-112m-goc-dep-nhat-dong-nam-view-sunlake-pr43023896,"Grand Sunlake, Đường Trần Phú, Phường Văn Quán, Hà Đông, Hà Nội",67 triệu/m²,117 m²,3 phòng,2 phòng,,,,Hợp đồng mua bán,Đông - Nam,,Đông - Bắc
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-thanh-lam-3-prj-hud-me-linh-central/duy-nhat-can-tai-du-an-chu-can-tien-ban-gap-chi-57-trieu-m2-lh-pr43119672,"Dự án HUD Me Linh Central, Xã Thanh Lâm, Mê Linh, Hà Nội",Thỏa thuận,"268,5 m²",,,,,"13,5 m",,,,Đông - Bắc
